Framenum 	 SensorReading 	 TimeStamp 
 0,0,1437486546239
1,15,1437486546366
2,26,1437486546447
3,35,1437486546530
4,46,1437486546623
5,58,1437486546719
6,70,1437486546819
7,83,1437486546924
8,93,1437486547009
9,108,1437486547137
10,123,1437486547260
11,134,1437486547359
12,146,1437486547459
13,162,1437486547578
14,171,1437486547665
15,183,1437486547763
16,198,1437486547884
17,213,1437486548020
18,228,1437486548138
19,242,1437486548250
20,253,1437486548331
21,262,1437486548419
22,275,1437486548527
23,291,1437486548657
24,305,1437486548772
25,319,1437486548890
26,352,1437486549163
27,365,1437486549270
28,378,1437486549380
29,392,1437486549497
30,407,1437486549619
31,416,1437486549704
32,429,1437486549803
33,439,1437486549885
34,454,1437486550025
35,467,1437486550125
36,480,1437486550220
37,492,1437486550332
38,507,1437486550454
39,521,1437486550563
40,532,1437486550663
41,546,1437486550772
42,561,1437486550893
43,575,1437486551012
44,586,1437486551106
45,599,1437486551214
46,609,1437486551288
47,623,1437486551406
48,633,1437486551493
49,641,1437486551568
50,652,1437486551654
51,662,1437486551736
52,672,1437486551826
53,685,1437486551925
54,694,1437486552006
55,705,1437486552096
56,715,1437486552174
57,724,1437486552257
58,733,1437486552326
59,743,1437486552409
60,778,1437486552701
61,791,1437486552813
62,802,1437486552900
63,811,1437486552974
64,820,1437486553050
65,831,1437486553133
66,840,1437486553217
67,849,1437486553290
68,859,1437486553370
69,870,1437486553462
70,880,1437486553548
71,894,1437486553657
72,903,1437486553732
73,911,1437486553807
74,922,1437486553894
75,932,1437486553989
