Framenum 	 SensorReading 	 TimeStamp 
 0,15,1440222929929
1,38,1440222930107
2,54,1440222930242
3,73,1440222930395
4,92,1440222930548
5,108,1440222930681
6,126,1440222930831
7,146,1440222931002
8,174,1440222931237
9,225,1440222931663
10,246,1440222931842
11,265,1440222931992
12,287,1440222932170
13,305,1440222932316
14,324,1440222932483
15,342,1440222932630
16,359,1440222932764
17,377,1440222932918
18,406,1440222933162
19,428,1440222933339
20,448,1440222933509
21,469,1440222933675
22,486,1440222933825
23,503,1440222933966
24,517,1440222934098
25,542,1440222934284
26,561,1440222934446
27,607,1440222934828
28,637,1440222935076
29,658,1440222935251
30,680,1440222935442
