Framenum 	 SensorReading 	 TimeStamp 
 0,7,1438600186027
1,26,1438600186171
2,43,1438600186316
3,61,1438600186471
4,77,1438600186599
5,91,1438600186719
6,109,1438600186874
7,129,1438600187036
8,148,1438600187192
9,168,1438600187368
10,197,1438600187614
11,262,1438600188136
12,285,1438600188322
13,302,1438600188473
14,323,1438600188640
15,337,1438600188760
16,351,1438600188877
17,372,1438600189055
18,390,1438600189199
19,411,1438600189371
20,429,1438600189520
21,452,1438600189721
22,473,1438600189901
23,495,1438600190078
24,516,1438600190266
25,534,1438600190403
26,559,1438600190631
27,584,1438600190822
28,603,1438600190982
29,628,1438600191172
30,646,1438600191333
31,688,1438600191675
32,710,1438600191856
33,733,1438600192063
34,756,1438600192247
35,778,1438600192438
36,811,1438600192705
