Framenum 	 SensorReading 	 TimeStamp 
 0,0,1436509350685
1,20,1436509350846
2,41,1436509351021
3,59,1436509351167
4,78,1436509351332
5,98,1436509351490
6,112,1436509351604
7,130,1436509351765
8,145,1436509351885
9,160,1436509352008
10,212,1436509352435
11,229,1436509352578
12,247,1436509352727
13,262,1436509352847
14,276,1436509352965
15,290,1436509353086
16,311,1436509353257
17,324,1436509353368
18,342,1436509353522
19,357,1436509353639
20,376,1436509353805
21,392,1436509353924
22,401,1436509354011
23,413,1436509354102
24,426,1436509354217
25,436,1436509354296
26,444,1436509354363
27,455,1436509354459
28,464,1436509354535
29,476,1436509354622
30,494,1436509354769
31,506,1436509354883
32,517,1436509354968
33,527,1436509355057
34,542,1436509355171
35,555,1436509355287
36,567,1436509355379
37,578,1436509355471
38,594,1436509355608
39,638,1436509355976
40,667,1436509356221
41,683,1436509356346
42,700,1436509356489
43,720,1436509356656
44,740,1436509356814
45,758,1436509356971
