Framenum 	 SensorReading 	 TimeStamp 
 0,13,1438327431847
1,30,1438327431998
2,46,1438327432128
3,61,1438327432254
4,79,1438327432401
5,97,1438327432558
6,113,1438327432690
7,127,1438327432803
8,147,1438327432962
9,162,1438327433094
10,202,1438327433419
11,218,1438327433552
12,233,1438327433678
13,251,1438327433820
14,267,1438327433961
15,282,1438327434094
16,299,1438327434230
17,315,1438327434365
18,328,1438327434475
19,347,1438327434626
20,362,1438327434758
21,380,1438327434896
22,404,1438327435109
23,427,1438327435292
24,443,1438327435430
25,459,1438327435556
26,475,1438327435687
27,491,1438327435825
28,507,1438327435959
29,523,1438327436094
30,543,1438327436264
31,559,1438327436381
32,575,1438327436519
33,592,1438327436656
34,608,1438327436789
35,620,1438327436889
36,658,1438327437202
37,672,1438327437327
38,688,1438327437463
39,705,1438327437604
40,732,1438327437824
41,743,1438327437918
42,756,1438327438016
43,773,1438327438159
44,789,1438327438292
