Framenum 	 SensorReading 	 TimeStamp 
 0,0,1436435852560
1,20,1436435852711
2,40,1436435852890
3,57,1436435853026
4,78,1436435853190
5,97,1436435853363
6,111,1436435853470
7,127,1436435853601
8,140,1436435853715
9,156,1436435853843
10,184,1436435854071
11,198,1436435854200
12,213,1436435854315
13,229,1436435854453
14,242,1436435854557
15,276,1436435854840
16,293,1436435854990
17,309,1436435855112
18,322,1436435855223
19,338,1436435855351
20,362,1436435855557
21,378,1436435855677
22,394,1436435855811
23,406,1436435855915
24,421,1436435856058
25,439,1436435856196
26,453,1436435856308
27,464,1436435856392
28,474,1436435856488
29,489,1436435856610
30,513,1436435856809
31,527,1436435856918
32,541,1436435857034
33,551,1436435857127
34,566,1436435857244
35,575,1436435857323
36,589,1436435857439
37,603,1436435857553
38,615,1436435857660
39,628,1436435857758
40,653,1436435857961
41,667,1436435858090
42,686,1436435858246
43,706,1436435858406
44,719,1436435858515
45,735,1436435858646
46,769,1436435858925
47,782,1436435859038
48,798,1436435859166
49,814,1436435859295
50,840,1436435859520
51,856,1436435859651
52,869,1436435859768
53,884,1436435859888
54,899,1436435860004
