Framenum 	 SensorReading 	 TimeStamp 
 0,6,1437460598219
1,21,1437460598341
2,35,1437460598449
3,45,1437460598546
4,58,1437460598651
5,83,1437460598859
6,101,1437460599002
7,117,1437460599136
8,129,1437460599246
9,147,1437460599385
10,162,1437460599511
11,175,1437460599617
12,212,1437460599920
13,226,1437460600033
14,242,1437460600169
15,265,1437460600370
16,283,1437460600520
17,297,1437460600640
18,315,1437460600780
19,330,1437460600909
20,343,1437460601008
21,354,1437460601109
22,368,1437460601211
23,379,1437460601314
24,392,1437460601414
25,415,1437460601607
26,432,1437460601752
27,445,1437460601858
28,455,1437460601938
29,467,1437460602034
30,479,1437460602137
31,490,1437460602238
32,503,1437460602338
33,512,1437460602418
34,524,1437460602513
35,545,1437460602683
36,557,1437460602786
37,568,1437460602882
38,588,1437460603047
39,606,1437460603209
40,622,1437460603324
41,631,1437460603408
42,645,1437460603528
43,659,1437460603639
44,673,1437460603756
45,697,1437460603954
46,726,1437460604187
47,740,1437460604309
48,755,1437460604432
49,769,1437460604553
50,787,1437460604697
51,798,1437460604789
52,807,1437460604869
53,823,1437460604993
54,838,1437460605122
55,863,1437460605325
56,875,1437460605431
57,893,1437460605577
58,905,1437460605676
59,917,1437460605769
60,931,1437460605884
61,944,1437460605995
62,958,1437460606117
