Framenum 	 SensorReading 	 TimeStamp 
 0,13,1436275813930
1,28,1436275814077
2,47,1436275814231
3,63,1436275814358
4,78,1436275814482
5,100,1436275814665
6,118,1436275814806
7,136,1436275814966
8,159,1436275815145
9,178,1436275815313
10,197,1436275815479
11,215,1436275815622
12,232,1436275815752
13,246,1436275815869
14,261,1436275815993
15,280,1436275816166
16,300,1436275816316
17,319,1436275816479
18,351,1436275816741
19,367,1436275816891
20,380,1436275816986
21,395,1436275817129
22,408,1436275817223
23,419,1436275817308
24,430,1436275817390
25,438,1436275817467
26,450,1436275817556
27,459,1436275817642
28,482,1436275817831
29,498,1436275817962
30,510,1436275818063
31,520,1436275818141
32,530,1436275818233
33,541,1436275818311
34,555,1436275818439
35,569,1436275818549
36,582,1436275818662
37,595,1436275818767
38,617,1436275818948
39,628,1436275819035
