Framenum 	 SensorReading 	 TimeStamp 
 0,14,1437394989038
1,29,1437394989161
2,46,1437394989300
3,63,1437394989444
4,95,1437394989718
5,112,1437394989851
6,126,1437394989968
7,145,1437394990123
8,164,1437394990284
9,179,1437394990406
10,193,1437394990523
11,208,1437394990646
12,223,1437394990775
13,239,1437394990903
14,266,1437394991132
15,281,1437394991247
16,296,1437394991377
17,310,1437394991487
18,324,1437394991606
19,339,1437394991740
20,358,1437394991885
21,371,1437394992003
22,386,1437394992128
23,401,1437394992253
