Framenum 	 SensorReading 	 TimeStamp 
 0,23,1437469507806
1,40,1437469507955
2,60,1437469508113
3,75,1437469508255
4,94,1437469508400
5,118,1437469508601
6,137,1437469508756
7,154,1437469508893
8,171,1437469509039
9,192,1437469509211
10,234,1437469509553
11,248,1437469509672
12,266,1437469509818
13,281,1437469509959
14,298,1437469510082
15,310,1437469510194
16,324,1437469510312
17,341,1437469510449
18,357,1437469510571
19,369,1437469510682
20,394,1437469510885
21,413,1437469511041
22,426,1437469511158
23,440,1437469511275
24,455,1437469511394
25,472,1437469511529
26,490,1437469511682
27,503,1437469511797
28,517,1437469511916
29,534,1437469512047
30,557,1437469512234
31,573,1437469512372
32,587,1437469512484
33,601,1437469512603
34,625,1437469512799
35,639,1437469512924
36,650,1437469513018
37,669,1437469513167
38,683,1437469513282
39,697,1437469513399
40,717,1437469513562
41,730,1437469513680
42,741,1437469513767
43,753,1437469513860
44,765,1437469513968
45,779,1437469514093
46,788,1437469514170
47,804,1437469514295
48,815,1437469514375
49,822,1437469514441
50,844,1437469514625
51,856,1437469514724
52,865,1437469514801
53,875,1437469514879
54,890,1437469515014
55,909,1437469515165
56,924,1437469515284
57,939,1437469515408
58,954,1437469515540
59,969,1437469515658
60,994,1437469515870
61,1007,1437469515977
62,1021,1437469516104
63,1035,1437469516209
64,1050,1437469516327
65,1066,1437469516465
66,1078,1437469516566
67,1094,1437469516698
68,1108,1437469516824
69,1122,1437469516929
70,1163,1437469517267
71,1175,1437469517370
72,1189,1437469517491
73,1203,1437469517606
74,1218,1437469517725
75,1234,1437469517863
76,1247,1437469517967
77,1262,1437469518088
78,1276,1437469518211
