Framenum 	 SensorReading 	 TimeStamp 
 0,7,1437481381870
1,23,1437481381997
2,42,1437481382162
3,54,1437481382253
4,72,1437481382406
5,90,1437481382551
6,103,1437481382662
7,118,1437481382779
8,128,1437481382869
9,141,1437481382975
10,151,1437481383065
11,160,1437481383141
12,174,1437481383251
13,189,1437481383379
14,204,1437481383496
15,213,1437481383580
16,227,1437481383692
17,239,1437481383784
18,252,1437481383906
19,286,1437481384179
20,301,1437481384309
21,315,1437481384424
22,328,1437481384532
23,344,1437481384663
24,358,1437481384777
25,368,1437481384869
26,383,1437481384980
27,398,1437481385112
28,411,1437481385216
29,421,1437481385300
30,431,1437481385382
31,444,1437481385489
32,456,1437481385589
33,469,1437481385706
34,484,1437481385821
35,494,1437481385911
36,503,1437481385981
37,516,1437481386094
38,526,1437481386177
39,537,1437481386260
40,547,1437481386344
41,555,1437481386413
42,566,1437481386500
43,576,1437481386590
44,586,1437481386667
45,602,1437481386803
46,614,1437481386903
47,622,1437481386974
48,633,1437481387055
49,644,1437481387143
50,652,1437481387220
51,661,1437481387296
52,671,1437481387377
53,681,1437481387459
54,691,1437481387543
55,702,1437481387628
56,730,1437481387858
57,745,1437481387984
58,755,1437481388076
59,769,1437481388184
60,778,1437481388266
61,787,1437481388341
62,797,1437481388418
63,807,1437481388502
64,817,1437481388584
65,827,1437481388676
66,841,1437481388792
67,855,1437481388905
68,866,1437481388996
69,880,1437481389118
70,893,1437481389223
71,903,1437481389302
72,913,1437481389387
73,922,1437481389462
74,933,1437481389546
75,943,1437481389634
76,951,1437481389700
77,961,1437481389785
78,970,1437481389866
