Framenum 	 SensorReading 	 TimeStamp 
 0,5,1437395014178
1,15,1437395014268
2,30,1437395014386
3,51,1437395014557
4,70,1437395014717
5,84,1437395014831
6,101,1437395014975
7,119,1437395015114
8,131,1437395015229
9,142,1437395015316
10,156,1437395015431
11,168,1437395015528
12,185,1437395015677
13,208,1437395015873
14,224,1437395015996
15,241,1437395016129
16,253,1437395016242
17,267,1437395016356
18,278,1437395016444
19,291,1437395016554
20,308,1437395016691
21,321,1437395016798
22,331,1437395016889
23,356,1437395017095
24,374,1437395017239
25,393,1437395017393
26,408,1437395017521
27,423,1437395017647
28,437,1437395017765
29,451,1437395017880
