time,r0,r1,r2,r3,r4,r5,r6,r7,r8,wx,wy,wz,mx,my,mz,gx,gy,gz,ax,ay,az,id
766320.129825,-0.735695,0.677198,-0.012499,-0.677129,-0.735800,-0.009775,-0.015816,0.001272,0.999874,-0.003978,-0.001060,0.008631,-23.384674,-21.562946,-24.401791,0.012499,0.009775,-0.999874,-0.001589,0.003576,0.027004,0
766320.139532,-0.735728,0.677162,-0.012487,-0.677092,-0.735833,-0.009774,-0.015806,0.001264,0.999874,-0.000392,0.008645,0.003833,-23.379044,-21.564945,-24.405418,0.012487,0.009774,-0.999874,-0.005361,0.000740,0.020168,0
766320.149239,-0.735709,0.677181,-0.012567,-0.677115,-0.735815,-0.009602,-0.015749,0.001445,0.999875,0.004601,0.007551,-0.001020,-23.379044,-21.564945,-24.405418,0.012482,0.009742,-0.999875,-0.002548,0.001641,0.029858,0
766320.158945,-0.735709,0.677181,-0.012567,-0.677115,-0.735815,-0.009602,-0.015749,0.001445,0.999875,0.010759,0.008869,-0.003413,-23.379044,-21.564945,-24.405418,0.012567,0.009602,-0.999875,-0.000527,-0.002110,0.025952,0
766320.168652,-0.735724,0.677162,-0.012731,-0.677095,-0.735833,-0.009613,-0.015878,0.001548,0.999873,-0.000534,0.020695,-0.000973,-23.381819,-21.561338,-24.405947,0.012731,0.009613,-0.999873,-0.000692,-0.002121,0.025950,0
766320.178359,-0.735673,0.677214,-0.012893,-0.677154,-0.735784,-0.009228,-0.015736,0.001942,0.999874,0.002179,0.008740,-0.005904,-23.381819,-21.561338,-24.405947,0.012823,0.009556,-0.999872,-0.000692,-0.004002,0.022074,0
766320.188065,-0.735673,0.677214,-0.012893,-0.677154,-0.735784,-0.009228,-0.015736,0.001942,0.999874,0.015578,0.016169,-0.004560,-23.381819,-21.561338,-24.405947,0.012893,0.009228,-0.999874,-0.004562,-0.009564,0.026745,0
766320.197772,-0.735692,0.677188,-0.013152,-0.677131,-0.735807,-0.009103,-0.015842,0.002209,0.999872,0.005645,0.015959,0.003913,-23.373383,-21.565992,-24.409914,0.013152,0.009103,-0.999872,0.002854,-0.002602,0.022135,0
766320.207480,-0.735687,0.677193,-0.013211,-0.677141,-0.735801,-0.008766,-0.015657,0.002496,0.999874,0.012009,0.008894,-0.004625,-23.366802,-21.576910,-24.406565,0.013169,0.008921,-0.999873,-0.003052,-0.003413,0.028789,0
766320.217186,-0.735687,0.677193,-0.013211,-0.677141,-0.735801,-0.008766,-0.015657,0.002496,0.999874,0.016925,0.004124,0.002692,-23.366802,-21.576910,-24.406565,0.013211,0.008766,-0.999874,-0.001126,-0.000206,0.015362,0
766320.226893,-0.735668,0.677210,-0.013370,-0.677158,-0.735785,-0.008822,-0.015812,0.002564,0.999872,0.013106,0.018547,-0.007000,-23.366802,-21.576910,-24.406565,0.013370,0.008822,-0.999872,0.000378,0.008466,0.024225,0
766320.236600,-0.735590,0.677289,-0.013656,-0.677236,-0.735712,-0.008944,-0.016104,0.002669,0.999867,0.008355,0.011282,-0.011948,-23.362305,-21.582308,-24.406099,0.013656,0.008944,-0.999867,0.006837,0.011183,0.025303,0
766320.246306,-0.735501,0.677384,-0.013742,-0.677329,-0.735625,-0.009085,-0.016263,0.002626,0.999864,0.009332,0.028146,-0.014282,-23.362305,-21.582308,-24.406099,0.013742,0.009085,-0.999864,-0.007868,0.011240,0.023195,0
766320.256013,-0.735319,0.677566,-0.014490,-0.677505,-0.735457,-0.009534,-0.017117,0.002807,0.999850,0.006992,0.028239,-0.025274,-23.362305,-21.582308,-24.406099,0.014490,0.009534,-0.999850,0.023412,0.028430,-0.015669,0
766320.265720,-0.733779,0.679214,-0.015368,-0.679104,-0.733939,-0.012337,-0.019659,0.001383,0.999806,-0.068898,0.027161,-0.057439,-23.338667,-21.588482,-24.423246,0.014743,0.009966,-0.999842,0.023160,0.027998,-0.015677,0
766320.275426,-0.733779,0.679214,-0.015368,-0.679104,-0.733939,-0.012337,-0.019659,0.001383,0.999806,-0.268811,0.034434,-0.230518,-23.338667,-21.588482,-24.423246,0.015368,0.012337,-0.999806,0.017088,0.007941,-0.010280,0
766320.285133,-0.731002,0.682196,-0.015642,-0.681994,-0.731167,-0.016698,-0.022828,-0.001538,0.999738,-0.482672,0.030955,-0.459829,-23.338667,-21.588482,-24.423246,0.015642,0.016698,-0.999738,-0.028276,0.055476,-0.042788,0
766320.294840,-0.721415,0.692279,-0.017619,-0.691601,-0.721540,-0.032673,-0.035332,-0.011385,0.999311,-0.728431,0.079726,-0.663421,-23.208153,-21.558220,-24.573883,0.016161,0.023471,-0.999594,0.116300,0.139477,-0.048426,0
766320.304546,-0.721415,0.692279,-0.017619,-0.691601,-0.721540,-0.032673,-0.035332,-0.011385,0.999311,-0.961288,0.198117,-0.803123,-23.208153,-21.558220,-24.573883,0.017619,0.032673,-0.999311,0.196508,0.071316,-0.041018,0
766320.314254,-0.715312,0.698515,-0.020171,-0.697344,-0.715384,-0.044021,-0.045179,-0.017422,0.998827,-1.172722,0.316512,-0.879296,-23.208153,-21.558220,-24.573883,0.020171,0.044021,-0.998827,0.271684,-0.013137,0.017931,0
766320.323961,-0.701389,0.712209,-0.028501,-0.709254,-0.701333,-0.071352,-0.070806,-0.029832,0.997044,-1.321803,0.440606,-0.929454,-22.675648,-21.441809,-25.165751,0.023799,0.057072,-0.998086,0.306996,-0.063160,0.040185,0
766320.333667,-0.701389,0.712209,-0.028501,-0.709254,-0.701333,-0.071352,-0.070806,-0.029832,0.997044,-1.432483,0.561833,-0.998904,-22.675648,-21.441809,-25.165751,0.028501,0.071352,-0.997044,0.310748,-0.112261,0.079136,0
766320.343374,-0.693383,0.719790,-0.033501,-0.715476,-0.693256,-0.086540,-0.085516,-0.036036,0.995685,-1.510632,0.583850,-1.082155,-22.241022,-21.270536,-25.693426,0.033501,0.086540,-0.995685,0.270789,-0.134910,0.077243,0
766320.353081,-0.674259,0.737303,-0.041950,-0.729414,-0.673773,-0.118255,-0.115455,-0.049136,0.992097,-1.553079,0.558584,-1.208143,-22.241022,-21.270536,-25.693426,0.038004,0.102318,-0.994026,0.266287,-0.150689,0.075584,0
766320.362787,-0.674259,0.737303,-0.041950,-0.729414,-0.673773,-0.118255,-0.115455,-0.049136,0.992097,-1.549868,0.541423,-1.358191,-22.241022,-21.270536,-25.693426,0.041950,0.118255,-0.992097,0.227184,-0.158096,0.040620,0
766320.372494,-0.662692,0.747493,-0.045760,-0.737436,-0.661981,-0.134049,-0.130493,-0.055088,0.989918,-1.517912,0.580125,-1.519930,-21.121317,-20.797245,-26.992880,0.045760,0.134049,-0.989918,0.134843,-0.156296,0.054081,0
766320.382201,-0.635437,0.770424,-0.051639,-0.755507,-0.634158,-0.164475,-0.159463,-0.065500,0.985029,-1.474495,0.592538,-1.678096,-21.121317,-20.797245,-26.992880,0.049292,0.149517,-0.987530,0.093042,-0.125072,0.038540,0
766320.391907,-0.635437,0.770424,-0.051639,-0.755507,-0.634158,-0.164475,-0.159463,-0.065500,0.985029,-1.402312,0.495942,-1.829415,-21.121317,-20.797245,-26.992880,0.051639,0.164475,-0.985029,0.055218,-0.120698,0.004148,0
766320.401614,-0.620151,0.782744,-0.052196,-0.765378,-0.618302,-0.178604,-0.172074,-0.070812,0.982536,-1.312487,0.352566,-1.950424,-19.733690,-20.442797,-28.282934,0.052196,0.178604,-0.982536,0.057698,-0.123581,-0.055001,0
766320.411321,-0.589816,0.806051,-0.048978,-0.784361,-0.586260,-0.202676,-0.192081,-0.081125,0.978020,-1.181456,0.234476,-1.944233,-19.733690,-20.442797,-28.282934,0.051134,0.191545,-0.980151,0.086363,-0.132524,-0.106137,0
766320.421027,-0.589816,0.806051,-0.048978,-0.784361,-0.586260,-0.202676,-0.192081,-0.081125,0.978020,-0.989131,0.127564,-1.826654,-19.733690,-20.442797,-28.282934,0.048978,0.202676,-0.978020,0.108172,-0.139657,-0.139793,0
766320.430735,-0.576519,0.815789,-0.045969,-0.792573,-0.572016,-0.211248,-0.198629,-0.085355,0.976351,-0.726561,0.023708,-1.615970,-18.239220,-20.372683,-29.317837,0.045969,0.211248,-0.976351,0.086614,-0.123815,-0.212645,0
766320.440442,-0.554030,0.831574,-0.039187,-0.807174,-0.548104,-0.219210,-0.203768,-0.089819,0.974890,-0.423683,-0.043250,-1.432868,-18.239220,-20.372683,-29.317837,0.042514,0.216800,-0.975290,0.090070,-0.129367,-0.213706,0
766320.450148,-0.554030,0.831574,-0.039187,-0.807174,-0.548104,-0.219210,-0.203768,-0.089819,0.974890,-0.113747,-0.029022,-1.338249,-18.239220,-20.372683,-29.317837,0.039187,0.219210,-0.974890,0.005155,-0.115893,-0.230295,0
766320.459855,-0.543158,0.838843,-0.036368,-0.814757,-0.537037,-0.218545,-0.202856,-0.089073,0.975149,0.194138,0.030228,-1.344574,-17.165066,-20.566603,-29.826603,0.036368,0.218545,-0.975149,-0.127616,-0.092264,-0.205210,0
766320.469562,-0.519905,0.853553,-0.033859,-0.831367,-0.514704,-0.209546,-0.196285,-0.080795,0.977212,0.454470,0.148906,-1.365466,-16.758528,-20.859865,-29.854124,0.034581,0.215214,-0.975955,-0.237767,-0.079166,-0.163145,0
766320.479268,-0.519905,0.853553,-0.033859,-0.831367,-0.514704,-0.209546,-0.196285,-0.080795,0.977212,0.680661,0.244130,-1.379388,-16.758528,-20.859865,-29.854124,0.033859,0.209546,-0.977212,-0.204253,-0.094525,-0.159918,0
766320.488975,-0.508049,0.860663,-0.033842,-0.839932,-0.503749,-0.201869,-0.190790,-0.074134,0.978828,0.882463,0.291772,-1.343750,-16.758528,-20.859865,-29.854124,0.033842,0.201869,-0.978828,-0.174498,-0.107982,-0.138085,0
766320.498683,-0.485472,0.873556,-0.034901,-0.856506,-0.483240,-0.181320,-0.175258,-0.058133,0.982805,1.061157,0.306427,-1.284060,-15.735209,-21.974323,-29.610525,0.034249,0.192358,-0.980727,-0.151024,-0.124578,-0.100663,0
766320.508389,-0.485472,0.873556,-0.034901,-0.856506,-0.483240,-0.181320,-0.175258,-0.058133,0.982805,1.201899,0.302354,-1.213736,-15.735209,-21.974323,-29.610525,0.034901,0.181320,-0.982805,-0.149280,-0.108123,-0.043532,0
766320.518096,-0.474923,0.879284,-0.036178,-0.864256,-0.473765,-0.169143,-0.165864,-0.049063,0.984927,1.301139,0.352913,-1.142123,-15.735209,-21.974323,-29.610525,0.036178,0.169143,-0.984927,-0.150558,-0.095946,-0.041409,0
766320.527803,-0.454872,0.889548,-0.042385,-0.878368,-0.455985,-0.143345,-0.146839,-0.027974,0.988765,1.347864,0.460373,-1.077806,-14.607654,-23.503809,-29.007557,0.038652,0.156345,-0.986946,-0.181642,-0.054889,0.029167,0
766320.537509,-0.454872,0.889548,-0.042385,-0.878368,-0.455985,-0.143345,-0.146839,-0.027974,0.988765,1.357966,0.562511,-1.030811,-14.607654,-23.503809,-29.007557,0.042385,0.143345,-0.988765,-0.211086,-0.007618,0.080409,0
766320.547216,-0.444953,0.894314,-0.047109,-0.884884,-0.447139,-0.130563,-0.137829,-0.016408,0.990320,1.329727,0.631780,-1.026915,-14.607654,-23.503809,-29.007557,0.047109,0.130563,-0.990320,-0.244085,0.029776,0.117716,0
766320.556923,-0.424436,0.903624,-0.057598,-0.897358,-0.428277,-0.106435,-0.120845,0.006511,0.992650,1.288816,0.661251,-1.041619,-13.414220,-25.105444,-28.231655,0.052314,0.118191,-0.991612,-0.271384,0.057926,0.143101,0
766320.566629,-0.424436,0.903624,-0.057598,-0.897358,-0.428277,-0.106435,-0.120845,0.006511,0.992650,1.226827,0.646038,-1.085976,-13.414220,-25.105444,-28.231655,0.057598,0.106435,-0.992650,-0.220257,0.031352,0.187520,0
766320.576336,-0.413571,0.908309,-0.062722,-0.903435,-0.417948,-0.095521,-0.112977,0.017160,0.993449,1.147801,0.624570,-1.137789,-13.414220,-25.105444,-28.231655,0.062722,0.095521,-0.993449,-0.176857,0.015075,0.199031,0
766320.586043,-0.391312,0.917487,-0.071362,-0.914956,-0.396198,-0.076701,-0.098646,0.035279,0.994497,1.051992,0.556969,-1.161932,-12.049936,-26.570351,-27.496660,0.067403,0.085592,-0.994048,-0.131979,-0.001119,0.199782,0
766320.595749,-0.391312,0.917487,-0.071362,-0.914956,-0.396198,-0.076701,-0.098646,0.035279,0.994497,0.951280,0.472322,-1.163040,-12.049936,-26.570351,-27.496660,0.071362,0.076701,-0.994497,-0.097302,-0.013316,0.204199,0
766320.605457,-0.380289,0.921848,-0.074678,-0.920252,-0.385212,-0.068902,-0.092284,0.042520,0.994824,0.839247,0.399488,-1.159269,-11.342415,-27.222906,-27.157209,0.074678,0.068902,-0.994824,-0.100618,-0.005517,0.204526,0
766320.615164,-0.358784,0.930008,-0.079751,-0.929829,-0.363585,-0.056792,-0.081813,0.053778,0.995196,0.723082,0.338493,-1.133507,-11.342415,-27.222906,-27.157209,0.077418,0.062307,-0.995050,-0.085444,-0.014974,0.221063,0
766320.624870,-0.358784,0.930008,-0.079751,-0.929829,-0.363585,-0.056792,-0.081813,0.053778,0.995196,0.619129,0.292203,-1.120997,-11.342415,-27.222906,-27.157209,0.079751,0.056792,-0.995196,-0.100838,-0.000624,0.238543,0
766320.634577,-0.348280,0.933819,-0.081756,-0.934166,-0.352988,-0.052290,-0.077688,0.058162,0.995280,0.516191,0.253101,-1.099903,-10.041460,-28.289909,-26.572561,0.081756,0.052290,-0.995280,-0.122741,0.015871,0.243418,0
766320.644284,-0.327611,0.941011,-0.084674,-0.942114,-0.332129,-0.045941,-0.071354,0.064721,0.995349,0.431692,0.221572,-1.088407,-10.041460,-28.289909,-26.572561,0.083480,0.048665,-0.995320,-0.148132,0.027629,0.240422,0
766320.653990,-0.327611,0.941011,-0.084674,-0.942114,-0.332129,-0.045941,-0.071354,0.064721,0.995349,0.348988,0.156405,-1.078318,-10.041460,-28.289909,-26.572561,0.084674,0.045941,-0.995349,-0.160037,0.032550,0.228824,0
766320.663697,-0.317518,0.944410,-0.085279,-0.945748,-0.321928,-0.043854,-0.068869,0.066728,0.995392,0.282073,0.092614,-1.052275,-8.879801,-29.036552,-26.177828,0.085279,0.043854,-0.995392,-0.132169,0.002182,0.193954,0
766320.673404,-0.298932,0.950448,-0.085377,-0.952019,-0.303177,-0.041757,-0.065572,0.068798,0.995473,0.208252,0.053798,-0.995646,-8.879801,-29.036552,-26.177828,0.085483,0.042479,-0.995434,-0.109088,-0.023147,0.180324,0
766320.683110,-0.298932,0.950448,-0.085377,-0.952019,-0.303177,-0.041757,-0.065572,0.068798,0.995473,0.135358,0.020909,-0.920687,-8.879801,-29.036552,-26.177828,0.085377,0.041757,-0.995473,-0.088673,-0.049096,0.175344,0
766320.692818,-0.290667,0.953046,-0.084952,-0.954639,-0.294855,-0.041529,-0.064628,0.069027,0.995519,0.081012,-0.012836,-0.852936,-7.866784,-29.532124,-25.946449,0.084952,0.041529,-0.995519,-0.079047,-0.061686,0.165639,0
766320.702525,-0.275971,0.957519,-0.083654,-0.959021,-0.280121,-0.042557,-0.064182,0.068482,0.995586,0.026523,-0.036947,-0.789849,-7.450267,-29.692255,-25.886570,0.084318,0.041824,-0.995561,-0.078412,-0.061980,0.165681,0
766320.712231,-0.275971,0.957519,-0.083654,-0.959021,-0.280121,-0.042557,-0.064182,0.068482,0.995586,-0.022387,-0.032157,-0.714522,-7.450267,-29.692255,-25.886570,0.083654,0.042557,-0.995586,-0.068289,-0.050980,0.161189,0
766320.721938,-0.269650,0.959368,-0.083077,-0.960787,-0.273829,-0.043662,-0.064636,0.068046,0.995586,-0.067566,-0.027285,-0.642831,-7.450267,-29.692255,-25.886570,0.083077,0.043662,-0.995586,-0.055428,-0.034506,0.153911,0
