time,r0,r1,r2,r3,r4,r5,r6,r7,r8,wx,wy,wz,mx,my,mz,gx,gy,gz,ax,ay,az,id
764954.435511,0.999707,-0.000492,0.024207,-0.000760,0.998662,0.051698,-0.024200,-0.051701,0.998369,-0.002619,0.000937,-0.003501,0.000000,0.000000,0.000000,-0.024207,-0.051698,-0.998369,0.004553,0.003541,0.023180,0
764954.445218,0.999717,-0.000478,0.023775,-0.000751,0.998665,0.051656,-0.023768,-0.051659,0.998382,0.006005,-0.004970,0.003831,0.000000,0.000000,0.000000,-0.023775,-0.051656,-0.998382,0.007067,0.002431,0.028991,0
764954.454925,0.999720,-0.000468,0.023638,-0.000749,0.998674,0.051477,-0.023631,-0.051481,0.998394,-0.002591,-0.005101,0.002560,0.000000,0.000000,0.000000,-0.023532,-0.051545,-0.998393,0.004794,0.003312,0.031886,0
764954.464631,0.999720,-0.000468,0.023638,-0.000749,0.998674,0.051477,-0.023631,-0.051481,0.998394,-0.008620,-0.009991,-0.001164,0.000000,0.000000,0.000000,-0.023638,-0.051477,-0.998394,0.004900,0.003244,0.031887,0
764954.474338,0.999716,-0.000410,0.023834,-0.000797,0.998717,0.050625,-0.023824,-0.050630,0.998433,-0.008618,-0.013627,0.003692,0.000000,0.000000,0.000000,-0.023800,-0.051152,-0.998407,0.000134,0.004918,0.031885,0
764954.484045,0.999712,-0.000385,0.023989,-0.000821,0.998736,0.050265,-0.023978,-0.050270,0.998448,-0.008578,-0.014813,0.001247,0.000000,0.000000,0.000000,-0.023834,-0.050625,-0.998433,0.002945,0.009258,0.034902,0
764954.493751,0.999707,-0.000307,0.024206,-0.000904,0.998750,0.049975,-0.024191,-0.049982,0.998457,-0.007425,-0.011194,0.002495,0.000000,0.000000,0.000000,-0.023989,-0.050265,-0.998448,0.000292,0.006030,0.028080,0
764954.503457,0.999707,-0.000307,0.024206,-0.000904,0.998750,0.049975,-0.024191,-0.049982,0.998457,-0.014713,-0.024604,0.013344,0.000000,0.000000,0.000000,-0.024206,-0.049975,-0.998457,0.000600,0.003817,0.023253,0
764954.513164,0.999692,-0.000330,0.024829,-0.000909,0.998756,0.049857,-0.024815,-0.049865,0.998448,-0.000106,-0.005043,-0.001082,0.000000,0.000000,0.000000,-0.024530,-0.049977,-0.998449,-0.002936,0.000874,0.027960,0
764954.522870,0.999692,-0.000330,0.024829,-0.000909,0.998756,0.049857,-0.024815,-0.049865,0.998448,-0.008667,-0.003953,-0.007224,0.000000,0.000000,0.000000,-0.024829,-0.049857,-0.998448,-0.004620,0.002769,0.026036,0
764954.532577,0.999688,-0.000339,0.024988,-0.000910,0.998750,0.049971,-0.024974,-0.049978,0.998438,-0.006365,0.000852,0.000134,0.000000,0.000000,0.000000,-0.024988,-0.049971,-0.998438,-0.002417,-0.002108,0.030787,0
764954.542284,0.999679,-0.000276,0.025346,-0.000997,0.998738,0.050217,-0.025328,-0.050227,0.998417,-0.010005,-0.002827,0.001310,0.000000,0.000000,0.000000,-0.025205,-0.050052,-0.998429,-0.003177,-0.002011,0.030762,0
764954.551990,0.999679,-0.000276,0.025346,-0.000997,0.998738,0.050217,-0.025328,-0.050227,0.998417,-0.008781,-0.000392,-0.001107,0.000000,0.000000,0.000000,-0.025346,-0.050217,-0.998417,-0.002043,-0.003890,0.037479,0
764954.561697,0.999674,-0.000230,0.025516,-0.001049,0.998744,0.050093,-0.025496,-0.050104,0.998419,-0.015856,-0.025819,0.008454,0.000000,0.000000,0.000000,-0.025516,-0.050093,-0.998419,-0.001873,-0.004014,0.037481,0
764954.571404,0.999665,-0.000021,0.025864,-0.001267,0.998759,0.049781,-0.025833,-0.049797,0.998425,-0.026068,-0.007986,0.015813,0.000000,0.000000,0.000000,-0.025641,-0.050041,-0.998418,0.002097,-0.002129,0.036595,0
764954.581110,0.999665,-0.000021,0.025864,-0.001267,0.998759,0.049781,-0.025833,-0.049797,0.998425,-0.033253,-0.016499,0.010842,0.000000,0.000000,0.000000,-0.025864,-0.049781,-0.998425,-0.000671,0.000633,0.033734,0
764954.590817,0.999657,0.000084,0.026197,-0.001379,0.998777,0.049423,-0.026161,-0.049442,0.998434,-0.042913,-0.027484,0.010719,0.000000,0.000000,0.000000,-0.026197,-0.049423,-0.998434,-0.000323,0.000290,0.031821,0
764954.600524,0.999633,0.000374,0.027090,-0.001689,0.998819,0.048564,-0.027040,-0.048592,0.998453,-0.040440,-0.029864,0.013159,0.000000,0.000000,0.000000,-0.026556,-0.049049,-0.998443,-0.000909,-0.000054,0.028930,0
764954.610230,0.999633,0.000374,0.027090,-0.001689,0.998819,0.048564,-0.027040,-0.048592,0.998453,-0.037980,-0.035890,0.021673,0.000000,0.000000,0.000000,-0.027090,-0.048564,-0.998453,-0.004389,0.003428,0.027978,0
764954.619937,0.999614,0.000499,0.027770,-0.001836,0.998839,0.048136,-0.027714,-0.048168,0.998455,-0.039226,-0.027445,0.010743,0.000000,0.000000,0.000000,-0.027770,-0.048136,-0.998455,-0.009568,0.002085,0.029827,0
764954.629643,0.999590,0.000601,0.028619,-0.001960,0.998870,0.047489,-0.028558,-0.047526,0.998462,-0.030616,-0.024890,0.007153,0.000000,0.000000,0.000000,-0.028386,-0.047778,-0.998455,-0.008937,0.001742,0.028865,0
764954.639349,0.999590,0.000601,0.028619,-0.001960,0.998870,0.047489,-0.028558,-0.047526,0.998462,-0.028161,-0.021214,0.002313,0.000000,0.000000,0.000000,-0.028619,-0.047489,-0.998462,-0.008704,0.001453,0.028872,0
764954.649057,0.999581,0.000544,0.028940,-0.001911,0.998881,0.047257,-0.028881,-0.047293,0.998463,-0.019731,-0.001775,-0.009714,0.000000,0.000000,0.000000,-0.028940,-0.047257,-0.998463,-0.006430,0.001206,0.026982,0
764954.658763,0.999575,0.000460,0.029147,-0.001818,0.998912,0.046600,-0.029094,-0.046634,0.998488,-0.022219,-0.003045,-0.006078,0.000000,0.000000,0.000000,-0.029145,-0.046856,-0.998476,-0.003433,0.006695,0.025179,0
764954.668469,0.999575,0.000460,0.029147,-0.001818,0.998912,0.046600,-0.029094,-0.046634,0.998488,-0.012539,0.003101,-0.001106,0.000000,0.000000,0.000000,-0.029147,-0.046600,-0.998488,0.000521,0.004410,0.027144,0
764954.678176,0.999576,0.000380,0.029100,-0.001725,0.998931,0.046200,-0.029052,-0.046231,0.998508,-0.018464,-0.005365,-0.009726,0.000000,0.000000,0.000000,-0.029100,-0.046200,-0.998508,0.003313,0.007916,0.026279,0
764954.687883,0.999581,0.000158,0.028961,-0.001466,0.998978,0.045167,-0.028924,-0.045190,0.998560,-0.015910,-0.010108,-0.012177,0.000000,0.000000,0.000000,-0.028940,-0.045789,-0.998532,0.008966,0.009396,0.024487,0
764954.697589,0.999581,0.000158,0.028961,-0.001466,0.998978,0.045167,-0.028924,-0.045190,0.998560,-0.025741,-0.017525,-0.003746,0.000000,0.000000,0.000000,-0.028961,-0.045167,-0.998560,0.005950,0.011750,0.029337,0
764954.707296,0.999580,0.000046,0.028975,-0.001342,0.998998,0.044726,-0.028944,-0.044746,0.998579,-0.029166,-0.028347,-0.012365,0.000000,0.000000,0.000000,-0.028975,-0.044726,-0.998579,0.008970,0.007281,0.033186,0
764954.717003,0.999569,-0.000062,0.029346,-0.001225,0.999038,0.043846,-0.029321,-0.043863,0.998607,-0.032991,-0.026052,-0.003840,0.000000,0.000000,0.000000,-0.029238,-0.044447,-0.998584,0.009234,0.007002,0.033191,0
764954.726709,0.999569,-0.000062,0.029346,-0.001225,0.999038,0.043846,-0.029321,-0.043863,0.998607,-0.035391,-0.029681,-0.005096,0.000000,0.000000,0.000000,-0.029346,-0.043846,-0.998607,0.008289,0.009377,0.033245,0
764954.736416,0.999568,-0.000061,0.029377,-0.001206,0.999069,0.043130,-0.029352,-0.043147,0.998637,-0.050301,-0.023923,-0.001494,0.000000,0.000000,0.000000,-0.029377,-0.043130,-0.998637,0.008289,0.009653,0.033290,0
764954.746123,0.999594,-0.000078,0.028501,-0.001112,0.999129,0.041725,-0.028479,-0.041740,0.998723,-0.055798,0.012085,-0.003753,0.000000,0.000000,0.000000,-0.029276,-0.042321,-0.998675,0.004190,0.009790,0.041979,0
764954.755829,0.999594,-0.000078,0.028501,-0.001112,0.999129,0.041725,-0.028479,-0.041740,0.998723,-0.067792,0.061149,0.007436,0.000000,0.000000,0.000000,-0.028501,-0.041725,-0.998723,0.010205,-0.000068,0.083394,0
764954.765536,0.999613,-0.000040,0.027819,-0.001112,0.999142,0.041408,-0.027797,-0.041423,0.998755,-0.038868,0.025584,0.003742,0.000000,0.000000,0.000000,-0.027819,-0.041408,-0.998755,0.010912,-0.002980,0.038107,0
764954.775242,0.999596,-0.000065,0.028425,-0.001093,0.999170,0.040713,-0.028404,-0.040728,0.998766,-0.021823,-0.037857,0.001033,0.000000,0.000000,0.000000,-0.027964,-0.040894,-0.998772,0.002559,0.007096,-0.042762,0
764954.784948,0.999596,-0.000065,0.028425,-0.001093,0.999170,0.040713,-0.028404,-0.040728,0.998766,-0.002958,-0.062789,-0.000219,0.000000,0.000000,0.000000,-0.028425,-0.040713,-0.998766,0.003660,0.005496,0.008288,0
764954.794655,0.999581,-0.000167,0.028933,-0.001010,0.999173,0.040661,-0.028916,-0.040673,0.998754,-0.000528,-0.057906,-0.005053,0.000000,0.000000,0.000000,-0.028933,-0.040661,-0.998754,0.004855,0.005092,0.050695,0
764954.804362,0.999582,-0.000322,0.028904,-0.000849,0.999180,0.040488,-0.028893,-0.040495,0.998762,-0.010904,-0.025586,-0.003707,0.000000,0.000000,0.000000,-0.028848,-0.040689,-0.998755,0.016596,-0.001959,0.062278,0
764954.814068,0.999582,-0.000322,0.028904,-0.000849,0.999180,0.040488,-0.028893,-0.040495,0.998762,-0.023619,0.003095,-0.008492,0.000000,0.000000,0.000000,-0.028904,-0.040488,-0.998762,0.016651,-0.002161,0.062284,0
764954.823775,0.999593,-0.000246,0.028533,-0.000906,0.999186,0.040332,-0.028520,-0.040341,0.998779,-0.026294,0.000542,0.014641,0.000000,0.000000,0.000000,-0.028533,-0.040332,-0.998779,0.014465,-0.002149,0.042053,0
764954.833482,0.999581,0.000196,0.028950,-0.001360,0.999191,0.040198,-0.028919,-0.040220,0.998772,-0.008802,-0.022062,0.024366,0.000000,0.000000,0.000000,-0.028530,-0.040338,-0.998779,0.006878,-0.004828,0.020706,0
764954.843188,0.999581,0.000196,0.028950,-0.001360,0.999191,0.040198,-0.028919,-0.040220,0.998772,-0.006120,-0.037672,0.026730,0.000000,0.000000,0.000000,-0.028950,-0.040198,-0.998772,-0.002651,0.004050,0.012063,0
764954.852895,0.999564,0.000383,0.029521,-0.001569,0.999192,0.040164,-0.029482,-0.040193,0.998757,-0.009670,-0.042526,0.021803,0.000000,0.000000,0.000000,-0.029521,-0.040164,-0.998757,-0.004949,-0.001950,0.025414,0
764954.862602,0.999526,0.000680,0.030788,-0.001914,0.999195,0.040082,-0.030736,-0.040122,0.998722,-0.021921,-0.040303,0.014427,0.000000,0.000000,0.000000,-0.030206,-0.040066,-0.998740,-0.009253,-0.001103,0.035957,0
764954.872308,0.999526,0.000680,0.030788,-0.001914,0.999195,0.040082,-0.030736,-0.040122,0.998722,-0.025741,-0.038028,0.024172,0.000000,0.000000,0.000000,-0.030788,-0.040082,-0.998722,-0.005559,-0.007998,0.037784,0
764954.882015,0.999515,0.000945,0.031111,-0.002191,0.999196,0.040028,-0.031048,-0.040077,0.998714,-0.021228,-0.013923,0.026780,0.000000,0.000000,0.000000,-0.031111,-0.040028,-0.998714,-0.003359,-0.006160,0.041698,0
764954.891722,0.999506,0.001466,0.031382,-0.002722,0.999195,0.040014,-0.031298,-0.040080,0.998706,-0.017887,0.007748,0.028147,0.000000,0.000000,0.000000,-0.031379,-0.040107,-0.998703,-0.011728,-0.008812,0.029007,0
764954.901428,0.999506,0.001466,0.031382,-0.002722,0.999195,0.040014,-0.031298,-0.040080,0.998706,-0.006607,-0.001660,0.023283,0.000000,0.000000,0.000000,-0.031382,-0.040014,-0.998706,-0.013921,0.000967,0.025287,0
764954.911135,0.999506,0.001632,0.031398,-0.002887,0.999196,0.039992,-0.031308,-0.040063,0.998707,0.000881,-0.001483,0.013575,0.000000,0.000000,0.000000,-0.031398,-0.039992,-0.998707,-0.013905,0.000945,0.025287,0
764954.920841,0.999504,0.001889,0.031429,-0.003142,0.999201,0.039854,-0.031328,-0.039933,0.998711,-0.008981,0.003192,0.008666,0.000000,0.000000,0.000000,-0.031395,-0.039917,-0.998710,-0.013938,0.002854,0.021476,0
764954.930547,0.999504,0.001889,0.031429,-0.003142,0.999201,0.039854,-0.031328,-0.039933,0.998711,-0.010155,-0.005287,0.015925,0.000000,0.000000,0.000000,-0.031429,-0.039854,-0.998711,-0.009053,0.002684,0.028252,0
764954.940254,0.999497,0.001928,0.031648,-0.003185,0.999206,0.039721,-0.031546,-0.039802,0.998709,-0.012279,-0.014865,0.000006,0.000000,0.000000,0.000000,-0.031648,-0.039721,-0.998709,-0.002974,0.001483,0.033133,0
764954.949961,0.999484,0.002234,0.032040,-0.003493,0.999222,0.039286,-0.031928,-0.039377,0.998714,-0.021146,-0.012714,0.019473,0.000000,0.000000,0.000000,-0.031809,-0.039532,-0.998712,0.001261,-0.006687,0.039819,0
764954.959667,0.999484,0.002234,0.032040,-0.003493,0.999222,0.039286,-0.031928,-0.039377,0.998714,-0.027031,-0.027229,0.016913,0.000000,0.000000,0.000000,-0.032040,-0.039286,-0.998714,0.003354,-0.002981,0.036999,0
764954.969374,0.999478,0.002339,0.032231,-0.003597,0.999232,0.039021,-0.032115,-0.039116,0.998718,-0.035437,-0.039382,0.016790,0.000000,0.000000,0.000000,-0.032231,-0.039021,-0.998718,0.006428,-0.001293,0.035141,0
764954.979081,0.545067,-0.837743,0.032993,0.836899,0.546023,0.038204,-0.050020,0.006788,0.998725,-0.051112,-0.040702,-0.007699,17.927044,27.807434,-28.545582,-0.032547,-0.038790,-0.998717,0.004898,-0.006468,0.038894,0
764954.988787,0.545067,-0.837743,0.032993,0.836899,0.546023,0.038204,-0.050020,0.006788,0.998725,-0.064498,-0.044491,-0.015117,17.927044,27.807434,-28.545582,-0.032993,-0.038204,-0.998725,0.005344,-0.007054,0.038902,0
764954.998494,0.544853,-0.837856,0.033650,0.837057,0.545835,0.037402,-0.049705,0.007789,0.998734,-0.076969,-0.030260,-0.021203,17.927044,27.807434,-28.545582,-0.033650,-0.037402,-0.998734,-0.009959,0.003101,0.043716,0
764955.008201,0.544467,-0.838044,0.035178,0.837362,0.545507,0.035319,-0.048789,0.010226,0.998757,-0.082083,-0.017144,-0.023593,17.863302,27.870293,-28.524225,-0.034292,-0.036526,-0.998744,-0.016062,0.002423,0.029201,0
764955.017907,0.544467,-0.838044,0.035178,0.837362,0.545507,0.035319,-0.048789,0.010226,0.998757,-0.085697,-0.028119,-0.017579,17.863302,27.870293,-28.524225,-0.035178,-0.035319,-0.998757,-0.024072,0.013347,0.000389,0
764955.027614,0.544306,-0.838119,0.035866,0.837508,0.545365,0.034017,-0.048070,0.011522,0.998778,-0.089772,-0.005377,-0.019904,17.827343,27.921762,-28.496374,-0.035866,-0.034017,-0.998778,-0.024330,0.015126,-0.016893,0
764955.037320,0.544225,-0.838152,0.036336,0.837600,0.545293,0.032900,-0.047389,0.012530,0.998798,-0.079444,0.033167,-0.012294,17.827343,27.921762,-28.496374,-0.036336,-0.032900,-0.998798,-0.031504,0.010256,-0.025692,0
764955.047026,0.544208,-0.838188,0.035749,0.837661,0.545240,0.032220,-0.046498,0.012411,0.998841,-0.061731,0.070682,-0.000993,17.827343,27.921762,-28.496374,-0.035749,-0.032220,-0.998841,-0.029100,0.010629,-0.039092,0
764955.056734,0.544277,-0.838184,0.034778,0.837667,0.545258,0.031739,-0.045566,0.011858,0.998891,-0.045146,0.107015,0.002979,17.803051,28.015280,-28.419670,-0.034778,-0.031739,-0.998891,-0.028058,0.008195,-0.041942,0
764955.066440,0.544252,-0.838342,0.031172,0.837797,0.545071,0.031524,-0.043419,0.008959,0.999017,-0.017690,0.166467,-0.008697,17.803051,28.015280,-28.419670,-0.033229,-0.031528,-0.998950,-0.029607,0.007983,-0.041882,0
764955.076146,0.544252,-0.838342,0.031172,0.837797,0.545071,0.031524,-0.043419,0.008959,0.999017,0.005044,0.213813,-0.020473,17.803051,28.015280,-28.419670,-0.031172,-0.031524,-0.999017,-0.033830,0.012786,-0.027305,0
764955.085853,0.544052,-0.838516,0.029972,0.837991,0.544813,0.030818,-0.042171,0.008349,0.999076,0.010970,0.239188,-0.044663,17.927471,28.038670,-28.318213,-0.029972,-0.030818,-0.999076,-0.049145,0.032024,-0.041528,0
764955.095560,0.542338,-0.839808,0.024332,0.839267,0.542869,0.030408,-0.038746,0.003929,0.999241,-0.013500,0.271578,-0.103144,17.927471,28.038670,-28.318213,-0.027322,-0.030763,-0.999153,-0.075827,0.052827,-0.039467,0
764955.105266,0.542338,-0.839808,0.024332,0.839267,0.542869,0.030408,-0.038746,0.003929,0.999241,-0.046605,0.303812,-0.159239,17.927471,28.038670,-28.318213,-0.024332,-0.030408,-0.999241,-0.111670,0.076459,-0.043224,0
764955.114973,0.540828,-0.840876,0.020832,0.840354,0.541227,0.029634,-0.036193,0.001480,0.999344,-0.094866,0.354998,-0.207998,18.045101,28.119287,-28.163137,-0.020832,-0.029634,-0.999344,-0.145992,0.097734,-0.050827,0
764955.124680,0.536070,-0.844027,0.015728,0.843660,0.536300,0.024907,-0.029457,-0.000083,0.999566,-0.125830,0.399026,-0.273741,18.105177,28.214571,-28.028961,-0.020038,-0.026334,-0.999452,-0.179624,0.120481,-0.066084,0
764955.134386,0.536070,-0.844027,0.015728,0.843660,0.536300,0.024907,-0.029457,-0.000083,0.999566,-0.153568,0.426719,-0.362751,18.105177,28.214571,-28.028961,-0.015728,-0.024907,-0.999566,-0.222645,0.147160,-0.087150,0
764955.144093,0.532495,-0.846357,0.011296,0.846043,0.532608,0.023259,-0.025702,-0.002829,0.999666,-0.170876,0.429416,-0.467694,18.105177,28.214571,-28.028961,-0.011296,-0.023259,-0.999666,-0.261241,0.151006,-0.110488,0
764955.153800,0.522099,-0.852876,0.003853,0.852675,0.522066,0.019829,-0.018923,-0.007067,0.999796,-0.176169,0.385494,-0.588690,18.038210,28.616371,-27.662403,-0.007163,-0.021562,-0.999742,-0.265375,0.149308,-0.110411,0
764955.163506,0.522099,-0.852876,0.003853,0.852675,0.522066,0.019829,-0.018923,-0.007067,0.999796,-0.175732,0.297208,-0.717229,18.038210,28.616371,-27.662403,-0.003853,-0.019829,-0.999796,-0.278038,0.178475,-0.148504,0
764955.173213,0.514954,-0.857217,0.001329,0.857065,0.514891,0.018105,-0.016204,-0.008184,0.999835,-0.172542,0.216385,-0.882284,18.038210,28.616371,-27.662403,-0.001329,-0.018105,-0.999835,-0.315200,0.200951,-0.177396,0
764955.182919,0.496560,-0.868001,-0.001350,0.867909,0.496483,0.015461,-0.012750,-0.008849,0.999880,-0.132531,0.131286,-1.033731,17.601339,29.169912,-27.364052,0.000346,-0.016660,-0.999861,-0.328227,0.186902,-0.181551,0
764955.192625,0.496560,-0.868001,-0.001350,0.867909,0.496483,0.015461,-0.012750,-0.008849,0.999880,-0.112727,0.069838,-1.172968,17.601339,29.169912,-27.364052,0.001350,-0.015461,-0.999880,-0.320396,0.181614,-0.173796,0
764955.202332,0.485507,-0.874231,-0.001806,0.874151,0.485432,0.014719,-0.011991,-0.008725,0.999890,-0.058819,0.017279,-1.294876,17.601339,29.169912,-27.364052,0.001806,-0.014719,-0.999890,-0.301168,0.172663,-0.161166,0
764955.212039,0.460857,-0.887473,-0.001187,0.887385,0.460792,0.014816,-0.012602,-0.007881,0.999890,-0.002643,-0.043822,-1.387560,16.585785,29.859661,-27.254255,0.001732,-0.014522,-0.999893,-0.267204,0.180827,-0.149063,0
764955.221745,0.460857,-0.887473,-0.001187,0.887385,0.460792,0.014816,-0.012602,-0.007881,0.999890,0.039280,-0.086118,-1.443641,16.585785,29.859661,-27.254255,0.001187,-0.014816,-0.999890,-0.219250,0.191192,-0.122318,0
764955.231452,0.447663,-0.894202,-0.000292,0.894097,0.447605,0.015470,-0.013703,-0.007186,0.999880,0.072360,-0.120187,-1.491193,16.585785,29.859661,-27.254255,0.000292,-0.015470,-0.999880,-0.196047,0.189390,-0.093198,0
764955.241159,0.419827,-0.907600,0.002743,0.907443,0.419808,0.017560,-0.017089,-0.004883,0.999842,0.104327,-0.163917,-1.535150,15.192074,30.514982,-27.340794,-0.000999,-0.016423,-0.999865,-0.194756,0.190343,-0.093214,0
764955.250865,0.419827,-0.907600,0.002743,0.907443,0.419808,0.017560,-0.017089,-0.004883,0.999842,0.110367,-0.206912,-1.571945,15.192074,30.514982,-27.340794,-0.002743,-0.017560,-0.999842,-0.178455,0.184094,-0.050787,0
764955.260572,0.405192,-0.914220,0.004695,0.914035,0.405206,0.018686,-0.018985,-0.003280,0.999814,0.106301,-0.229595,-1.614776,14.400889,30.814779,-27.432571,-0.004695,-0.018686,-0.999814,-0.169744,0.178934,-0.016146,0
764955.270279,0.374573,-0.927154,0.009029,0.926927,0.374681,0.020520,-0.022408,0.000683,0.999749,0.086055,-0.246579,-1.649138,14.400889,30.814779,-27.432571,-0.006816,-0.019645,-0.999784,-0.156941,0.204933,0.033521,0
764955.279985,0.374573,-0.927154,0.009029,0.926927,0.374681,0.020520,-0.022408,0.000683,0.999749,0.068143,-0.255099,-1.684655,14.400889,30.814779,-27.432571,-0.009029,-0.020520,-0.999749,-0.177769,0.222622,0.050850,0
764955.289692,0.358448,-0.933483,0.011173,0.933248,0.358611,0.021152,-0.023752,0.002845,0.999714,0.039166,-0.250464,-1.739668,12.671859,31.407055,-27.613459,-0.011173,-0.021152,-0.999714,-0.194501,0.232242,0.060398,0
764955.299399,0.324272,-0.945837,0.015495,0.945607,0.324556,0.022154,-0.025983,0.007468,0.999635,0.023874,-0.255226,-1.794654,12.671859,31.407055,-27.613459,-0.013332,-0.021625,-0.999677,-0.194355,0.232685,0.068037,0
764955.309104,0.324272,-0.945837,0.015495,0.945607,0.324556,0.022154,-0.025983,0.007468,0.999635,0.025917,-0.258431,-1.861720,12.671859,31.407055,-27.613459,-0.015495,-0.022154,-0.999635,-0.185189,0.226225,0.071793,0
764955.318812,0.306056,-0.951846,0.017837,0.951629,0.306411,0.022679,-0.027052,0.010033,0.999584,0.020894,-0.283152,-1.927707,10.764041,32.007214,-27.733658,-0.017837,-0.022679,-0.999584,-0.171067,0.218571,0.093913,0
764955.328518,0.267777,-0.963193,0.023545,0.963023,0.268323,0.024265,-0.029689,0.016177,0.999428,0.033138,-0.317527,-1.981485,10.764041,32.007214,-27.733658,-0.020462,-0.023372,-0.999517,-0.168441,0.219264,0.093847,0
764955.338224,0.267777,-0.963193,0.023545,0.963023,0.268323,0.024265,-0.029689,0.016177,0.999428,0.047904,-0.367594,-2.018269,10.764041,32.007214,-27.733658,-0.023545,-0.024265,-0.999428,-0.140838,0.210849,0.117028,0
764955.347931,0.247962,-0.968387,0.027218,0.968267,0.248641,0.025246,-0.031215,0.020094,0.999311,0.040626,-0.433740,-2.040649,8.600117,32.551029,-27.855894,-0.027218,-0.025246,-0.999311,-0.116520,0.198555,0.148740,0
