loggingTime,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,IP_en0,IP_pdp_ip0,deviceOrientation,state
2014-12-25 20:41:08.521,1,1419520268.262312,27.67217455434396,76.13382579765853,375.2029,0,258.3984375,8,10,-9999,1419520268.511151,-21.02505493164062,30.8668270111084,-27.67054748535156,35.7611198425293,34.94558334350586,10,16936.460013,0.0306854248046875,-0.0079803466796875,-1.017227172851562,16936.462169,0.2412666821107475,0.01927303049279444,0.06921662199559543,16936.451244,-2.195261676832689,0.03060691978110748,0.0121146882957615,0.004158674739301205,0.0106174536049366,0.00779908150434494,0.0003144109505228698,0.0004566771094687283,-0.01787568628787994,XTrueNorthZVertical,-0.0163813202121831,-0.00158232148456167,0.8899674122602996,-0.4557270379239965,0.03059989586472511,-0.01211439166218042,-0.9994583129882812,-70.68515777587891,101.0209197998047,-103.2370223999023,2,16928.630766625,stationary,2,2014-12-25 20:41:01.785,null,0,0,0,0,null,192.168.2.9,0.0.0.0,5,0
2014-12-25 20:41:08.524,2,1419520268.262312,27.67217455434396,76.13382579765853,375.2029,0,258.3984375,8,10,-9999,1419520268.511151,-21.02505493164062,30.8668270111084,-27.67054748535156,35.7611198425293,34.94558334350586,10,16936.469851,0.03607177734375,-0.018890380859375,-1.00933837890625,16936.462169,0.2412666821107475,0.01927303049279444,0.06921662199559543,16936.451244,-2.195261676832689,0.03060691978110748,0.0121146882957615,0.004158674739301205,0.0106174536049366,0.00779908150434494,0.0003144109505228698,0.0004566771094687283,-0.01787568628787994,XTrueNorthZVertical,-0.0163813202121831,-0.00158232148456167,0.8899674122602996,-0.4557270379239965,0.03059989586472511,-0.01211439166218042,-0.9994583129882812,-70.68515777587891,101.0209197998047,-103.2370223999023,2,16928.630766625,stationary,2,2014-12-25 20:41:01.785,null,0,0,0,0,null,192.168.2.9,0.0.0.0,5,0
2014-12-25 20:41:08.541,3,1419520268.262312,27.67217455434396,76.13382579765853,375.2029,0,258.3984375,8,10,-9999,1419520268.532072,-20.81622314453125,30.8668270111084,-28.34089660644531,35.76002883911133,34.94449234008789,10,16936.479708,0.0300750732421875,-0.0086212158203125,-1.0228271484375,16936.473095,0.2362580750486355,0.0156924104071829,0.06560803871853807,16936.451244,-2.195261676832689,0.03060691978110748,0.0121146882957615,0.004158674739301205,0.0106174536049366,0.00779908150434494,0.0003144109505228698,0.0004566771094687283,-0.01787568628787994,XTrueNorthZVertical,-0.0163813202121831,-0.00158232148456167,0.8899674122602996,-0.4557270379239965,0.03059989586472511,-0.01211439166218042,-0.9994583129882812,-70.68515777587891,101.0209197998047,-103.2370223999023,2,16928.630766625,stationary,2,2014-12-25 20:41:01.785,null,0,0,0,0,null,192.168.2.9,0.0.0.0,5,0
2014-12-25 20:41:08.543,4,1419520268.262312,27.67217455434396,76.13382579765853,375.2029,0,258.3984375,8,10,-9999,1419520268.532072,-20.81622314453125,30.8668270111084,-28.34089660644531,35.76002883911133,34.94449234008789,10,16936.489535,0.0313568115234375,-0.0117340087890625,-1.010894775390625,16936.48402,0.2361928276019286,0.00954343776629895,0.06693535820583356,16936.462169,-2.19514136499017,0.03065445438236159,0.01203394437863124,0.0004186807200312614,0.009422473609447479,0.01027247775346041,3.799042315222323e-05,0.004053307231515646,-0.01776935718953609,XTrueNorthZVertical,-0.01638398236941694,-0.001630071609562918,0.8899401053048621,-0.4557800964628508,0.03064743429422379,-0.01203365437686443,-0.999457836151123,-70.58090209960938,101.0601043701172,-103.2699890136719,2,16928.630766625,stationary,2,2014-12-25 20:41:01.785,null,0,0,0,0,null,192.168.2.9,0.0.0.0,5,0
2014-12-25 20:41:08.549,5,1419520268.262312,27.67217455434396,76.13382579765853,375.2029,0,258.3984375,8,10,-9999,1419520268.532072,-20.81622314453125,30.8668270111084,-28.34089660644531,35.76002883911133,34.94449234008789,10,16936.499392,0.0320892333984375,-0.011077880859375,-1.024612426757812,16936.494945,0.2410709397706267,0.0009195895244043609,0.06217549038953493,16936.48402,-2.194987597962782,0.0307911291306113,0.01203986778622554,-0.004653865471482277,-0.0003067536745220423,0.007991475984454155,-0.0007089592982083559,0.003418361069634557,-0.02337360195815563,XTrueNorthZVertical,-0.01644602033291723,-0.001659846868265497,0.8899039023454453,-0.4558484367499571,0.03078403323888779,-0.01203957665711641,-0.9994535446166992,-70.56107330322266,101.0809860229492,-103.2631072998047,2,16928.630766625,stationary,2,2014-12-25 20:41:01.785,null,0,0,0,0,null,192.168.2.9,0.0.0.0,5,0
2014-12-25 20:41:08.559,6,1419520268.262312,27.67217455434396,76.13382579765853,375.2029,0,258.3984375,8,10,-9999,1419520268.54958,-21.16433715820312,31.14622116088867,-28.27386474609375,35.76098251342773,34.9454460144043,10,16936.509235,0.0312042236328125,-0.012451171875,-1.016998291015625,16936.505901,0.236140629644563,0.004674114029198071,0.06211823242609823,16936.494945,-2.194946178182726,0.03072367454422917,0.01203677298589353,0.000224740244448185,-0.008930559270083904,0.003231733106076717,0.0006401956197805703,0.0003024735487997532,-0.01143911760300398,XTrueNorthZVertical,-0.01641526705889932,-0.00164618946063655,0.8898950348804727,-0.4558669052872505,0.03071661666035652,-0.01203648187220097,-0.9994556307792664,-70.53408050537109,101.0878677368164,-103.2748107910156,2,16928.630766625,stationary,2,2014-12-25 20:41:01.785,null,0,0,0,0,null,192.168.2.9,0.0.0.0,5,0
2014-12-25 20:41:08.568,7,1419520268.262312,27.67217455434396,76.13382579765853,375.2029,0,258.3984375,8,10,-9999,1419520268.54958,-21.16433715820312,31.14622116088867,-28.27386474609375,35.76098251342773,34.9454460144043,10,16936.519076,0.033172607421875,-0.012786865234375,-1.01513671875,16936.516825,0.2398416246114461,0.002185922622737039,0.05970647374292247,16936.505901,-2.194923080751937,0.03066964796650264,0.01195953638112012,-0.004705422557890415,-0.005175972357392311,0.003174535231664777,0.001426586299203336,0.0008813704480417073,-0.02515418455004692,XTrueNorthZVertical,-0.01637361031757917,-0.001668433591041403,0.8898906893713168,-0.4558768052426129,0.03066264651715755,-0.0119592510163784,-0.9994582533836365,-70.53408050537109,101.0878677368164,-103.2748107910156,2,16928.630766625,stationary,2,2014-12-25 20:41:01.785,null,0,0,0,0,null,192.168.2.9,0.0.0.0,5,0
2014-12-25 20:41:08.578,8,1419520268.262312,27.67217455434396,76.13382579765853,375.2029,0,258.3984375,8,10,-9999,1419520268.569272,-21.30355834960938,31.07637214660645,-28.81015014648438,35.76458358764648,34.94904708862305,10,16936.528932,0.03460693359375,-0.015106201171875,-1.017440795898438,16936.52776,0.2361145306658802,0.002218679504145013,0.06215924510688545,16936.516825,-2.194893795851307,0.03057889852253791,0.01194023407060657,-0.001003870274871588,-0.007664141710847616,0.0007629045285284519,0.0006322698900476098,-0.0005112215294502676,-0.01753703877329826,XTrueNorthZVertical,-0.01632880933394505,-0.001656576684470593,0.889884874736427,-0.4558898055760908,0.0305719543248415,-0.01193995028734207,-0.9994612336158752,-70.53911590576172,101.0968551635742,-103.2625732421875,2,16928.630766625,stationary,2,2014-12-25 20:41:01.785,null,0,0,0,0,null,192.168.2.9,0.0.0.0,5,0
2014-12-25 20:41:08.588,9,1419520268.262312,27.67217455434396,76.13382579765853,375.2029,0,258.3984375,8,10,-9999,1419520268.569272,-21.30355834960938,31.07637214660645,-28.81015014648438,35.76458358764648,34.94904708862305,10,16936.53879,0.034149169921875,-0.012939453125,-1.01654052734375,16936.538676,0.2385992599629241,0.002162220489035333,0.06460669014866827,16936.52776,-2.194851430355955,0.03052812316826261,0.01192059965893859,-0.004730379674583673,-0.007631177548319101,0.003215804696083069,0.002651394577696919,-0.0008665478671900928,-0.0156736820936203,XTrueNorthZVertical,-0.01630170821101726,-0.001654085018623769,0.8898757522279925,-0.4559085909283425,0.03052121214568615,-0.0119203170761466,-0.9994630217552185,-70.53911590576172,101.0968551635742,-103.2625732421875,2,16928.630766625,stationary,2,2014-12-25 20:41:01.785,null,0,0,0,0,null,192.168.2.9,0.0.0.0,5,0
2014-12-25 20:41:08.598,10,1419520268.262312,27.67217455434396,76.13382579765853,375.2029,0,258.3984375,8,10,-9999,1419520268.588931,-21.58200073242188,30.79698181152344,-29.07829284667969,35.77440643310547,34.95886993408203,10,16936.54863,0.031463623046875,-0.0133514404296875,-1.01519775390625,16936.549602,0.2386384084309483,0.00584537227661492,0.06454517112748744,16936.538676,-2.194809216994759,0.03049300936624891,0.01193742580622415,-0.002244869014248252,-0.007687304634600878,0.005663382820785046,0.004120821598917246,-0.003169058822095394,-0.01797688938677311,XTrueNorthZVertical,-0.01628988439023993,-0.001638937212049088,0.8898663122506985,-0.4559274934089388,0.03048611246049404,-0.01193714234977961,-0.9994639158248901,-70.54670715332031,101.1048431396484,-103.2495498657227,2,16928.630766625,stationary,2,2014-12-25 20:41:01.785,null,0,0,0,0,null,192.168.2.9,0.0.0.0,5,0
