Serial,Time,Imid,ax,ay,az,vx,vy,vz,dx,dy,dz,mx,my,mz,0.021570863,0.02604336,0.014869516
0,0.0,0,-0.091460034,-0.042006016,0.020891666,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
1,0.004394531,0,-0.08944152,-0.039503574,0.017758846,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
2,0.00881958,0,-0.07954882,-0.03974533,0.010195732,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
3,0.013214111,0,-0.08000599,-0.035603523,0.007814884,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
4,0.01763916,0,-0.07845871,-0.038832188,0.008302212,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
5,0.022033691,0,-0.070243165,-0.04510832,0.0054750443,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
6,0.02645874,0,-0.058860406,-0.046218395,-0.002901554,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
7,0.030853271,0,-0.050955757,-0.049534798,-0.0073008537,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
8,0.03527832,0,-0.03676276,-0.058413506,-0.013093948,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
9,0.03967285,0,-0.014814004,-0.068502426,-0.024019241,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
10,0.0440979,0,8.446723E-4,-0.076565266,-0.031227112,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
11,0.04849243,0,0.014976159,-0.08209133,-0.0386014,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
12,0.05291748,0,0.022994176,-0.083498,-0.04358101,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
13,0.05734253,0,0.03291656,-0.0917263,-0.045631886,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
14,0.06173706,0,0.03443493,-0.09451866,-0.04430771,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
15,0.06616211,0,0.028380826,-0.087064266,-0.04314661,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
16,0.07055664,0,0.019255474,-0.08099985,-0.038589954,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
17,0.07498169,0,0.00188829,-0.0732398,-0.028635979,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
18,0.07937622,0,-0.017729446,-0.05868864,-0.02093792,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false
