time,r0,r1,r2,r3,r4,r5,r6,r7,r8,imid,cf
0.48336792,0.028196204,0.99555016,-0.08991599,-0.21014471,0.09384516,0.9731559,0.9772637,-0.008543935,0.21185566,1.0,0
0.487731934,0.028171455,0.99553204,-0.09012429,-0.21006575,0.09404284,0.9731538,0.97728133,-0.008483134,0.2117765,1.0,0
0.492095947,0.02814271,0.99551094,-0.0903662,-0.20987049,0.09427153,0.9731738,0.977324,-0.008422552,0.2115814,1.0,0
0.496459961,0.029552212,0.99484986,-0.09695653,-0.20956701,0.10100972,0.972563,0.9773476,-0.0084224995,0.21147273,1.0,0
0.500823975,0.029552622,0.9948502,-0.09695232,-0.20942906,0.1010045,0.97259337,0.97737724,-0.008438046,0.21133548,1.0,0
0.505187988,0.029532775,0.9948309,-0.09715528,-0.20927688,0.10119743,0.97260594,0.97741044,-0.008391398,0.21118379,1.0,0
0.509552002,0.029529782,0.99482816,-0.09718597,-0.20918557,0.101226,0.9726226,0.9774299,-0.008391432,0.21109283,1.0,0
0.513916016,0.029544141,0.994842,-0.09703906,-0.20917031,0.10108527,0.9726405,0.9774328,-0.008438136,0.21107788,1.0,0
0.518280029,0.029545933,0.99484366,-0.097020686,-0.2090906,0.10106701,0.9726595,0.97744983,-0.008452019,0.21099861,1.0,0
0.522644043,0.032318197,0.9934122,-0.10994485,-0.20863502,0.114284284,0.9712933,0.97745943,-0.008452102,0.21095401,1.0,0
0.527008057,0.032311372,0.99340653,-0.109997205,-0.20860371,0.11433376,0.9712941,0.97746634,-0.008438024,0.21092258,1.0,0
0.53137207,0.032306265,0.9934024,-0.11003648,-0.2086222,0.11437124,0.9712858,0.9774626,-0.008422566,0.21094069,1.0,0
0.535736084,0.02674576,0.9960862,-0.08424456,-0.2093889,0.087987535,0.97386587,0.97746664,-0.008406906,0.21092264,1.0,0
0.540100098,0.02674157,0.9960833,-0.08427875,-0.20943546,0.088020466,0.9738527,0.9774567,-0.008391394,0.21096897,1.0,0
0.544464111,0.026759926,0.99609554,-0.08412893,-0.20931251,0.08787682,0.97389233,0.9774827,-0.008452047,0.21084683,1.0,0
0.548858643,0.023937283,0.9971736,-0.07121763,-0.2094369,0.07465926,0.97496784,0.9775291,-0.008422482,0.21063206,1.0,0
0.553222656,0.023958122,0.9971857,-0.0710399,-0.20919481,0.074487776,0.9750328,0.97758037,-0.008498778,0.21039066,1.0,0
0.55758667,0.023940977,0.99717575,-0.0711861,-0.20897953,0.07462527,0.97506857,0.9776269,-0.008467657,0.2101759,1.0,0
0.561950684,0.028768683,0.99514574,-0.094112776,-0.20815255,0.09805189,0.97316915,0.9776732,-0.008406984,0.20996296,1.0,0
0.566314697,0.028734012,0.9951159,-0.09443905,-0.2078913,0.09836146,0.9731938,0.9777298,-0.008330706,0.20970225,1.0,0
0.570678711,0.02872571,0.99510866,-0.09451715,-0.20764722,0.09843403,0.97323865,0.977782,-0.008330752,0.20945914,1.0,0
0.575042725,0.028696269,0.9950833,-0.0947942,-0.20738731,0.09869663,0.9732676,0.97783804,-0.00827003,0.20919985,1.0,0
0.579406738,0.020903654,0.99808675,-0.05818868,-0.2080562,0.061269924,0.97619617,0.9778936,-0.008299549,0.2089389,1.0,0
0.58404541,0.020881811,0.9980758,-0.05838405,-0.20778258,0.06145413,0.9762427,0.9779521,-0.008254526,0.20866603,1.0,0
0.588684082,0.020849237,0.9980594,-0.05867541,-0.20752242,0.06173014,0.9762806,0.97800803,-0.0081782425,0.20840672,1.0,0
0.593322754,0.01569102,0.9992804,-0.034532093,-0.20777532,0.037041117,0.977475,0.9780507,-0.008162662,0.20820703,1.0,0
0.597961426,0.015667163,0.99927354,-0.034741912,-0.20760742,0.037240002,0.9775032,0.97808677,-0.00810202,0.20804003,1.0,0
0.602600098,0.029484304,0.9945375,-0.10012953,-0.20591317,0.10406781,0.9730209,0.978126,-0.008070853,0.20785673,1.0,0
0.60723877,0.02947223,0.9945269,-0.1002371,-0.20586868,0.104170166,0.97301924,0.97813565,-0.008041368,0.2078121,1.0,0
0.611877442,0.029471518,0.9945264,-0.10024348,-0.2058506,0.10417612,0.9730226,0.9781396,-0.008041273,0.20779407,1.0,0
0.616485596,0.022977212,0.99732226,-0.06942772,-0.2066639,0.07268441,0.9757084,0.9781422,-0.008070858,0.20778063,1.0,0
0.621124268,0.022965446,0.99731535,-0.06953184,-0.20661603,0.072783425,0.9757112,0.9781526,-0.008041251,0.20773284,1.0,0
0.62576294,0.022965062,0.99731517,-0.06953524,-0.20660113,0.072786555,0.97571427,0.9781558,-0.0080412775,0.20771797,1.0,0
0.630401611,0.03285827,0.99267596,-0.116252154,-0.20523205,0.12053771,0.97126216,0.9781616,-0.008055329,0.20768963,1.0,0
0.635040283,0.03286219,0.9926802,-0.11621597,-0.20519872,0.12050285,0.9712737,0.9781685,-0.008070817,0.20765668,1.0,0
0.639678955,0.03285765,0.9926754,-0.11625796,-0.20521714,0.120543145,0.97126484,0.9781648,-0.008055355,0.20767476,1.0,0
0.644317627,0.024653537,0.9967031,-0.07729875,-0.20639464,0.080731064,0.97513276,0.9781583,-0.0080864215,0.2077045,1.0,0
0.648956299,0.024653928,0.9967033,-0.07729537,-0.20640807,0.08072795,0.97513014,0.97815543,-0.008086398,0.2077179,1.0,0
0.653594971,0.024652675,0.99670255,-0.07730629,-0.20636477,0.08073801,0.9751384,0.9781645,-0.008086473,0.2076747,1.0,0
0.657806397,0.026629837,0.99588096,-0.08667172,-0.20607229,0.090309165,0.9743606,0.9781744,-0.008086426,0.20762837,1.0,0
0.661895752,0.026629837,0.99588096,-0.08667172,-0.20607229,0.090309165,0.9743606,0.9781744,-0.008086426,0.20762837,1.0,0
0.665985108,0.026639998,0.99588895,-0.08657651,-0.20605712,0.090217985,0.9743721,0.9781772,-0.008117569,0.20761341,1.0,0
0.670074463,0.02423375,0.99686724,-0.075288944,-0.20632021,0.078676924,0.97531635,0.9781844,-0.00810194,0.2075805,1.0,0
0.674163819,0.02422455,0.9968611,-0.075373724,-0.20618285,0.078756824,0.97533894,0.9782136,-0.008086378,0.2074435,1.0,0
0.678253174,0.024215464,0.99685496,-0.07545749,-0.20604832,0.078835785,0.975361,0.97824216,-0.008070925,0.20730934,1.0,0
0.682342529,0.029530272,0.9944663,-0.100820675,-0.20525782,0.10474819,0.97308636,0.9782623,-0.008041271,0.2072152,1.0,0
0.686431885,0.029525183,0.9944617,-0.10086768,-0.20512022,0.104792,0.9731107,0.97829133,-0.008041266,0.20707817,1.0,0
0.69052124,0.029532291,0.99446815,-0.100802034,-0.20518152,0.10472974,0.9731045,0.9782783,-0.008055291,0.20713939,1.0,0
0.694610596,0.026418427,0.9959322,-0.08614642,-0.20551343,0.089746736,0.9745306,0.97829765,-0.0080413185,0.20704839,1.0,0
0.698699951,0.026426287,0.99593806,-0.086074814,-0.2054368,0.08967767,0.974553,0.97831357,-0.008070885,0.20697221,1.0,0
0.702789307,0.026430631,0.9959414,-0.08603526,-0.20540364,0.08963958,0.9745635,0.97832036,-0.008086372,0.20693925,1.0,0
0.706878662,0.021820001,0.99769557,-0.06424464,-0.20594388,0.06736726,0.9762421,0.9783205,-0.0080708135,0.20693927,1.0,0
0.710968018,0.021826958,0.99769956,-0.06418141,-0.20600678,0.06730735,0.97623307,0.9783071,-0.008086392,0.20700197,1.0,0
0.715637207,0.021830527,0.9977015,-0.06414896,-0.205929,0.0672757,0.97625166,0.97832346,-0.008101958,0.20692435,1.0,0
0.720306397,0.021836314,0.9977048,-0.06409635,-0.20594393,0.06722554,0.97625196,0.9783201,-0.0081174895,0.20693919,1.0,0
0.725006104,0.021846296,0.9977104,-0.0640056,-0.20592904,0.06713868,0.9762611,0.97832304,-0.008147078,0.20692426,1.0,0
0.729675293,0.021842724,0.99770844,-0.06403809,-0.20600681,0.06717038,0.97624254,0.9783068,-0.0081315115,0.2070019,1.0,0
0.734375,0.0251213,0.99651897,-0.079491474,-0.20566498,0.082967445,0.9750991,0.9782999,-0.008147144,0.2070333,1.0,0
0.73904419,0.025125876,0.996522,-0.079451315,-0.20563336,0.08292884,0.97510904,0.9783065,-0.008162629,0.20700184,1.0,0
0.743743897,0.025136555,0.9965293,-0.07935765,-0.20561826,0.082839265,0.9751199,0.9783094,-0.008193773,0.2069869,1.0,0
0.748413086,0.025142912,0.9965316,-0.079326145,-0.20560302,0.082809635,0.9751256,0.97831243,-0.008207802,0.20697197,1.0,0
0.753112793,0.02516368,0.99654603,-0.07913689,-0.20575553,0.082630046,0.97510874,0.97827995,-0.008254469,0.20712417,1.0,0
0.757781983,0.02517496,0.9965539,-0.07903418,-0.20577034,0.082531996,0.97511387,0.9782765,-0.008285561,0.20713902,1.0,0
0.76248169,0.021945156,0.9977171,-0.06386843,-0.20618488,0.067027085,0.9762147,0.9782669,-0.008254479,0.20718507,1.0,0
0.767150879,0.021941809,0.99771523,-0.06389768,-0.2062761,0.06705577,0.9761935,0.97824776,-0.008238888,0.20727612,1.0,0
0.771850586,0.02193253,0.9977102,-0.06397869,-0.20635238,0.067133754,0.97617203,0.97823197,-0.008207766,0.2073523,1.0,0
0.776519776,0.034915507,0.9915288,-0.12510592,-0.20466918,0.12962326,0.97021043,0.9782083,-0.008270069,0.20746125,1.0,0
0.780944824,0.034906536,0.9915191,-0.1251855,-0.20471327,0.12969965,0.970191,0.9781994,-0.008238873,0.20750448,1.0,0
0.785339356,0.03491133,0.9915243,-0.12514293,-0.20469794,0.12965885,0.97019964,0.9782024,-0.008254459,0.20748955,1.0,0
0.789764404,0.029920874,0.9943716,-0.1016362,-0.2055156,0.105629325,0.9729367,0.9781963,-0.008223289,0.20751938,1.0,0
0.794158936,0.029921576,0.9943722,-0.10162985,-0.2055334,0.10562341,0.9729336,0.9781926,-0.008223374,0.20753713,1.0,0
0.798583985,0.029921023,0.9943717,-0.10163488,-0.20551845,0.10562808,0.9729362,0.9781957,-0.008223401,0.20752224,1.0,0
0.802978516,0.027264435,0.995673,-0.08883703,-0.20588952,0.09255794,0.97418815,0.9781953,-0.008270077,0.20752215,1.0,0
0.807373047,0.027270498,0.9956775,-0.0887841,-0.2059043,0.09250754,0.97418976,0.97819203,-0.008285609,0.20753701,1.0,0
0.811798096,0.027277358,0.99568266,-0.08872419,-0.2057949,0.092449404,0.9742183,0.9782148,-0.008315115,0.2074282,1.0,0
0.816192627,0.024553807,0.9968092,-0.075950906,-0.20603047,0.079388574,0.9753199,0.9782375,-0.008299616,0.20732236,1.0,0
0.820617676,0.024550395,0.99680686,-0.07598306,-0.20590764,0.079418294,0.9753434,0.97826344,-0.008299572,0.20719989,1.0,0
0.825012207,0.024546025,0.99680376,-0.07602422,-0.20592259,0.07945778,0.97533697,0.97826034,-0.008285542,0.2072148,1.0,0
0.829437256,0.024536913,0.9967975,-0.07611011,-0.20578521,0.07953878,0.97535944,0.97828954,-0.00826998,0.2070778,1.0,0
0.833831787,0.030924445,0.993833,-0.10648753,-0.20490697,0.11057928,0.9725149,0.97829276,-0.008254447,0.20706291,1.0,0
0.838226319,0.030923871,0.9938324,-0.10649285,-0.204892,0.110584244,0.9725175,0.9782959,-0.008254473,0.20704803,1.0,0
0.842651367,0.01894317,0.9985725,-0.049940355,-0.20626663,0.052777976,0.9770714,0.97831243,-0.008207802,0.20697197,1.0,0
0.847045899,0.018938417,0.9985704,-0.049985524,-0.20626654,0.052821185,0.9770691,0.97831255,-0.008193799,0.206972,1.0,0
0.851470947,0.018948456,0.998575,-0.049890164,-0.20626676,0.05272996,0.977074,0.9783123,-0.008223361,0.20697196,1.0,0
0.855865479,0.018948456,0.998575,-0.049890164,-0.20626676,0.05272996,0.977074,0.9783123,-0.008223361,0.20697196,1.0,0
0.860290528,0.02174181,0.9977723,-0.06307075,-0.20593013,0.06620232,0.97632486,0.9783252,-0.008238898,0.2069107,1.0,0
0.864685059,0.02174181,0.9977723,-0.06307075,-0.20593013,0.06620232,0.97632486,0.9783252,-0.008238898,0.2069107,1.0,0
0.86907959,0.019741906,0.99838,-0.053361673,-0.20614666,0.056289967,0.9769006,0.9783219,-0.0082855495,0.206924,1.0,0
0.873504639,0.019721065,0.9983706,-0.053546216,-0.20620924,0.05646675,0.9768772,0.9783091,-0.008223334,0.20698684,1.0,0
0.87789917,0.019710254,0.99836576,-0.053641945,-0.20619424,0.05655806,0.9768753,0.97831255,-0.008193799,0.206972,1.0,0
0.882324219,0.02179441,0.9977463,-0.0634615,-0.20595181,0.06659573,0.9762935,0.97831947,-0.00820773,0.20693906,1.0,0
0.88671875,0.02181157,0.99775517,-0.06331556,-0.20595492,0.066456504,0.97630227,0.97831833,-0.008254531,0.20694211,1.0,0
