time,r0,r1,r2,r3,r4,r5,r6,r7,r8,imid,cf
1.887298584,0.018578475,0.99849916,-0.051518682,-0.19611223,0.054165892,0.9790843,0.9804055,-0.00808645,0.19682424,2.0,0
1.891723633,0.01858475,0.99850196,-0.05146275,-0.19614227,0.054112528,0.97908115,0.98039925,-0.008101959,0.19685411,2.0,0
1.896118164,0.018590147,0.99850434,-0.05141467,-0.19612736,0.054066315,0.9790867,0.9804021,-0.008117543,0.19683912,2.0,0
1.900512695,0.02874095,0.99438953,-0.10180174,-0.1949646,0.10546446,0.97512364,0.98038906,-0.008178246,0.19690187,2.0,0
1.904937744,0.02874655,0.9943944,-0.10175083,-0.19496438,0.105415635,0.9751288,0.98038894,-0.008193805,0.19690184,2.0,0
1.909332276,0.028751597,0.99439913,-0.10170504,-0.19496423,0.10537173,0.97513384,0.9803889,-0.008207808,0.19690183,2.0,0
1.913757324,0.028044382,0.9947838,-0.09807439,-0.1950965,0.10167326,0.97549987,0.9803831,-0.008223319,0.19693021,2.0,0
1.918151856,0.028050972,0.99478894,-0.09802064,-0.19511127,0.10162197,0.9755022,0.98037994,-0.008238853,0.19694515,2.0,0
1.922576904,0.028057726,0.99479425,-0.0979655,-0.1951291,0.10156938,0.9755042,0.9803762,-0.008254512,0.19696309,2.0,0
1.926971436,0.028500624,0.994571,-0.100081265,-0.19495586,0.10372991,0.97531134,0.9803978,-0.008285552,0.19685382,2.0,0
1.931396485,0.028516926,0.99458456,-0.099941805,-0.19494022,0.103596225,0.97532874,0.98040044,-0.008330697,0.19683878,2.0,0
1.935791016,0.028534396,0.99459904,-0.09979232,-0.19495465,0.103453204,0.975341,0.9803971,-0.008375792,0.19685368,2.0,0
1.940185547,0.023813771,0.99680233,-0.07627668,-0.19554317,0.079468906,0.97747004,0.9804059,-0.008361864,0.19681032,2.0,0
1.944610596,0.023819245,0.9968059,-0.07622745,-0.19555661,0.079421826,0.9774711,0.9804031,-0.008375843,0.19682376,2.0,0
1.949005127,0.023819245,0.9968059,-0.07622745,-0.19555661,0.079421826,0.9774711,0.9804031,-0.008375843,0.19682376,2.0,0
1.953430176,0.022696437,0.997245,-0.07062095,-0.19567658,0.07370408,0.97789496,0.98040587,-0.008375866,0.1968103,2.0,0
1.957824707,0.022685627,0.9972384,-0.07071717,-0.19567662,0.07379632,0.977888,0.9804061,-0.008346305,0.19681035,2.0,0
1.962249756,0.022685224,0.9972382,-0.07072077,-0.1956616,0.07379963,0.97789073,0.980409,-0.008346329,0.19679537,2.0,0
1.966644287,0.021376235,0.99771905,-0.06402928,-0.19581014,0.06698161,0.9783516,0.9804088,-0.0083758915,0.19679533,2.0,0
1.971038819,0.021381905,0.9977222,-0.06397849,-0.19581018,0.066932924,0.97835493,0.98040867,-0.00839145,0.19679531,2.0,0
1.975463867,0.0213996,0.997732,-0.06381998,-0.19583875,0.06678123,0.97835964,0.98040265,-0.008438079,0.19682366,2.0,0
1.979858399,0.023519048,0.9969189,-0.07482891,-0.19551589,0.077990964,0.9775944,0.9804185,-0.008361851,0.1967478,2.0,0
1.984283447,0.023522815,0.9969214,-0.07479563,-0.19546935,0.07795867,0.97760636,0.9804277,-0.0083758,0.19670139,2.0,0
1.988677979,0.02352729,0.9969242,-0.07475611,-0.1954258,0.07792043,0.97761804,0.9804362,-0.008391433,0.19665799,2.0,0
1.993103028,0.023530208,0.99692607,-0.07473031,-0.19533123,0.07789489,0.977639,0.98045504,-0.008406888,0.1965637,2.0,0
1.997497559,0.023531046,0.99692667,-0.07472296,-0.19516349,0.07788641,0.9776732,0.98048836,-0.00842248,0.19639643,2.0,0
2.00189209,0.02352571,0.99692327,-0.07477009,-0.19498046,0.07793002,0.97770625,0.98052496,-0.0084225265,0.1962139,2.0,0
2.006317139,0.021582495,0.9976417,-0.06515659,-0.19506611,0.06812128,0.97842157,0.9805526,-0.008406937,0.19607629,2.0,0
2.01071167,0.021579491,0.9976399,-0.06518405,-0.19494492,0.06814658,0.9784439,0.98057675,-0.008407024,0.1959554,2.0,0
2.015136719,0.021576023,0.99763787,-0.06521577,-0.19480692,0.06817583,0.9784694,0.9806043,-0.008406993,0.19581774,2.0,0
2.01953125,0.02184558,0.9975506,-0.06645022,-0.19466989,0.06943818,0.978408,0.98062557,-0.008438028,0.19570997,2.0,0
2.023956299,0.021865588,0.997563,-0.06625645,-0.19462505,0.069251664,0.9784301,0.98063403,-0.008498784,0.19566499,2.0,0
2.02835083,0.02185559,0.99755675,-0.06635325,-0.19443926,0.06934304,0.97846043,0.98067105,-0.008483155,0.19547977,2.0,0
2.032775879,0.02478219,0.9964006,-0.08106484,-0.193953,0.0843412,0.97737855,0.9806978,-0.008498811,0.19534507,2.0,0
2.03717041,0.024782475,0.99640095,-0.081062354,-0.19378212,0.08433732,0.97741276,0.9807315,-0.008514272,0.19517475,2.0,0
2.041564942,0.024800027,0.99641305,-0.08090739,-0.1936287,0.084187396,0.9774561,0.98076135,-0.008574944,0.19502202,2.0,0
2.04598999,0.02954696,0.99404496,-0.104888804,-0.1928108,0.10863188,0.9752042,0.98079103,-0.008590627,0.19487233,2.0,0
2.050384522,0.029533487,0.994033,-0.105005816,-0.19262646,0.10874243,0.97522825,0.9808276,-0.008574992,0.19468859,2.0,0
2.05480957,0.029527066,0.9940272,-0.10506157,-0.19247165,0.10879455,0.97525305,0.9808583,-0.008574989,0.19453447,2.0,0
2.059204102,0.017242357,0.998927,-0.042985003,-0.19395782,0.045516435,0.9799535,0.9808584,-0.00855943,0.19453448,2.0,0
2.063629151,0.017246425,0.9989284,-0.042950295,-0.19385302,0.045482256,0.97997576,0.98087895,-0.008575033,0.19442967,2.0,0
2.068023682,0.01725788,0.9989324,-0.04285258,-0.19386826,0.04538876,0.9799771,0.98087573,-0.008604568,0.19444458,2.0,0
2.072418213,0.027172638,0.99525833,-0.09339428,-0.19261926,0.09689089,0.97647834,0.98089725,-0.008543951,0.19433871,2.0,0
2.076843262,0.027187034,0.9952695,-0.09327052,-0.19269258,0.0967729,0.9764755,0.98088247,-0.008574942,0.19441204,2.0,0
2.081237793,0.027166072,0.99525326,-0.093450725,-0.19260144,0.09694484,0.9764766,0.980901,-0.008528288,0.19432081,2.0,0
2.085662842,0.027165173,0.99525243,-0.09345844,-0.19241948,0.09695065,0.9765117,0.9809367,-0.008543888,0.19413967,2.0,0
2.090057373,0.020855613,0.9979014,-0.061301347,-0.19320653,0.064181626,0.9790566,0.9809364,-0.008575005,0.19413961,2.0,0
2.094482422,0.020870086,0.99790984,-0.06115854,-0.19315879,0.06404391,0.9790751,0.9809455,-0.008620072,0.19409166,2.0,0
2.098876953,0.023332896,0.9970008,-0.0737901,-0.19289358,0.07691297,0.9782006,0.9809422,-0.008590616,0.19410965,2.0,0
2.103302002,0.023330584,0.9969995,-0.07380934,-0.19281703,0.076930724,0.97821444,0.9809573,-0.008590613,0.19403331,2.0,0
2.107696533,0.02330202,0.99698246,-0.07404723,-0.19266447,0.07715726,0.9782265,0.9809879,-0.008528382,0.19388102,2.0,0
2.112091065,0.023360707,0.9969713,-0.07417868,-0.19267379,0.0772977,0.9782136,0.98098475,-0.008559474,0.19389597,2.0,0
2.116516113,0.023378955,0.99698216,-0.074027225,-0.19270216,0.077152885,0.9782195,0.9809788,-0.008604545,0.19392435,2.0,0
2.120910645,0.023369933,0.9969768,-0.07410207,-0.1925821,0.07722352,0.97823757,0.98100257,-0.008590613,0.19380459,2.0,0
2.125335694,0.021586213,0.9976366,-0.06523156,-0.19271211,0.06817519,0.97888416,0.9810179,-0.0085594915,0.19372831,2.0,0
2.129730225,0.021588832,0.99763805,-0.0652093,-0.1925879,0.06815277,0.97891015,0.9810422,-0.008575005,0.19360435,2.0,0
2.134155274,0.02160008,0.99764407,-0.06511369,-0.19258791,0.06806113,0.97891647,0.9810419,-0.008604567,0.1936043,2.0,0
2.138549805,0.022186942,0.99741954,-0.068278424,-0.19244315,0.07127884,0.978716,0.98105735,-0.008575002,0.19352803,2.0,0
2.142944336,0.022192549,0.9974226,-0.06823201,-0.19242808,0.07123424,0.97872216,0.9810601,-0.008590586,0.193513,2.0,0
2.147369385,0.022197053,0.9974251,-0.06819473,-0.1923966,0.07119827,0.978731,0.98106617,-0.008604506,0.19348158,2.0,0
2.151763916,0.036226265,0.9895233,-0.13975419,-0.190254,0.14411725,0.97109914,0.9810663,-0.008590504,0.19348161,2.0,0
2.156188965,0.036238905,0.98953724,-0.13965231,-0.19027111,0.14401984,0.97111017,0.9810624,-0.00862017,0.19349946,2.0,0
2.160583496,0.036249135,0.98954856,-0.1395699,-0.19023709,0.14394066,0.97112876,0.98106873,-0.008651208,0.19346653,2.0,0
2.165008545,0.027025642,0.9953423,-0.0925385,-0.19176486,0.096015185,0.976733,0.98106873,-0.008651208,0.19346653,2.0,0
2.169403076,0.027039334,0.9953518,-0.09243168,-0.19181098,0.09591342,0.97673386,0.9810593,-0.008680825,0.19351286,2.0,0
2.173797608,0.02702749,0.99534357,-0.09252406,-0.19181138,0.09600178,0.97672516,0.98105955,-0.008651264,0.1935129,2.0,0
2.178222656,0.025336118,0.9961257,-0.08421145,-0.19191642,0.087518275,0.9775013,0.9810842,-0.008604528,0.19339027,2.0,0
2.182617188,0.025326567,0.9961194,-0.08429035,-0.19179639,0.0875928,0.97751814,0.9811079,-0.008590595,0.1932705,2.0,0
2.187042236,0.025321733,0.9961161,-0.08433025,-0.19165702,0.08762981,0.97754216,0.98113525,-0.008590575,0.19313158,2.0,0
2.191436768,0.023733925,0.9968062,-0.076250896,-0.19164526,0.07939433,0.9782478,0.9811773,-0.008604539,0.1929175,2.0,0
2.195861817,0.023721226,0.99679804,-0.076361254,-0.19140086,0.07949805,0.9782872,0.98122525,-0.00859056,0.19267377,2.0,0
2.200256348,0.023719031,0.9967966,-0.0763803,-0.19115604,0.07951417,0.97833365,0.981273,-0.008604573,0.19242969,2.0,0
2.204681397,0.023722565,0.9967988,-0.07634959,-0.19107969,0.07948404,0.97835094,0.9812877,-0.008620139,0.19235359,2.0,0
2.209075928,0.0237053,0.99678767,-0.07649955,-0.1908801,0.079626165,0.9783784,0.9813271,-0.008590512,0.19215454,2.0,0
2.213470459,0.023700176,0.99678445,-0.07654411,-0.19071223,0.07966745,0.9784079,0.9813599,-0.00859054,0.19198713,2.0,0
2.217895508,0.022323787,0.9972903,-0.07009726,-0.19073506,0.0730754,0.9789178,0.9813877,-0.008483149,0.19184956,2.0,0
2.222290039,0.022329347,0.99729353,-0.07005035,-0.19071999,0.073030286,0.9789241,0.9813904,-0.008498732,0.19183454,2.0,0
2.226715088,0.022328505,0.997293,-0.07005744,-0.19068995,0.07303682,0.9789295,0.9813964,-0.008498784,0.19180457,2.0,0
2.231109619,0.02723927,0.9950838,-0.0952167,-0.19002107,0.09866966,0.97680926,0.9814021,-0.008514394,0.19177458,2.0,0
2.235534668,0.02723852,0.9950833,-0.095222645,-0.19015808,0.09867655,0.9767819,0.9813756,-0.0084987385,0.19191092,2.0,0
2.239929199,0.027247813,0.99509,-0.09514917,-0.19023445,0.09860686,0.9767739,0.98136044,-0.008514302,0.19198725,2.0,0
2.244323731,0.025616027,0.99587756,-0.087015375,-0.19045904,0.09031144,0.9775322,0.9813609,-0.008467627,0.19198732,2.0,0
2.248748779,0.025627717,0.9958861,-0.08691402,-0.1906269,0.09021564,0.97750825,0.98132795,-0.0084831575,0.19215472,2.0,0
2.253143311,0.025641557,0.9958962,-0.086794056,-0.19085665,0.09010255,0.977474,0.981283,-0.008498732,0.19238378,2.0,0
2.25756836,0.020230213,0.9980599,-0.05888325,-0.19169176,0.06167467,0.97951543,0.9812466,-0.008528371,0.19256754,2.0,0
2.261962891,0.020241639,0.998065,-0.05879177,-0.19190481,0.06158895,0.979479,0.98120475,-0.008543838,0.19278015,2.0,0
2.26638794,0.0202543,0.9980707,-0.058690403,-0.19216552,0.061494194,0.979434,0.98115355,-0.00855948,0.19304031,2.0,0
2.270782471,0.026387088,0.99564457,-0.08941868,-0.19174589,0.09282997,0.97704464,0.98108983,-0.008635697,0.19336025,2.0,0
2.27520752,0.02638374,0.9956421,-0.08944668,-0.19213052,0.09286018,0.9769662,0.98101467,-0.008590583,0.19374323,2.0,0
2.279602051,0.026403006,0.995656,-0.089285575,-0.19251305,0.09270918,0.9769051,0.9809391,-0.008604592,0.19412458,2.0,0
2.283996582,0.030974142,0.9931969,-0.11225159,-0.1922317,0.11612829,0.9744543,0.98086065,-0.008604573,0.19452092,2.0,0
2.288421631,0.030991174,0.993213,-0.11210491,-0.19261484,0.11599106,0.9743951,0.980785,-0.008604579,0.19490226,2.0,0
2.292816162,0.031044412,0.993263,-0.11164639,-0.19303995,0.11555538,0.9743626,0.98069966,-0.008696301,0.19532679,2.0,0
2.297241211,0.026797665,0.995548,-0.09036588,-0.1940133,0.093859114,0.9764986,0.9806329,-0.008635701,0.19566476,2.0,0
2.301635742,0.02683744,0.9955828,-0.08997068,-0.1942728,0.09348156,0.9764832,0.9805804,-0.008727453,0.19592345,2.0,0
2.306060791,0.026855022,0.9955981,-0.08979597,-0.19448717,0.093315564,0.9764563,0.98053735,-0.008758591,0.19613703,2.0,0
2.310455322,0.02430111,0.9967386,-0.076951675,-0.19488451,0.080220886,0.97754014,0.98052514,-0.00875862,0.19619839,2.0,0
2.314849854,0.024320858,0.9967507,-0.0767888,-0.1949608,0.080065705,0.9775376,0.9805094,-0.008803742,0.1962746,2.0,0
2.319274903,0.024330411,0.99675655,-0.07670998,-0.19488418,0.0799896,0.97755915,0.9805245,-0.0088348575,0.19619825,2.0,0
2.323669434,0.017901044,0.9988453,-0.044582326,-0.19550233,0.047225535,0.9795655,0.98053986,-0.008819296,0.19612198,2.0,0
2.328094483,0.0178877,0.99883986,-0.044711817,-0.19534944,0.047348537,0.9795901,0.98057055,-0.008788187,0.19596972,2.0,0
2.332489014,0.017904371,0.99884665,-0.044550024,-0.19508933,0.047190785,0.9796494,0.980622,-0.008848772,0.19570926,2.0,0
2.336914063,0.017910155,0.9988491,-0.04449389,-0.19478577,0.04713412,0.97971267,0.9806823,-0.008880029,0.19540577,2.0,0
2.341308594,0.031298436,0.993227,-0.11189609,-0.19278061,0.11584761,0.9743794,0.98074263,-0.008925149,0.19510072,2.0,0
2.345703125,0.031273607,0.9932047,-0.11209908,-0.19248948,0.11603926,0.97441393,0.98080057,-0.008895547,0.19481045,2.0,0
2.350128174,0.0315393,0.9930265,-0.11359462,-0.1921995,0.11755566,0.97428954,0.9808489,-0.008895576,0.1945668,2.0,0
2.354522705,0.03154978,0.99303615,-0.113506936,-0.19192204,0.11746915,0.9743546,0.9809029,-0.008956199,0.19429164,2.0,0
2.358947754,0.031554442,0.9930405,-0.11346804,-0.191646,0.11742937,0.9744139,0.9809568,-0.009001388,0.19401763,2.0,0
2.363342285,0.02846543,0.9947969,-0.097820744,-0.19188072,0.10147845,0.9761577,0.9810054,-0.009016836,0.19377096,2.0,0
2.367767334,0.028465955,0.9947972,-0.09781634,-0.19159208,0.10147158,0.9762151,0.9810618,-0.0090480605,0.19348378,2.0,0
2.372161865,0.028477626,0.9948065,-0.09771896,-0.19129863,0.10137555,0.97628266,0.9811187,-0.009108708,0.19319206,2.0,0
2.376586914,0.02954847,0.9942164,-0.10325013,-0.19087659,0.10700677,0.9757641,0.9811692,-0.009124304,0.19293453,2.0,0
2.380981445,0.029558046,0.9942249,-0.103166424,-0.19055437,0.10692345,0.97583634,0.9812316,-0.009185003,0.19261432,2.0,0
2.385375977,0.029580502,0.9942446,-0.10297004,-0.19026189,0.10673227,0.97591436,0.98128766,-0.009276763,0.19232401,2.0,0
2.389801026,0.021111757,0.9979985,-0.059609458,-0.19105037,0.06255114,0.97958505,0.9813531,-0.009292354,0.19198854,2.0,0
2.394195557,0.021112725,0.99799895,-0.059600297,-0.19084966,0.062540434,0.97962487,0.98139215,-0.009307856,0.1917882,2.0,0
2.398620606,0.02108904,0.99798614,-0.059824426,-0.19054343,0.06275301,0.979671,0.98145217,-0.00926117,0.1914831,2.0,0
2.403015137,0.020622382,0.9981409,-0.057354562,-0.19030707,0.060236868,0.9798749,0.981508,-0.009292376,0.19119547,2.0,0
2.407440186,0.020622717,0.99814105,-0.05735161,-0.19032207,0.060234174,0.9798721,0.98150504,-0.009292348,0.19121045,2.0,0
2.411834717,0.020607803,0.9981338,-0.05748268,-0.1901826,0.06035868,0.97989154,0.98153245,-0.009261208,0.19107154,2.0,0
2.416229248,0.020594157,0.9981271,-0.057602596,-0.19007437,0.06047277,0.9799054,0.9815536,-0.009231551,0.19096379,2.0,0
2.420654297,0.020587299,0.99812376,-0.057662908,-0.19002922,0.060530253,0.97991055,0.9815625,-0.009216075,0.19091885,2.0,0
2.425048828,0.020597773,0.9981289,-0.057570867,-0.19000086,0.060441628,0.9799217,0.98156786,-0.009245689,0.19089033,2.0,0
2.429473877,0.024706878,0.9965782,-0.07887605,-0.18944632,0.08213791,0.97844946,0.98158014,-0.009231654,0.19082744,2.0,0
2.433868408,0.024728479,0.9965924,-0.07868968,-0.18958591,0.08196038,0.97843736,0.98155266,-0.009276812,0.19096664,2.0,0
2.438293457,0.024720913,0.99658746,-0.078754954,-0.18972127,0.0820243,0.97840583,0.98152673,-0.009245594,0.19110155,2.0,0
2.442687988,0.017710518,0.99894065,-0.042471975,-0.19050504,0.04507187,0.9806509,0.98152643,-0.00927671,0.19110149,2.0,0
2.447113037,0.017723942,0.99894536,-0.042356234,-0.19059692,0.04496169,0.9806382,0.9815084,-0.009307806,0.1911928,2.0,0
2.451507569,0.017734936,0.99894917,-0.04226145,-0.19058226,0.044870608,0.98064524,0.98151106,-0.009337395,0.19117777,2.0,0
2.4559021,0.02691935,0.9956161,-0.08957725,-0.18950324,0.093067445,0.97745955,0.98151106,-0.009337395,0.19117777,2.0,0
2.460327149,0.02692465,0.9956201,-0.089530505,-0.18948808,0.093022406,0.9774666,0.98151374,-0.009352981,0.19116274,2.0,0
2.46472168,0.026914185,0.995612,-0.08962269,-0.18952098,0.09311124,0.9774518,0.9815078,-0.009321937,0.19119541,2.0,0
2.469146729,0.028367003,0.9948764,-0.09703778,-0.18930706,0.10066693,0.9767441,0.9815081,-0.0093373675,0.19119275,2.0,0
2.47354126,0.028367147,0.9948765,-0.09703642,-0.1893097,0.100665644,0.9767437,0.98150754,-0.009337495,0.19119537,2.0,0
2.477966309,0.028361425,0.9948714,-0.09709035,-0.18930717,0.10071748,0.9767388,0.9815082,-0.009321809,0.19119278,2.0,0
2.48236084,0.02553506,0.9962512,-0.082653016,-0.18973906,0.08600706,0.9780603,0.9815025,-0.009292323,0.19122395,2.0,0
2.486755371,0.025540058,0.99625456,-0.08261021,-0.1897104,0.08596571,0.97806937,0.98150784,-0.009307934,0.19119543,2.0,0
2.49118042,0.025551332,0.9962623,-0.08251367,-0.18971027,0.08587308,0.9780776,0.98150754,-0.009337495,0.19119537,2.0,0
2.495574951,0.025397737,0.99633926,-0.081627704,-0.18976033,0.08497439,0.9781463,0.9815018,-0.009353001,0.19122382,2.0,0
2.5,0.025415594,0.9963506,-0.08148371,-0.1897601,0.084836446,0.9781584,0.98150146,-0.00939812,0.19122376,2.0,0
2.504394531,0.025416099,0.9963509,-0.081479646,-0.18977514,0.0848327,0.97815585,0.9814986,-0.009398093,0.19123875,2.0,0
2.50881958,0.024781462,0.99662435,-0.07826727,-0.18989153,0.08155871,0.9784117,0.9814923,-0.009384178,0.19127168,2.0,0
2.513214111,0.024781914,0.99662465,-0.078263216,-0.18990657,0.08155496,0.97840905,0.98148936,-0.00938415,0.19128665,2.0,0
2.517608643,0.024793286,0.99663234,-0.07816143,-0.18992008,0.08145735,0.97841454,0.98148644,-0.009413686,0.19130011,2.0,0
2.522033692,0.026892796,0.99566364,-0.08905461,-0.18964857,0.092550635,0.9774803,0.98148364,-0.009398099,0.19131511,2.0,0
2.526428223,0.02690971,0.9956765,-0.08890505,-0.18963327,0.09240691,0.9774969,0.9814862,-0.009444803,0.19130005,2.0,0
2.530853272,0.026904417,0.9956725,-0.08895184,-0.1896484,0.09245196,0.9774896,0.9814833,-0.009429215,0.19131505,2.0,0
2.535247803,0.026970264,0.99565494,-0.08912853,-0.18964055,0.09263796,0.9774737,0.9814831,-0.009460333,0.19131501,2.0,0
2.539672852,0.026975501,0.99565893,-0.089082345,-0.18964046,0.09259362,0.97747785,0.9814829,-0.009474335,0.19131498,2.0,0
2.544067383,0.026974978,0.9956586,-0.089086935,-0.18962543,0.09259789,0.9774805,0.9814859,-0.009474364,0.19129999,2.0,0
2.548492432,0.0249536,0.9965744,-0.07884531,-0.18985382,0.08215876,0.9783687,0.9814952,-0.00944474,0.19125365,2.0,0
2.552886963,0.024971047,0.99658626,-0.0786907,-0.18987176,0.082010485,0.97837776,0.9814913,-0.009489976,0.19127148,2.0,0
2.557281494,0.024971921,0.99658686,-0.07868298,-0.18990031,0.08200335,0.9783727,0.98148566,-0.009489922,0.19129995,2.0,0
2.561706543,0.031557534,0.9931389,-0.11260188,-0.1887207,0.11655218,0.9750898,0.98152363,-0.009521122,0.19110398,2.0,0
2.566101074,0.03154076,0.9931235,-0.112742566,-0.18848774,0.11668484,0.9751189,0.9815689,-0.009505398,0.19087194,2.0,0
2.570526123,0.03152212,0.99310637,-0.112898886,-0.18821281,0.116832115,0.97515446,0.9816222,-0.009489918,0.19059813,2.0,0
2.574920654,0.03049236,0.9936521,-0.108285114,-0.18809876,0.11210437,0.97573125,0.9816767,-0.009384052,0.19032307,2.0,0
2.579345703,0.03048011,0.9936405,-0.1083948,-0.18780968,0.11220697,0.975775,0.9817323,-0.009384138,0.1900354,2.0,0
2.583740235,0.030436764,0.9935995,-0.108783044,-0.18759438,0.11257798,0.9757739,0.9817749,-0.009292311,0.18982019,2.0,0
2.588134766,0.030405639,0.99356985,-0.109061725,-0.1872731,0.11284273,0.9758049,0.9818372,-0.009245646,0.18949996,2.0,0
2.592559815,0.028634375,0.9946039,-0.09971642,-0.18732275,0.10332931,0.9768487,0.981881,-0.009292298,0.18927068,2.0,0
2.596954346,0.028596854,0.99457276,-0.10003638,-0.18697312,0.10363318,0.97688353,0.9819488,-0.009231682,0.18892194,2.0,0
2.601379395,0.011645402,0.99986476,-0.011607354,-0.18863624,0.013596457,0.98195285,0.981978,-0.009245668,0.18876909,2.0,0
2.605773926,0.011626708,0.9998631,-0.011770122,-0.1883582,0.013750175,0.982004,0.98203146,-0.009200477,0.1884923,2.0,0
2.610198975,0.011613819,0.9998619,-0.011882369,-0.18816134,0.013856151,0.98204035,0.98206943,-0.009169436,0.1882963,2.0,0
2.614593506,0.021746716,0.997649,-0.06499001,-0.18707347,0.06791782,0.9799955,0.9821053,-0.009153775,0.18811062,2.0,0
2.619018555,0.021720855,0.99763477,-0.06521653,-0.18696655,0.068134464,0.9800007,0.9821261,-0.00909314,0.18800426,2.0,0
2.623413086,0.021710899,0.9976292,-0.06530373,-0.18681358,0.068216845,0.98002404,0.98215544,-0.009077579,0.18785173,2.0,0
2.627807617,0.021696884,0.99762154,-0.06542649,-0.18670833,0.06833384,0.9800361,0.9821758,-0.00904806,0.18774685,2.0,0
2.632232666,0.021689279,0.9976173,-0.06549309,-0.1866452,0.068397254,0.98004365,0.982188,-0.009032468,0.18768395,2.0,0
2.636627197,0.021678213,0.99761117,-0.06559001,-0.18667522,0.06849067,0.98003143,0.98218256,-0.009001299,0.18771404,2.0,0
2.641052246,0.024995245,0.99623597,-0.08300076,-0.18610674,0.086212434,0.9787398,0.98221153,-0.009016839,0.18756114,2.0,0
2.645446778,0.02499723,0.9962375,-0.08298217,-0.18616839,0.08619512,0.9787298,0.98219985,-0.009016874,0.18762256,2.0,0
2.649871826,0.024997704,0.9962379,-0.08297774,-0.18618347,0.08619099,0.9787272,0.9821969,-0.009016848,0.18763758,2.0,0
2.654266358,0.020109344,0.9981523,-0.057336643,-0.18665266,0.06008803,0.98058665,0.9822202,-0.009016919,0.18751612,2.0,0
2.658660889,0.020091219,0.998142,-0.057522796,-0.18652938,0.060266387,0.98059916,0.98224396,-0.008971742,0.18739365,2.0,0
2.663085938,0.020115834,0.99815613,-0.05727,-0.18645352,0.060021948,0.9806287,0.98225784,-0.009047969,0.18731709,2.0,0
2.667480469,0.022887094,0.9971277,-0.07219809,-0.18607192,0.0752038,0.97965395,0.98226964,-0.008987394,0.18725865,2.0,0
2.671905518,0.022881335,0.9971241,-0.07225042,-0.18587084,0.07525228,0.9796882,0.9823076,-0.00898733,0.18705814,2.0,0
2.676300049,0.022883562,0.99712545,-0.07223016,-0.18576558,0.075231835,0.9797098,0.9823276,-0.009001373,0.18695316,2.0,0
2.680725098,0.01874167,0.9985487,-0.05049109,-0.18590733,0.05309968,0.9811315,0.98238856,-0.009001376,0.18663268,2.0,0
2.685119629,0.018735815,0.99854577,-0.05054927,-0.18560095,0.053152945,0.9811865,0.9824466,-0.009001338,0.18632692,2.0,0
2.68951416,0.018714935,0.99853563,-0.050756816,-0.18534082,0.05335062,0.98122495,0.9824961,-0.0089562535,0.18606788,2.0,0
2.693939209,0.029422129,0.9937134,-0.10801865,-0.18352622,0.11159875,0.97665954,0.9825744,-0.008911149,0.18565594,2.0,0
2.69833374,0.029404165,0.99369645,-0.108179204,-0.1831094,0.11174944,0.9767205,0.98265266,-0.008911027,0.18524106,2.0,0
2.702758789,0.029377118,0.9936709,-0.10842094,-0.18261877,0.1119776,0.97678614,0.98274475,-0.00889547,0.18475254,2.0,0
2.70715332,0.02637038,0.9953506,-0.09263789,-0.18267852,0.09590788,0.9784837,0.982819,-0.008880032,0.18435831,2.0,0
2.711578369,0.026357591,0.9953408,-0.09274717,-0.18234314,0.096009925,0.9785363,0.98288167,-0.00888005,0.18402414,2.0,0
2.715972901,0.02633382,0.9953225,-0.09295024,-0.1818815,0.09620104,0.9786034,0.9829678,-0.008864439,0.18356407,2.0,0
2.720397949,0.022932205,0.9969527,-0.07456071,-0.1819742,0.07749696,0.9802446,0.98303586,-0.008911044,0.18319687,2.0,0
2.724792481,0.02292629,0.9969487,-0.074615814,-0.1815937,0.077546604,0.9803113,0.9831064,-0.008925137,0.18281749,2.0,0
2.729187012,0.022923876,0.99694717,-0.07463831,-0.18131553,0.07756577,0.9803614,0.9831578,-0.008940599,0.18254009,2.0,0
2.733612061,0.027049543,0.9948808,-0.09736728,-0.18045314,0.10066247,0.9784189,0.9832115,-0.008895554,0.18225226,2.0,0
2.738006592,0.027027328,0.9948631,-0.09755562,-0.18020833,0.100841455,0.9784458,0.9832571,-0.008864438,0.18200806,2.0,0
2.742431641,0.027041946,0.99487484,-0.09743169,-0.17997722,0.10072013,0.97850084,0.9832991,-0.008925078,0.18177846,2.0,0
2.746826172,0.025279235,0.995815,-0.08782608,-0.17994434,0.09095188,0.9794629,0.9833519,-0.008956268,0.18149047,2.0,0
2.751251221,0.025270937,0.99580884,-0.0878987,-0.17971401,0.09101971,0.97949904,0.98339427,-0.008956229,0.18126094,2.0,0
2.755645752,0.02525552,0.99579734,-0.0880336,-0.17945383,0.091147244,0.97953486,0.9834422,-0.008940695,0.1810016,2.0,0
2.760040283,0.027919224,0.99431276,-0.10277425,-0.17887285,0.10612431,0.9781319,0.9834759,-0.0089251585,0.18081848,2.0,0
2.764465332,0.027912714,0.9943072,-0.10283042,-0.17871946,0.106177,0.9781543,0.983504,-0.0089251455,0.18066573,2.0,0
2.768859863,0.027903546,0.9942993,-0.10290953,-0.17850405,0.10625122,0.97818553,0.9835434,-0.008925079,0.18045123,2.0,0
2.773284912,0.024431545,0.99617493,-0.08389619,-0.17882869,0.08692258,0.980033,0.9835768,-0.008940673,0.18026832,2.0,0
