Time,Rot1,Rot2,Rot3,Rot4,Rot5,Rot6,Rot7,Rot8,Rot9,FRot1,FRot2,FRot3,FRot4,FRot5,FRot6,FRot7,FRot8,FRot9,AccX,AccY,AccZ,GravX,GravY,GravZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Imid
0.461303711,0.6684625,0.7437447,-0.0013156014,-0.7437331,0.6684397,-0.0070276586,-0.0043473835,0.005676183,0.9999744,0.73385996,0.67930037,-8.30363E-4,-0.6792904,0.7338413,-0.0064510293,-0.003772832,0.0052982094,0.9999789,0.03829956,-0.01914978,10.036484,-0.042633057,0.055664063,9.806351,0.010650635,0.003189087,-0.0021362305,-23.031616,20.66803,-18.269348,0
0.465667725,0.6684625,0.7437447,-0.0013156014,-0.7437331,0.6684397,-0.0070276586,-0.0043473835,0.005676183,0.9999744,0.7326171,0.6806406,-7.833622E-4,-0.6806302,0.7325985,-0.0064770225,-0.0038346346,0.0052783573,0.9999787,-0.05265808,0.0622406,9.988602,-0.042633057,0.055664063,9.806351,-0.006378174,0.011703491,0.0021209717,-23.031616,20.66803,-18.269348,0
0.470031738,0.64912766,0.76067805,-0.0014963313,-0.7606671,0.6491045,-0.007012452,-0.0043629427,0.0056901863,0.99997437,0.7313687,0.68198174,-8.5593783E-4,-0.6819715,0.7313496,-0.006529209,-0.0038268117,0.0053589847,0.9999783,-0.08618164,0.07661438,9.945511,-0.042785645,0.05580139,9.806351,0.017044067,-0.004272461,-0.007461548,-23.21167,19.770813,-18.788147,0
0.47442627,0.6491116,0.76069176,-0.0014621532,-0.76068056,0.6490887,-0.006983132,-0.0043629436,0.0056450637,0.9999745,0.7298196,0.6836392,-8.932587E-4,-0.68362916,0.7298003,-0.0065402025,-0.0038192384,0.0053838254,0.99997824,-0.04309082,-0.05265808,9.811432,-0.042785645,0.055358887,9.806351,0.004257202,-0.004272461,0.0021209717,-23.21167,19.770813,-18.788147,0
0.478790283,0.64911246,0.7606911,-0.001463882,-0.76067996,0.64908946,-0.007005069,-0.0043785027,0.005660623,0.9999744,0.7282819,0.68527704,-9.386698E-4,-0.68526703,0.7282623,-0.006566682,-0.0038163986,0.0054256353,0.999978,-0.0622406,0.11012268,10.00296,-0.042938232,0.055511475,9.806351,0.008514404,-0.0032043457,-0.0032043457,-23.21167,19.770813,-18.788147,0
0.483154297,0.6433265,0.7655905,-0.0014931259,-0.7655795,0.6433037,-0.006973751,-0.0043785037,0.005629505,0.99997467,0.7267746,0.68687546,-9.4402186E-4,-0.6868653,0.7267547,-0.006604804,-0.0038506056,0.005448619,0.99997777,-0.03829956,-0.028717041,10.113098,-0.042938232,0.0552063,9.806351,0.004257202,0.0053253174,-0.0021362305,-23.570251,19.770813,-18.096924,0
0.487548828,0.64330655,0.7656073,-0.0014487504,-0.7655961,0.64328396,-0.0069565973,-0.004394064,0.0055843825,0.9999748,0.7251676,0.6885718,-9.458496E-4,-0.6885618,0.725148,-0.0065576304,-0.0038295186,0.0054066563,0.99997807,-0.1197052,-0.07182312,10.050858,-0.04309082,0.054763794,9.806351,-0.010635376,-0.007461548,-0.009597778,-23.570251,19.770813,-18.096924,0
0.491912842,0.6433155,0.7655997,-0.0014686888,-0.76558876,0.64329296,-0.0069327904,-0.0043629454,0.0055843834,0.99997497,0.7235914,0.6902278,-0.0010302663,-0.6902183,0.7235717,-0.006531964,-0.0037630717,0.005437582,0.9999781,0.05744934,0.05744934,10.050858,-0.042785645,0.054763794,9.806351,0.0063934326,-0.018112183,-0.008529663,-23.570251,19.770813,-18.096924,0
0.496276855,0.65450704,0.7560546,-0.0013649742,-0.7560434,0.65448475,-0.006931696,-0.0043473863,0.0055688242,0.9999751,0.722075,0.69181395,-0.0010602099,-0.6918045,0.7220551,-0.006556659,-0.0037704583,0.0054678572,0.99997795,-0.0143585205,0.0335083,9.897629,-0.042633057,0.054611206,9.806351,0.0063934326,-0.0010681152,0.0021209717,-22.673035,19.592285,-19.651794,0
0.500671387,0.6545129,0.75604963,-0.0013766855,-0.7560384,0.6544906,-0.0069418903,-0.004347386,0.005584384,0.999975,0.7207801,0.6931629,-0.0011165291,-0.6931536,0.72075975,-0.0065908376,-0.0037637746,0.0055244705,0.99997765,-0.05265808,0.08139038,9.955078,-0.042633057,0.054763794,9.806351,0.012786865,-0.004272461,-0.0010681152,-22.673035,19.592285,-19.651794,0
