Serial,Time,Imid,ax,ay,az,vx,vy,vz,dx,dy,dz,mx,my,mz,nsax,nsay,nsaz,ax1,ay1,ayz,0.061554186,0.08783581,0.05899143
1102,4.85941,1,0.018122874,0.026084183,0.020854592,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.11227319,-0.023656487,-0.032256853,0.005533242,-0.017788205,-0.013518319,,,
1103,4.8641706,1,-0.009196186,0.059200443,-0.00222454,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.014916614,-0.20632538,0.002601511,0.004709833,-0.01590291,-0.011034356,,,
1104,4.868901,1,0.034736395,0.027380953,-0.03154762,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.02658753,-0.05307359,-0.11766382,0.005177521,-0.012517347,-0.009160193,,,
1105,4.8736615,1,0.01074352,0.006181787,-0.03593963,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.08266474,0.14909312,0.019526795,0.006951005,-0.007306959,-0.008472068,,,
1106,4.8783917,1,0.05505751,0.05751015,-0.006744756,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.025350427,0.034712605,0.06671586,0.010175129,7.18E-05,-0.008662299,,,
1107,4.883122,1,0.10068027,0.034438774,-0.031696428,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.08803764,-0.0613892,-0.08144819,0.015181989,0.009204044,-0.009377135,,,
1108,4.887669,1,0.060210314,8.27E-04,-0.019165536,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.04801607,-0.037280068,0.123827584,0.021076895,0.017795054,-0.0104125,,,
1109,4.8921247,1,-0.014980997,-0.061908785,-0.024049832,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.050690617,0.002837382,-0.100648224,0.026730707,0.024611637,-0.011769777,,,
1110,4.8964887,1,-0.00233739,0.009052748,-0.001780868,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.064941406,-0.03530313,-0.029114306,0.03110197,0.030358447,-0.012820577,,,
1111,4.9008527,1,-0.010732962,-0.002585716,0.009786711,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.035350125,0.10709735,0.0738103,0.033040006,0.034052793,-0.013529919,,,
1112,4.9052167,1,-0.014812744,0.003858548,9.86E-04,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.026138809,0.1819194,-0.008673185,0.032451894,0.035177045,-0.014169608,,,
1113,4.9095807,1,0.006072831,-0.046500783,-0.006147541,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.081284136,0.090826966,-0.06351611,0.03051029,0.03369879,-0.014895828,,,
1114,4.9139447,1,0.026694482,-0.052218154,-0.01915872,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.03747532,1.83E-04,-0.03777361,0.02831299,0.030473474,-0.015709968,,,
1115,4.9183087,1,0.051036004,-0.016383959,-0.036599863,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.10438798,0.120112516,0.010222246,0.026789112,0.025862347,-0.016163794,,,
1116,4.9226727,1,0.09464529,0.03794338,-0.02135914,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.20409265,0.047968738,-0.08766622,0.02660493,0.01920927,-0.016428946,,,
1117,4.927037,1,0.07820946,-0.008097551,-0.0328125,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.055360783,-0.005001448,-0.009616127,0.028005116,0.010469174,-0.01697996,,,
1118,4.931401,1,0.044606514,0.009919331,0.006392045,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.077349916,-0.14363179,-0.067240536,0.030122902,3.72E-04,-0.01749927,,,
1119,4.935765,1,-0.015731148,-0.06275476,-0.013141135,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.006350745,0.09229923,0.048113663,0.03214533,-0.00966756,-0.017802466,,,
1120,4.940129,1,-0.023107992,-0.03835034,-0.024808673,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.055139344,-0.027616784,0.027842958,0.03302225,-0.018863209,-0.017255627,,,
1121,4.944493,1,-0.010147758,0.020518428,-0.009563943,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.0390803,-0.031280525,-0.019467834,0.031624667,-0.026396746,-0.016025575,,,
1122,4.948857,1,-0.025843792,-0.010367198,0.02681903,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.025545932,-0.17647807,0.003850783,0.028065763,-0.03153331,-0.01474491,,,
1123,4.953221,1,-0.006880928,0.015921408,0.001460874,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.02729445,-0.11525582,-0.013710508,0.023382863,-0.034471992,-0.013304931,,,
1124,4.957585,1,0.020267978,0.037435338,-0.041765604,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.08847743,-0.018274195,-0.0611601,0.018942414,-0.034495898,-0.011850965,,,
1125,4.961949,1,0.022442412,-0.015794376,-0.023501016,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.1435829,0.07153303,-0.017958209,0.01634126,-0.03096444,-0.011159966,,,
1126,4.966313,1,0.075474896,0.00884074,-0.008183515,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.061932657,-0.06122385,-0.04428869,0.015640972,-0.02526846,-0.011468411,,,
1127,4.970677,1,0.08023649,-0.047930744,-0.03125,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.045559634,0.06145405,0.058751073,0.01595164,-0.019008197,-0.012197185,,,
1128,4.975041,1,0.03214286,-0.07457483,-0.003207377,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.0535081,-0.14343554,-0.03255717,0.016610261,-0.01366564,-0.012925328,,,
1129,4.979405,1,-0.007759209,-0.035300136,0.007370182,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.04581012,-0.067707784,-0.06385352,0.016903635,-0.010158355,-0.013008553,,,
1130,4.983769,1,-0.028741496,-0.035671767,0.017772108,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.001609795,0.100644745,-0.009440451,0.015864134,-0.00902915,-0.012149778,,,
1131,4.988133,1,0.005555438,9.20E-04,0.018246787,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.06407352,-0.032927923,0.08962106,0.013353544,-0.01022449,-0.010180076,,,
1132,4.992497,1,0.04371608,-0.01484057,0.03273406,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.02245006,0.10305289,-0.005699619,0.010618262,-0.012911524,-0.007124003,,,
1133,4.996861,1,0.0450542,-0.023305174,0.015979633,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.015164483,0.113376535,-0.09016069,0.009570594,-0.015656069,-0.003397315,,,
1134,5.001225,1,0.041624323,0.03908367,-0.00639397,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.023724966,-0.08920595,0.003769673,0.01149504,-0.017588023,4.95E-04,,,
1135,5.005589,1,0.04430272,5.10E-04,0.041645408,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.10926199,0.015642777,0.012602967,0.016285948,-0.018455826,0.004520528,,,
1136,5.009953,1,0.031887755,-0.05267857,9.67E-04,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.114548415,-0.12018305,-0.06252749,0.022692617,-0.019323438,0.008972093,,,
1137,5.014317,1,0.028839648,0.003044655,-0.005053281,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.014987001,-0.14907017,0.013634344,0.02893327,-0.021349307,0.01342648,,,
1138,5.018681,1,0.017215062,-0.022642469,-0.022748474,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.016680297,0.022937007,0.04049014,0.03353061,-0.02420885,0.01709843,,,
1139,5.023045,1,-0.005659533,-0.011340382,-0.036408596,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.053410407,-0.0661973,0.055704188,0.035946228,-0.026325677,0.01949077,,,
1140,5.027409,1,-0.023469388,0.036851615,-0.024117772,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.050374534,0.009748019,0.028741036,0.035971608,-0.026223855,0.020440858,,,
1141,5.031773,1,0.010282939,-0.03462838,-0.012336359,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.12807581,-0.039414432,0.059880223,0.033701845,-0.023262247,0.019741291,,,
1142,5.036137,1,0.014733356,-0.009383492,-0.009988536,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.070653945,-0.07418193,0.037292924,0.030128535,-0.018147614,0.017011663,,,
1143,5.040501,1,-0.014185298,-0.02231538,0.004753133,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.041776408,0.11412815,0.007008412,0.02599522,-0.012298671,0.012539723,,,
1144,5.044865,1,0.030701755,0.030575236,-0.007978555,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.044387657,-0.0091777,0.13347794,0.021646045,-0.007184974,0.007318888,,,
1145,5.049229,1,0.037668917,0.04404561,0.044847973,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.02298129,-0.13091014,-0.026176445,0.01787579,-0.002864022,0.001933719,,,
1146,5.053593,1,0.015497276,-0.028865803,-0.02209639,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.009261444,0.12034465,0.005654744,0.014505466,7.66E-04,-0.003079144,,,
1147,5.057957,1,0.040865384,0.024207152,-0.008729757,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.025655095,-0.014496464,-0.06891936,0.010913478,0.003897878,-0.007611346,,,
1148,5.062321,1,-0.014949123,-0.03150545,-0.017753746,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.011889366,0.00559444,-0.094145454,0.007268573,0.006970352,-0.011668368,,,
1149,5.066685,1,-0.02496163,-0.04297408,0.047695685,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.050737046,0.1297757,-0.05443975,0.003678759,0.009029085,-0.014974923,,,
1150,5.071049,1,0.0180611,-0.02844769,-0.003969939,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.0181983,-0.13376659,-0.03393102,7.66E-04,0.009218464,-0.016488208,,,
1151,5.075413,1,0.009213655,-0.04636549,-0.002059273,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.018200573,0.021160483,-0.041297797,-7.71E-04,0.00703722,-0.015969906,,,
1152,5.0797772,1,-0.024697239,-0.054031163,-0.008405319,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.091332614,-0.051868536,0.015798591,-0.00136894,0.002833193,-0.013601756,,,
1153,5.0841413,1,-0.002146982,-0.03531504,0.007410231,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.06291456,0.07814405,-0.031288333,-0.001787806,-0.002870129,-0.009634896,,,
1154,5.0885053,1,0.03903061,-0.010565477,-0.017006803,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.042176522,0.11966858,0.10306536,-0.001933658,-0.009762317,-0.004570467,,,
1155,5.0928693,1,0.003439199,-0.006368886,0.030613111,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.011615286,-0.08208098,-0.08675554,-0.001472828,-0.016824748,2.89E-04,,,
1156,5.0972333,1,0.02191723,-0.033488177,0.016251188,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.08495177,0.08730651,0.013134,-4.56E-04,-0.022877501,0.00450206,,,
1157,5.1015973,1,0.026870748,0.074744895,-0.020833334,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.07866803,-0.09255705,-0.013415051,0.001026394,-0.027660364,0.007781293,,,
1158,5.1059613,1,0.013383014,0.042030614,0.027518656,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.04039375,-0.09350853,0.17535308,0.002603313,-0.030003676,0.009917946,,,
1159,5.1103253,1,0.032202743,-0.003472222,-0.001778455,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.08228952,-0.05650706,-0.043376137,0.004271373,-0.029772,0.011446163,,,
1160,5.1146894,1,0.04402248,0.026641263,-0.012548961,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.009557935,-0.06693535,0.004838806,0.006451765,-0.027987326,0.01207774,,,
1161,5.1190534,1,0.0338295,0.03816919,0.04300575,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.08459845,-0.11039446,-0.018940002,0.009162334,-0.024139654,0.011886392,,,
1162,5.1234174,1,0.003741944,-0.06487449,0.032967266,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.016086543,-0.051025398,0.020811744,0.012471137,-0.018025298,0.011829223,,,
1163,5.1277814,1,0.0125,-0.088690475,0.010267857,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.06979303,-0.03631121,-0.057839658,0.016505314,-0.011005028,0.012328544,,,
1164,5.1321454,1,0.057666216,-0.007462686,-0.014098542,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.052658115,-0.024463736,0.07583432,0.020881064,-0.004931331,0.013060863,,,
1165,5.1365094,1,0.05312924,0.004800659,-0.012858294,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.04799343,-0.058670685,0.046075538,0.025597988,-1.74E-04,0.013190845,,,
1166,5.1408734,1,0.051190477,-0.009491921,-0.04247449,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.037107233,0.2285361,-0.07183285,0.030834991,0.003961292,0.012575033,,,
1167,5.1452374,1,0.055697277,0.05977891,-0.008928572,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.0391185,0.093243144,0.092658594,0.03629889,0.007556295,0.011087336,,,
1168,5.1496015,1,0.04972752,0.037167914,0.012282868,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.085421175,-0.008117639,-0.06598058,0.042207703,0.011108236,0.009137892,,,
1169,5.1539655,1,0.026815878,-0.049028717,0.001467483,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.07424009,0.10971821,-0.015569119,0.0482592,0.014242779,0.006540356,,,
1170,5.1583295,1,0.03307327,-0.041808005,0.014628562,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.059888493,0.12809163,0.13287409,0.053085808,0.015127759,0.003868628,,,
1171,5.1626935,1,0.006777871,0.020840371,0.031841215,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.003711101,-0.17613241,0.055078898,0.055948984,0.012595144,0.001853175,,,
1172,5.1670575,1,-0.015545497,-0.027645862,-0.018595764,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.015005754,-0.1691915,-0.006203354,0.056629375,0.007247762,6.02E-04,,,
1173,5.1714215,1,-0.021574602,-0.026069973,-0.006814708,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.11727245,0.05991622,-0.043602183,0.05470128,2.33E-04,-6.03E-04,,,
1174,5.1757855,1,0.012872629,0.006245765,0.005134231,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.092208534,0.017749056,-0.050631974,0.050039716,-0.006694763,-0.001919399,,,
1175,5.1801496,1,0.035385404,-0.015582367,-0.01067957,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.06936925,-0.03812968,-0.10585443,0.043778982,-0.011711299,-0.00359967,,,
1176,5.1845136,1,0.010047684,-0.018754257,-0.005066417,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.08828555,0.10143057,0.023226995,0.03707048,-0.013967316,-0.00567711,,,
1177,5.1888776,1,0.012626689,0.002956081,-0.011729308,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.070557,0.03635945,0.01595847,0.03040381,-0.014352367,-0.007401633,,,
1178,5.1932416,1,-0.00445822,-0.012835959,-0.015009341,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.004663178,-0.16467676,-0.002205165,0.02378959,-0.013795325,-0.00863557,,,
1179,5.1976056,1,-0.023319889,-0.017971922,1.16E-04,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.035893492,-0.088857256,0.030370727,0.016562587,-0.013005821,-0.008807424,,,
1180,5.2019696,1,-0.015418572,-0.019944105,0.033917684,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.027516022,0.10531842,0.032337915,0.008108065,-0.013015677,-0.007438684,,,
1181,5.2063336,1,9.64E-04,-0.031207483,0.028146258,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.055260073,-0.016878963,-0.09193167,-0.001319387,-0.014657842,-0.004974674,,,
1182,5.2106977,1,0.006342349,0.00110394,0.01809825,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.07908709,-0.002680101,0.008016496,-0.010265005,-0.017056353,-0.002186321,,,
1183,5.2150617,1,-0.001383685,0.024060158,-0.001692354,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.005954741,0.020603783,0.04077672,-0.017219381,-0.01829345,4.63E-04,,,
1184,5.2194257,1,0.014045424,0.018570697,0.002281314,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.039327927,-0.05889514,-0.016675793,-0.021593437,-0.017631793,0.002559844,,,
1185,5.2237897,1,0.001206809,-0.028624661,-0.02667683,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.05009585,-0.0494753,0.022573411,-0.023328504,-0.015385017,0.003995079,,,
1186,5.2281537,1,-0.015847307,-0.02557588,-0.026719173,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.01799136,-0.02284006,-0.0376036,-0.023040382,-0.01270156,0.004785866,,,
1187,5.2325177,1,-0.003291229,-0.033768784,0.016051913,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.05543493,-0.029899597,-0.044320237,-0.021733169,-0.011264767,0.004823859,,,
1188,5.2368817,1,0.033642445,0.013444275,0.022294207,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.076451555,0.01570914,0.008604334,-0.019947827,-0.011631365,0.004739992,,,
1189,5.2412457,1,0.014384502,-0.1285473,0.015160473,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.03758802,-0.026280768,0.07648865,-0.017392427,-0.012646132,0.005202437,,,
1190,5.2456098,1,0.04857337,-0.026961617,0.03400985,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.02538468,-0.082185656,0.034833893,-0.013967405,-0.014754604,0.006244983,,,
1191,5.249974,1,-0.007099873,-0.024746621,-0.020502534,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.030989256,0.06319306,0.04836926,-0.009375643,-0.017813444,0.007599767,,,
1192,5.254338,1,-0.018023107,0.028649386,-0.012141083,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.007746808,0.07518294,-0.020253047,-0.004141188,-0.020850565,0.008755465,,,
1193,5.258702,1,0.012429942,-0.029403023,-0.0323964,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.014204199,0.025194287,0.008274498,0.001123303,-0.023062019,0.008949137,,,
1194,5.263066,1,0.011209239,-0.06075917,-0.02396824,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.034039903,-0.07660037,-0.06368439,0.005930859,-0.025300574,0.007339068,,,
1195,5.26743,1,0.032185376,-0.012627551,-0.011479592,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.044587735,-0.033251964,-0.043900996,0.009742557,-0.028330423,0.003894035,,,
1196,5.271794,1,0.011253594,-0.01826793,-0.008816813,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.003771106,-0.070497766,0.07729167,0.01275691,-0.03171811,-6.56E-04,,,
1197,5.276158,1,0.032993197,0.015816327,0.001147959,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.11045949,0.08547782,0.047828257,0.015199599,-0.034873128,-0.005063878,,,
1198,5.280522,1,0.009755068,0.002090372,0.016131757,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.027628426,-0.35352623,0.004097012,0.017573697,-0.036964193,-0.008216596,,,
1199,5.284886,1,-0.029613094,-0.04914966,0.011755953,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.12621005,0.061225973,0.04794647,0.019792095,-0.03783522,-0.0096521,,,
1200,5.28925,1,0.025356174,-0.005406207,-0.016304752,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.06984316,-0.036399975,-0.102684,0.021234352,-0.036956236,-0.009956031,,,
1201,5.293614,1,0.013823342,-0.028784014,-0.029931974,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.04584822,0.0831686,-0.017038867,0.02162788,-0.033800878,-0.010371774,,,
1202,5.297978,1,-0.02744528,0.018980848,0.017721403,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.05000787,-0.1257741,-0.0706037,0.020796135,-0.02910233,-0.011606553,,,
1203,5.302342,1,-0.012688669,-0.04931973,-0.013137755,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.010141173,-0.13364951,-0.029504515,0.018393006,-0.02395114,-0.01319896,,,
1204,5.306706,1,-0.02094786,-0.08863329,0.027264463,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.08538835,0.05606664,0.012363724,0.01439691,-0.019756526,-0.014455363,,,
1205,5.31107,1,0.024974559,-0.036847014,-0.016579038,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.009379922,-0.018121421,-0.012237698,0.009570677,-0.017363014,-0.01409595,,,
1206,5.315434,1,-2.84E-04,-0.067042395,-0.019494448,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.067277506,0.088068284,-0.016440552,0.005333136,-0.017046943,-0.011990982,,,
1207,5.319798,1,0.014949325,-0.014896537,0.02027027,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.035710853,0.015501998,0.02488622,0.002243522,-0.01906584,-0.008921526,,,
1208,5.324162,1,-4.88E-04,-0.003410641,-0.026219305,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.103506476,-0.036091752,0.006036191,-9.67E-05,-0.022842782,-0.005561469,,,
1209,5.328526,1,-0.014925373,-0.033666894,-0.01903833,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.07180685,0.021718524,-0.06585821,-0.002316761,-0.026122004,-0.003123168,,,
1210,5.33289,1,0.006279601,-0.024695534,-0.030277401,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.034072295,-0.06782119,-0.036322482,-0.005028046,-0.028748656,-0.002499985,,,
1211,5.337254,1,-0.022363946,-0.08707483,0.017117746,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.084411874,0.06950582,0.09111534,-0.00783544,-0.03175139,-0.003277951,,,
1212,5.341618,1,-0.03769373,-0.044137467,-0.03261877,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.030266237,-0.10694086,-0.025908407,-0.010445938,-0.036710057,-0.004520247,,,
1213,5.345982,1,0.006002286,-0.054031163,0.023691565,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.06401126,-0.16084433,0.10062795,-0.012726786,-0.043146513,-0.005864204,,,
1214,5.350346,1,0.03895664,-0.008299458,0.029175136,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.06099001,-0.025343563,-0.06755183,-0.013864466,-0.049290534,-0.006470989,,,
1215,5.35471,1,0.07179054,0.010472973,0.006424198,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.03471263,-0.14999638,-0.03680053,-0.012994378,-0.05332802,-0.006148133,,,
1216,5.359074,1,0.02006199,-0.038807746,0.018268088,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.022212349,0.008100726,0.06574378,-0.009730173,-0.05419785,-0.005004329,,,
1217,5.363438,1,-0.00429369,0.00225034,0.028150475,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.007638868,0.0201919,-0.103159174,-0.005042192,-0.05228906,-0.003175458,,,
1218,5.367802,1,-0.013063178,-0.05682588,-0.019139566,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.026029658,-0.052791942,-0.024341222,8.03E-06,-0.048221637,-0.001224758,,,
1219,5.372166,1,-0.018102134,-0.041073848,-0.042852305,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.005658569,-0.037756532,-0.046462703,0.004695618,-0.043317605,1.76E-04,,,
1220,5.37653,1,-0.034519363,-0.06394362,-0.020380436,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.0605242,-0.1971354,0.08547772,0.007724492,-0.038828038,9.46E-04,,,
1221,5.380894,1,0.004488483,-0.057249323,4.66E-04,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.056872185,-0.037273265,-0.12607788,0.008351077,-0.03581911,0.001539519,,,
1222,5.385258,1,0.03944883,0.013285543,-0.004872081,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.054992363,-0.04071839,0.10440008,0.007914026,-0.03460415,0.002047813,,,
1223,5.389622,1,0.003154641,-0.011983401,0.034933943,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.104045406,0.090636365,0.04286277,0.008163676,-0.033692077,0.002928629,,,
1224,5.393986,1,8.82E-04,-0.038642474,0.06199597,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.13941132,0.059570484,0.014962864,0.009470869,-0.03187179,0.004447366,,,
1225,5.3983502,1,-2.97E-04,0.032757305,0.050611414,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.005579991,-0.07396666,0.05279479,0.010902617,-0.029140087,0.007330336,,,
1226,5.4027143,1,-0.013788007,5.28E-04,-0.01805717,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.03531514,0.042698763,0.054365348,0.011427719,-0.024880255,0.011248793,,,
1227,5.4070783,1,-0.02132029,-0.036670055,-0.002990557,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.021419879,-0.14477497,-0.045646604,0.010164442,-0.019979289,0.014266988,,,
1228,5.4114423,1,0.028899811,-0.051253434,-0.018329326,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.02631044,-0.019662581,-0.085858844,0.006986829,-0.01651112,0.01557458,,,
1229,5.4158063,1,-0.005547087,-0.040226966,-0.07173103,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.077445015,-0.10020849,-0.00395592,0.002823978,-0.015579378,0.014817206,,,
1230,5.4201703,1,0.011438978,-0.054138515,-0.019425675,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.06849007,-0.030182667,0.004597843,-0.001460369,-0.016997503,0.011789543,,,
1231,5.4245343,1,0.022394415,-0.029291553,0.011761325,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.1132583,0.11091059,6.53E-04,-0.004274865,-0.019149646,0.007355239,,,
1232,5.4288983,1,0.07063008,-0.049585026,0.0087229,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.06147713,-0.018565763,0.06597783,-0.004204942,-0.020690762,0.00358028,,,
1233,5.4332623,1,0.002291879,-0.02710027,-0.010840109,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.047097903,-0.10195166,0.122080855,-0.001017805,-0.021524956,0.001172266,,,
1234,5.4376264,1,-0.035368547,-0.02284307,0.036005434,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.044348188,0.13161188,0.08017018,0.003431826,-0.022133725,-1.14E-04,,,
1235,5.4419904,1,0.024350373,0.002377717,-0.007111922,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.029989991,0.007508569,-0.10931677,0.006882266,-0.022884525,-6.30E-04,,,
1236,5.4463544,1,-0.009353885,0.029581925,0.001161318,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.032315847,-0.08795626,0.008031956,0.009021618,-0.023723086,-0.001638916,,,
1237,5.4507184,1,-0.0480214,-0.05349864,-0.018087637,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.114409536,-0.046353266,-0.012869327,0.009877593,-0.02472716,-0.00390301,,,
1238,5.4550824,1,-0.035230756,-0.017285421,0.019403525,0,0,0,0,0,0,FALSE,FALSE,FALSE,-0.025467094,-0.026691347,-0.15312319,0.009290277,-0.026026024,-0.007268035,,,
1239,5.4594464,1,0.001280738,-0.0795765,-0.022967895,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.050935976,-0.065618835,0.012465985,0.007673115,-0.027504135,-0.01046364,,,
1240,5.4638104,1,-0.004500679,-0.09799592,-0.023055367,0,0,0,0,0,0,FALSE,FALSE,FALSE,0.027614592,-0.012102027,0.03671107,0.006175647,-0.029518053,-0.012699939,,,
