time,ax,ay,az,imid,cf
5.466461182,9.591171,-0.12927246,1.9105682,2.0,0
5.470886231,9.60553,-0.04309082,1.9776001,2.0,0
5.475280762,9.701294,-0.15800476,1.9440765,2.0,0
5.479675293,9.533707,-0.05265808,1.953659,2.0,0
5.484100342,9.653412,-0.08618164,1.9488678,2.0,0
5.488494873,9.595947,-0.08618164,1.8626862,2.0,0
5.492919922,9.595947,-0.12927246,1.9632416,2.0,0
5.497314453,9.60553,-0.2681427,1.6902924,2.0,0
5.501739502,9.600739,-0.17237854,1.8100128,2.0,0
5.506134033,9.672562,-0.20588684,1.7764893,2.0,0
5.510528565,9.639053,-0.17237854,1.7860718,2.0,0
5.514953613,9.557648,-0.28729248,1.7908478,2.0,0
5.519348145,9.600739,-0.1771698,1.7046661,2.0,0
5.523773194,9.643829,-0.10533142,1.7669067,2.0,0
5.528167725,9.672562,-0.20588684,1.5083466,2.0,0
5.532592774,9.682144,-0.23461914,1.7860718,2.0,0
5.536987305,9.615112,-0.10055542,1.6950836,2.0,0
5.541381836,9.610321,-0.13406372,1.8578949,2.0,0
5.545806885,9.662994,-0.10055542,1.6711426,2.0,0
5.550201416,9.648621,-0.15322876,1.7046661,2.0,0
5.554626465,9.715668,-0.19631958,1.747757,2.0,0
5.559020996,9.524124,-0.26335144,1.8531036,2.0,0
5.563446045,9.677353,-0.25856018,1.795639,2.0,0
5.567840576,9.658203,-0.14364624,1.7860718,2.0,0
5.572265625,9.658203,-0.22026062,1.8052216,2.0,0
5.576660156,9.548065,-0.1484375,1.8243713,2.0,0
5.581054688,9.60553,-0.10533142,1.8866272,2.0,0
5.585479736,9.552856,-0.20111084,1.8435211,2.0,0
5.589874268,9.528915,-0.21546936,1.7908478,2.0,0
5.594299317,9.662994,-0.25856018,1.9632416,2.0,0
5.598693848,9.753967,-0.20111084,1.8578949,2.0,0
5.603118897,9.777908,-0.1197052,1.8243713,2.0,0
5.607513428,9.60553,-0.13885498,1.8100128,2.0,0
5.611907959,9.686935,-0.20111084,1.9153595,2.0,0
5.616333008,9.615112,-0.17237854,1.747757,2.0,0
5.620727539,9.595947,-0.22505188,1.6424103,2.0,0
5.625152588,9.5767975,-0.16279602,1.7429657,2.0,0
5.629547119,9.672562,-0.11012268,1.8100128,2.0,0
5.633972168,9.595947,-0.14364624,1.5897369,2.0,0
