Serial,Time,Imid,ax,ay,az,vx,vy,vz,dx,dy,dz
247,1.0911255,0,-0.93316334,-0.8936063,1.507863,0.0,0.0,0.0,0.0,0.0,1.5955421
248,1.0954895,0,-0.922342,-0.7597165,1.487073,0.0,0.0,0.0,0.0,0.0,1.5955421
249,1.0998535,0,-0.833794,-0.87444615,1.4104128,0.0,0.0,0.0,0.0,0.0,1.5955421
250,1.1042175,0,-0.79227364,-0.6658088,1.3530102,0.0,0.0,0.0,0.0,0.0,1.5955421
251,1.1085815,0,-0.8767759,-0.7123781,1.4405413,0.0,0.0,0.0,0.0,0.0,1.5955421
252,1.1129456,0,-0.83156997,-0.78969574,1.4035378,0.0,0.0,0.0,0.0,0.0,1.5955421
253,1.1173096,0,-0.8404679,-0.6868136,1.4048977,0.0,0.0,0.0,0.0,0.0,1.5955421
254,1.1216736,0,-0.93227607,-0.7317283,1.4997234,0.0,0.0,0.0,0.0,0.0,1.5955421
255,1.1260376,0,-0.909747,-0.8241818,1.486413,0.0,0.0,0.0,0.0,0.0,1.5955421
256,1.1304016,0,-0.9539633,-0.82748127,1.5311852,0.0,0.0,0.0,0.0,0.0,1.5955421
257,1.1347656,0,-0.75515586,-0.7057712,1.3246078,0.0,0.0,0.0,0.0,0.0,1.5955421
258,1.1391296,0,-0.82865685,-0.71137226,1.397274,0.0,0.0,0.0,0.0,0.0,1.5955421
259,1.1434937,0,-0.7472422,-0.6790347,1.3141441,0.0,0.0,0.0,0.0,0.0,1.5955421
260,1.1478577,0,-0.8860941,-0.96460974,1.476079,0.0,0.0,0.0,0.0,0.0,1.5955421
261,1.1522217,0,-0.7875424,-0.70292246,1.3569765,0.0,0.0,0.0,0.0,0.0,1.5955421
262,1.1565857,0,-0.8174665,-0.6196637,1.3791084,0.0,0.0,0.0,0.0,0.0,1.5955421
263,1.1609497,0,-0.7936522,-0.54787946,1.3475409,0.0,0.0,0.0,0.0,0.0,1.5955421
264,1.1653137,0,-0.7432609,-0.69966143,1.3093376,0.0,0.0,0.0,0.0,0.0,1.5955421
265,1.1696777,0,-0.82951814,-0.7302762,1.3993244,0.0,0.0,0.0,0.0,0.0,1.5955421
266,1.1740417,0,-0.8160788,-0.66399026,1.3787556,0.0,0.0,0.0,0.0,0.0,1.5955421
267,1.1784058,0,-0.7361721,-0.58703345,1.2919302,0.0,0.0,0.0,0.0,0.0,1.5955421
268,1.1827698,0,-0.81836885,-0.72914356,1.3834772,0.0,0.0,0.0,0.0,0.0,1.5955421
269,1.1871338,0,-0.815329,-0.6892705,1.3746557,0.0,0.0,0.0,0.0,0.0,1.5955421
270,1.1914978,0,-0.8346693,-0.5902246,1.3831387,0.0,0.0,0.0,0.0,0.0,1.5955421
271,1.1958618,0,-0.81393945,-0.6026901,1.3623056,0.0,0.0,0.0,0.0,0.0,1.5955421
272,1.2002258,0,-0.81407684,-0.6035539,1.3619146,0.0,0.0,0.0,0.0,0.0,1.5955421
273,1.2045898,0,-0.84965277,-0.6411618,1.4099216,0.0,0.0,0.0,0.0,0.0,1.5955421
274,1.2089539,0,-0.8709614,-0.7705347,1.4433565,0.0,0.0,0.0,0.0,0.0,1.5955421
275,1.2133179,0,-0.82876897,-0.6958783,1.3944921,0.0,0.0,0.0,0.0,0.0,1.5955421
276,1.2176819,0,-0.8879794,-0.6548391,1.4484568,0.0,0.0,0.0,0.0,0.0,1.5955421
277,1.2220459,0,-0.8878665,-0.4479606,1.429513,0.0,0.0,0.0,0.0,0.0,1.5955421
278,1.2264099,0,-0.9020846,-0.5875575,1.4575729,0.0,0.0,0.0,0.0,0.0,1.5955421
279,1.2307739,0,-0.8380099,-0.52715856,1.3921404,0.0,0.0,0.0,0.0,0.0,1.5955421
280,1.2351379,0,-0.8577051,-0.47339997,1.4098349,0.0,0.0,0.0,0.0,0.0,1.5955421
281,1.239502,0,-0.91673356,-0.64472765,1.4837294,0.0,0.0,0.0,0.0,0.0,1.5955421
282,1.243866,0,-0.8704548,-0.60380894,1.4352608,0.0,0.0,0.0,0.0,0.0,1.5955421
283,1.24823,0,-0.9653045,-0.5398314,1.523303,0.0,0.0,0.0,0.0,0.0,1.5955421
284,1.252594,0,-0.87870914,-0.7075088,1.4529552,0.0,0.0,0.0,0.0,0.0,1.5955421
285,1.256958,0,-0.8130578,-0.7004714,1.3885527,0.0,0.0,0.0,0.0,0.0,1.5955421
286,1.261322,0,-0.69519675,-0.5955218,1.2639704,0.0,0.0,0.0,0.0,0.0,1.5955421
287,1.265686,0,-0.8228557,-0.5940268,1.3909807,0.0,0.0,0.0,0.0,0.0,1.5955421
288,1.27005,0,-0.82801145,-0.8668443,1.4181814,0.0,0.0,0.0,0.0,0.0,1.5955421
289,1.2744141,0,-0.8837966,-0.71963936,1.4621534,0.0,0.0,0.0,0.0,0.0,1.5955421
290,1.2787781,0,-0.73254126,-0.73739314,1.3153381,0.0,0.0,0.0,0.0,0.0,1.5955421
291,1.2831421,0,-0.82015413,-0.78274095,1.4059124,0.0,0.0,0.0,0.0,0.0,1.5955421
292,1.2875061,0,-0.73721683,-0.8153902,1.326973,0.0,0.0,0.0,0.0,0.0,1.5955421
293,1.2918701,0,-0.70586306,-0.7348745,1.2887402,0.0,0.0,0.0,0.0,0.0,1.5955421
294,1.2962341,0,-0.64169365,-0.585326,1.2126245,0.0,0.0,0.0,0.0,0.0,1.5955421
295,1.3005981,0,-0.74647504,-0.71788394,1.3268442,0.0,0.0,0.0,0.0,0.0,1.5955421
296,1.3049622,0,-0.8828331,-0.78357893,1.4652109,0.0,0.0,0.0,0.0,0.0,1.5955421
297,1.3093262,0,-0.76235807,-0.80890054,1.3486938,0.0,0.0,0.0,0.0,0.0,1.5955421
298,1.3136902,0,-0.86713374,-0.78868437,1.4502497,0.0,0.0,0.0,0.0,0.0,1.5955421
299,1.3180542,0,-0.9170563,-0.7723687,1.4971695,0.0,0.0,0.0,0.0,0.0,1.5955421
300,1.3224182,0,-0.9143188,-0.6524756,1.4838037,0.0,0.0,0.0,0.0,0.0,1.5955421
301,1.3267822,0,-0.81518596,-0.5827844,1.3799124,0.0,0.0,0.0,0.0,0.0,1.5955421
302,1.3311462,0,-0.77821517,-0.79689497,1.3620634,0.0,0.0,0.0,0.0,0.0,1.5955421
303,1.3355103,0,-0.8598314,-0.6025301,1.4263325,0.0,0.0,0.0,0.0,0.0,1.5955421
304,1.3398743,0,-0.93343806,-0.74964035,1.5094624,0.0,0.0,0.0,0.0,0.0,1.5955421
305,1.3442383,0,-0.846684,-0.77944815,1.4269333,0.0,0.0,0.0,0.0,0.0,1.5955421
306,1.3486023,0,-0.85723084,-0.7461903,1.4350147,0.0,0.0,0.0,0.0,0.0,1.5955421
307,1.3529663,0,-0.96537507,-0.7204051,1.5393095,0.0,0.0,0.0,0.0,0.0,1.5955421
308,1.3573303,0,-0.8461865,-0.81152934,1.4298592,0.0,0.0,0.0,0.0,0.0,1.5955421
309,1.3616943,0,-0.95602036,-0.7803346,1.5352621,0.0,0.0,0.0,0.0,0.0,1.5955421
310,1.3660583,0,-0.8175344,-0.7217366,1.3935947,0.0,0.0,0.0,0.0,0.0,1.5955421
311,1.3704224,0,-0.9573183,-0.7142651,1.5273609,0.0,0.0,0.0,0.0,0.0,1.5955421
312,1.3747864,0,-0.7585321,-0.5972053,1.3209257,0.0,0.0,0.0,0.0,0.0,1.5955421
313,1.3791504,0,-0.7152462,-0.73928213,1.2905092,0.0,0.0,0.0,0.0,0.0,1.5955421
314,1.3835144,0,-0.7585529,-0.60544765,1.3204174,0.0,0.0,0.0,0.0,0.0,1.5955421
315,1.3878784,0,-0.74283797,-0.7227075,1.315424,0.0,0.0,0.0,0.0,0.0,1.5955421
316,1.3922424,0,-0.7270119,-0.6731472,1.2954855,0.0,0.0,0.0,0.0,0.0,1.5955421
317,1.3966064,0,-0.8161637,-0.5615349,1.3731699,0.0,0.0,0.0,0.0,0.0,1.5955421
318,1.4009705,0,-0.8011374,-0.8616973,1.3856039,0.0,0.0,0.0,0.0,0.0,1.5955421
319,1.4053345,0,-0.7588335,-0.7224298,1.3332434,0.0,0.0,0.0,0.0,0.0,1.5955421
320,1.4096985,0,-0.7574604,-0.78443086,1.3379908,0.0,0.0,0.0,0.0,0.0,1.5955421
321,1.4140625,0,-0.84972525,-0.707765,1.4217806,0.0,0.0,0.0,0.0,0.0,1.5955421
322,1.4184265,0,-0.8071656,-0.6929494,1.3783836,0.0,0.0,0.0,0.0,0.0,1.5955421
323,1.4227905,0,-0.82997644,-0.7306539,1.4008999,0.0,0.0,0.0,0.0,0.0,1.5955421
324,1.4271545,0,-0.7961066,-0.7387543,1.364891,0.0,0.0,0.0,0.0,0.0,1.5955421
325,1.4315186,0,-0.7186965,-0.70147276,1.2826595,0.0,0.0,0.0,0.0,0.0,1.5955421
326,1.4358826,0,-0.89151955,-0.72478276,1.456008,0.0,0.0,0.0,0.0,0.0,1.5955421
327,1.4402466,0,-0.772346,-0.75327724,1.3464088,0.0,0.0,0.0,0.0,0.0,1.5955421
328,1.4446106,0,-0.9479413,-0.63092566,1.510355,0.0,0.0,0.0,0.0,0.0,1.5955421
329,1.4489746,0,-0.94827485,-0.6329256,1.510889,0.0,0.0,0.0,0.0,0.0,1.5955421
330,1.4533386,0,-0.86140066,-0.747864,1.4327812,0.0,0.0,0.0,0.0,0.0,1.5955421
331,1.4577026,0,-0.83385503,-0.5665474,1.3873806,0.0,0.0,0.0,0.0,0.0,1.5955421
332,1.4620667,0,-0.90958035,-0.74694467,1.4819899,0.0,0.0,0.0,0.0,0.0,1.5955421
333,1.4664307,0,-1.0033789,-0.5892865,1.5638704,0.0,0.0,0.0,0.0,0.0,1.5955421
334,1.4707947,0,-0.89299047,-0.62185353,1.4630146,0.0,0.0,0.0,0.0,0.0,1.5955421
335,1.4751587,0,-0.8924675,-0.68001837,1.4679041,0.0,0.0,0.0,0.0,0.0,1.5955421
336,1.4795227,0,-0.9478251,-0.6669551,1.5216427,0.0,0.0,0.0,0.0,0.0,1.5955421
337,1.4838867,0,-0.9764471,-0.7399007,1.5567026,0.0,0.0,0.0,0.0,0.0,1.5955421
338,1.4882507,0,-0.9188877,-0.8090925,1.5056276,0.0,0.0,0.0,0.0,0.0,1.5955421
339,1.4926147,0,-0.68136156,-0.5612319,1.2493458,0.0,0.0,0.0,0.0,0.0,1.5955421
340,1.4972839,0,-0.833479,-0.8320347,1.4226532,0.0,0.0,0.0,0.0,0.0,1.5955421
341,1.5019531,0,-0.7784058,-0.71504617,1.3582058,0.0,0.0,0.0,0.0,0.0,1.5955421
342,1.5066528,0,-0.79608154,-0.81560344,1.3879795,0.0,0.0,0.0,0.0,0.0,1.5955421
343,1.511322,0,-0.70239955,-0.716757,1.2873936,0.0,0.0,0.0,0.0,0.0,1.5955421
344,1.5160217,0,-0.67992526,-0.73376256,1.267334,0.0,0.0,0.0,0.0,0.0,1.5955421
345,1.5206909,0,-0.6609155,-0.53255904,1.2312946,0.0,0.0,0.0,0.0,0.0,1.5955421
346,1.5253906,0,-0.6604409,-0.78568625,1.252675,0.0,0.0,0.0,0.0,0.0,1.5955421
347,1.5300598,0,-0.80599225,-0.67189395,1.3873405,0.0,0.0,0.0,0.0,0.0,1.5955421
348,1.5347595,0,-0.67723215,-0.659631,1.2598324,0.0,0.0,0.0,0.0,0.0,1.5955421
349,1.5394287,0,-0.7173775,-0.5850457,1.2962084,0.0,0.0,0.0,0.0,0.0,1.5955421
350,1.5441284,0,-0.7684172,-0.625072,1.3487644,0.0,0.0,0.0,0.0,0.0,1.5955421
351,1.5487976,0,-0.7811095,-0.53970695,1.352746,0.0,0.0,0.0,0.0,0.0,1.5955421
352,1.5534973,0,-0.8221756,-0.7312349,1.4084702,0.0,0.0,0.0,0.0,0.0,1.5955421
353,1.5581665,0,-0.8182894,-0.7347953,1.4043398,0.0,0.0,0.0,0.0,0.0,1.5955421
354,1.5628357,0,-0.81840485,-0.6729452,1.3982286,0.0,0.0,0.0,0.0,0.0,1.5955421
355,1.5675354,0,-0.8513585,-0.55273354,1.4198885,0.0,0.0,0.0,0.0,0.0,1.5955421
356,1.5722046,0,-0.84676063,-0.5174743,1.4124117,0.0,0.0,0.0,0.0,0.0,1.5955421
357,1.5769043,0,-0.8951055,-0.6825298,1.4742327,0.0,0.0,0.0,0.0,0.0,1.5955421
358,1.5815735,0,-0.9486448,-0.49831405,1.5110083,0.0,0.0,0.0,0.0,0.0,1.5955421
359,1.5859985,0,-1.0127699,-0.66755414,1.5891123,0.0,0.0,0.0,0.0,0.0,1.5955421
360,1.5903625,0,-0.9963743,-0.90635127,1.593667,0.0,0.0,0.0,0.0,0.0,1.5955421
361,1.5947266,0,-0.9275331,-0.6457742,1.503644,0.0,0.0,0.0,0.0,0.0,1.5955421
362,1.5990906,0,-0.9148805,-0.6115861,1.4885025,0.0,0.0,0.0,0.0,0.0,1.5955421
363,1.6034546,0,-0.9262674,-0.70272225,1.5077314,0.0,0.0,0.0,0.0,0.0,1.5955421
364,1.6078186,0,-0.950516,-0.6728232,1.5281391,0.0,0.0,0.0,0.0,0.0,1.5955421
365,1.6121826,0,-0.9584878,-0.7286031,1.5407486,0.0,0.0,0.0,0.0,0.0,1.5955421
366,1.6165466,0,-0.8738984,-0.709934,1.4544973,0.0,0.0,0.0,0.0,0.0,1.5955421
367,1.6209106,0,-0.78410876,-0.80521023,1.3737068,0.0,0.0,0.0,0.0,0.0,1.5955421
368,1.6252747,0,-0.87304324,-0.639138,1.4454613,0.0,0.0,0.0,0.0,0.0,1.5955421
369,1.6296387,0,-0.7939327,-0.8347247,1.3836555,0.0,0.0,0.0,0.0,0.0,1.5955421
370,1.6340027,0,-0.8058042,-0.62910414,1.3762913,0.0,0.0,0.0,0.0,0.0,1.5955421
371,1.6383667,0,-0.7257412,-0.5579568,1.2928648,0.0,0.0,0.0,0.0,0.0,1.5955421
372,1.6427307,0,-0.8235768,-0.6783625,1.4015865,0.0,0.0,0.0,0.0,0.0,1.5955421
373,1.6470947,0,-0.673076,-0.6800873,1.2563152,0.0,0.0,0.0,0.0,0.0,1.5955421
374,1.6514587,0,-0.8179641,-0.7946508,1.4094849,0.0,0.0,0.0,0.0,0.0,1.5955421
375,1.6558228,0,-0.79281074,-0.61760306,1.3693209,0.0,0.0,0.0,0.0,0.0,1.5955421
376,1.6601868,0,-0.66285014,-0.74679065,1.2525291,0.0,0.0,0.0,0.0,0.0,1.5955421
377,1.6645508,0,-0.7609951,-0.81880736,1.3560123,0.0,0.0,0.0,0.0,0.0,1.5955421
378,1.6689148,0,-0.7593677,-0.7137862,1.3467903,0.0,0.0,0.0,0.0,0.0,1.5955421
379,1.6732788,0,-0.78736615,-0.81238586,1.3822346,0.0,0.0,0.0,0.0,0.0,1.5955421
380,1.6776428,0,-0.78086877,-0.7359072,1.369071,0.0,0.0,0.0,0.0,0.0,1.5955421
381,1.6820068,0,-0.81886625,-0.6425256,1.3978958,0.0,0.0,0.0,0.0,0.0,1.5955421
382,1.6863708,0,-0.6915225,-0.72925466,1.2792978,0.0,0.0,0.0,0.0,0.0,1.5955421
383,1.6907349,0,-0.8633169,-0.8073987,1.4555502,0.0,0.0,0.0,0.0,0.0,1.5955421
384,1.6950989,0,-0.911614,-0.6086977,1.4868441,0.0,0.0,0.0,0.0,0.0,1.5955421
385,1.6994629,0,-0.97908354,-0.7166871,1.5630713,0.0,0.0,0.0,0.0,0.0,1.5955421
386,1.7038269,0,-0.9789037,-0.7165296,1.5629568,0.0,0.0,0.0,0.0,0.0,1.5955421
387,1.7081909,0,-0.9060775,-0.60858554,1.48073,0.0,0.0,0.0,0.0,0.0,1.5955421
388,1.7125549,0,-0.99348736,-0.5636805,1.5621748,0.0,0.0,0.0,0.0,0.0,1.5955421
389,1.716919,0,-1.0191048,-0.7266906,1.5996666,0.0,0.0,0.0,0.0,0.0,1.5955421
390,1.721283,0,-0.8974173,-0.5857072,1.466198,0.0,0.0,0.0,0.0,0.0,1.5955421
391,1.725647,0,-0.84449625,-0.66007614,1.4191313,0.0,0.0,0.0,0.0,0.0,1.5955421
392,1.730011,0,-0.8625194,-0.58516765,1.4305754,0.0,0.0,0.0,0.0,0.0,1.5955421
393,1.734375,0,-0.81664205,-0.74634176,1.4001045,0.0,0.0,0.0,0.0,0.0,1.5955421
394,1.738739,0,-0.7804202,-0.5721632,1.3540258,0.0,0.0,0.0,0.0,0.0,1.5955421
395,1.743103,0,-0.8407752,-0.64010316,1.4190016,0.0,0.0,0.0,0.0,0.0,1.5955421
396,1.747467,0,-0.799644,-0.6918237,1.3820066,0.0,0.0,0.0,0.0,0.0,1.5955421
397,1.751831,0,-0.8107192,-0.8485323,1.4065447,0.0,0.0,0.0,0.0,0.0,1.5955421
398,1.7561951,0,-0.7798264,-0.7529576,1.3697376,0.0,0.0,0.0,0.0,0.0,1.5955421
399,1.7605591,0,-0.7358603,-0.65219986,1.3188791,0.0,0.0,0.0,0.0,0.0,1.5955421
400,1.7649231,0,-0.7769721,-0.63156545,1.3584156,0.0,0.0,0.0,0.0,0.0,1.5955421
401,1.7692871,0,-0.7626401,-0.6657857,1.3473396,0.0,0.0,0.0,0.0,0.0,1.5955421
402,1.7736511,0,-0.72046036,-0.63174534,1.3055439,0.0,0.0,0.0,0.0,0.0,1.5955421
403,1.7780151,0,-0.80043554,-0.6128514,1.3830233,0.0,0.0,0.0,0.0,0.0,1.5955421
404,1.7823792,0,-0.7010085,-0.44562432,1.2702942,0.0,0.0,0.0,0.0,0.0,1.5955421
405,1.7867432,0,-0.8824707,-0.56300795,1.4588375,0.0,0.0,0.0,0.0,0.0,1.5955421
406,1.7911072,0,-0.8826064,-0.59978545,1.4610739,0.0,0.0,0.0,0.0,0.0,1.5955421
407,1.7954712,0,-0.76812655,-0.5411924,1.3443508,0.0,0.0,0.0,0.0,0.0,1.5955421
408,1.7998352,0,-0.90802413,-0.6630213,1.4929209,0.0,0.0,0.0,0.0,0.0,1.5955421
409,1.8041992,0,-0.9507095,-0.7332704,1.5417776,0.0,0.0,0.0,0.0,0.0,1.5955421
410,1.8085632,0,-0.9439408,-0.4954138,1.518568,0.0,0.0,0.0,0.0,0.0,1.5955421
411,1.8129272,0,-0.98305696,-0.7137511,1.5755396,0.0,0.0,0.0,0.0,0.0,1.5955421
412,1.8172913,0,-1.0219184,-0.78285927,1.620204,0.0,0.0,0.0,0.0,0.0,1.5955421
413,1.8216553,0,-1.0706341,-0.73171496,1.6632652,0.0,0.0,0.0,0.0,0.0,1.5955421
414,1.8260193,0,-0.92983186,-0.64592445,1.5168467,0.0,0.0,0.0,0.0,0.0,1.5955421
415,1.8303833,0,-1.0992949,-0.7947982,1.694807,0.0,0.0,0.0,0.0,0.0,1.5955421
416,1.8347473,0,-0.9997799,-0.7065927,1.5907536,0.0,0.0,0.0,0.0,0.0,1.5955421
417,1.8391113,0,-0.94384193,-0.5963687,1.5276413,0.0,0.0,0.0,0.0,0.0,1.5955421
418,1.8434753,0,-0.9771425,-0.79582083,1.5769787,0.0,0.0,0.0,0.0,0.0,1.5955421
419,1.8478394,0,-0.7656507,-0.83132416,1.3705482,0.0,0.0,0.0,0.0,0.0,1.5955421
420,1.8522034,0,-0.7876714,-0.68369067,1.3803167,0.0,0.0,0.0,0.0,0.0,1.5955421
421,1.8565674,0,-0.7312563,-0.8427293,1.3365412,0.0,0.0,0.0,0.0,0.0,1.5955421
422,1.8609314,0,-0.7525843,-0.7431338,1.3494148,0.0,0.0,0.0,0.0,0.0,1.5955421
423,1.8652954,0,-0.67538947,-0.7057933,1.2704287,0.0,0.0,0.0,0.0,0.0,1.5955421
424,1.8696594,0,-0.73870534,-0.8126221,1.3414478,0.0,0.0,0.0,0.0,0.0,1.5955421
425,1.8740234,0,-0.7244284,-0.76270574,1.320797,0.0,0.0,0.0,0.0,0.0,1.5955421
426,1.8783875,0,-0.7444519,-1.0345441,1.3627491,0.0,0.0,0.0,0.0,0.0,1.5955421
427,1.8827515,0,-0.76892483,-0.83403456,1.3721237,0.0,0.0,0.0,0.0,0.0,1.5955421
428,1.8871155,0,-0.8548614,-0.76599383,1.451644,0.0,0.0,0.0,0.0,0.0,1.5955421
429,1.8914795,0,-0.76932067,-0.735762,1.3653507,0.0,0.0,0.0,0.0,0.0,1.5955421
430,1.8958435,0,-0.8783518,-0.7112798,1.4708128,0.0,0.0,0.0,0.0,0.0,1.5955421
431,1.9002075,0,-0.82146764,-0.77201045,1.4192152,0.0,0.0,0.0,0.0,0.0,1.5955421
432,1.9045715,0,-0.97201926,-0.872185,1.5750723,0.0,0.0,0.0,0.0,0.0,1.5955421
433,1.9089355,0,-0.9002382,-0.75842756,1.4915075,0.0,0.0,0.0,0.0,0.0,1.5955421
434,1.9132996,0,-0.8916895,-0.6690787,1.4763193,0.0,0.0,0.0,0.0,0.0,1.5955421
435,1.9176636,0,-0.93978924,-0.6294222,1.5205269,0.0,0.0,0.0,0.0,0.0,1.5955421
436,1.9215393,0,-0.8833677,-0.6684431,1.4681253,0.0,0.0,0.0,0.0,0.0,1.5955421
437,1.925415,0,-0.8834486,-0.6688529,1.4676123,0.0,0.0,0.0,0.0,0.0,1.5955421
438,1.9293213,0,-0.8832966,-0.6690519,1.4665489,0.0,0.0,0.0,0.0,0.0,1.5955421
439,1.933197,0,-0.85798365,-0.7049935,1.4390125,0.0,0.0,0.0,0.0,0.0,1.5955421
440,1.9372864,0,-0.82161623,-0.7280932,1.4043207,0.0,0.0,0.0,0.0,0.0,1.5955421
441,1.9414063,0,-0.8918023,-0.73015344,1.4723158,0.0,0.0,0.0,0.0,0.0,1.5955421
442,1.9460449,0,-0.8826852,-0.7111131,1.4618168,0.0,0.0,0.0,0.0,0.0,1.5955421
443,1.9507141,0,-0.92320234,-0.7653712,1.5071306,0.0,0.0,0.0,0.0,0.0,1.5955421
444,1.9553528,0,-0.9231523,-0.7646141,1.5070496,0.0,0.0,0.0,0.0,0.0,1.5955421
445,1.960022,0,-0.7815864,-0.7072058,1.3643675,0.0,0.0,0.0,0.0,0.0,1.5955421
446,1.9646606,0,-0.87484825,-0.57980704,1.4471598,0.0,0.0,0.0,0.0,0.0,1.5955421
447,1.9693298,0,-0.8933891,-0.7552961,1.4808493,0.0,0.0,0.0,0.0,0.0,1.5955421
448,1.9739685,0,-0.8143347,-0.8195439,1.4117947,0.0,0.0,0.0,0.0,0.0,1.5955421
449,1.9786072,0,-0.8491092,-0.6559838,1.434474,0.0,0.0,0.0,0.0,0.0,1.5955421
450,1.9832764,0,-0.8488371,-0.8019194,1.4473476,0.0,0.0,0.0,0.0,0.0,1.5955421
451,1.987915,0,-0.8181218,-0.7465683,1.4142809,0.0,0.0,0.0,0.0,0.0,1.5955421
452,1.9925842,0,-0.7999246,-0.5677726,1.3823986,0.0,0.0,0.0,0.0,0.0,1.5955421
453,1.9972229,0,-0.87171066,-0.73962855,1.4675484,0.0,0.0,0.0,0.0,0.0,1.5955421
454,2.001892,0,-0.7813315,-0.6642208,1.3728638,0.0,0.0,0.0,0.0,0.0,1.5955421
455,2.0065308,0,-0.7716252,-0.42289802,1.3460369,0.0,0.0,0.0,0.0,0.0,1.5955421
456,2.0111694,0,-0.8131629,-0.56906563,1.4042807,0.0,0.0,0.0,0.0,0.0,1.5955421
457,2.0158386,0,-0.7701182,-0.34080973,1.3463535,0.0,0.0,0.0,0.0,0.0,1.5955421
458,2.0204773,0,-0.9218557,-0.5403296,1.5129318,0.0,0.0,0.0,0.0,0.0,1.5955421
459,2.0251465,0,-0.72143126,-0.4272851,1.3074007,0.0,0.0,0.0,0.0,0.0,1.5955421
460,2.0297852,0,-0.89389503,-0.49512818,1.4836636,0.0,0.0,0.0,0.0,0.0,1.5955421
461,2.0344543,0,-0.682717,-0.577235,1.279521,0.0,0.0,0.0,0.0,0.0,1.5955421
462,2.039093,0,-0.8141337,-0.628366,1.4114847,0.0,0.0,0.0,0.0,0.0,1.5955421
463,2.0437317,0,-0.875136,-0.65470266,1.471261,0.0,0.0,0.0,0.0,0.0,1.5955421
464,2.0484009,0,-0.8941937,-0.68340254,1.4930563,0.0,0.0,0.0,0.0,0.0,1.5955421
465,2.0530396,0,-0.8600944,-0.7053821,1.461894,0.0,0.0,0.0,0.0,0.0,1.5955421
466,2.0577087,0,-0.7815049,-0.70077485,1.3854351,0.0,0.0,0.0,0.0,0.0,1.5955421
467,2.0621643,0,-0.83161867,-0.76630974,1.4385567,0.0,0.0,0.0,0.0,0.0,1.5955421
468,2.0665588,1,-0.9502405,-0.8268895,1.5597153,0.0,0.0,0.0,0.0,0.0,1.5955421
469,2.0709534,1,-0.8646486,-0.78566164,1.4718571,0.0,0.0,0.0,0.0,0.0,1.5955421
470,2.075348,1,-0.75487626,-0.8398833,1.3679886,0.0,0.0,0.0,0.0,0.0,1.5955421
471,2.0797424,1,-0.8204677,-0.75491595,1.4266405,0.0,0.0,0.0,0.0,0.0,1.5955421
472,2.084137,1,-0.8904424,-0.82236457,1.5006847,0.0,0.0,0.0,0.0,0.0,1.5955421
473,2.0885315,1,-0.8927606,-0.86315536,1.5067444,0.0,0.0,0.0,0.0,0.0,1.5955421
474,2.092926,1,-0.82554734,-0.78285724,1.4359531,0.0,0.0,0.0,0.0,0.0,1.5955421
475,2.0973206,1,-0.79744613,-0.72950613,1.4052238,0.0,0.0,0.0,0.0,0.0,1.5955421
476,2.101715,1,-0.8609469,-0.66810477,1.462925,0.0,0.0,0.0,0.0,0.0,1.5955421
477,2.1061096,1,-0.9164595,-0.66454613,1.5168791,0.0,0.0,0.0,0.0,0.0,1.5955421
478,2.1105042,1,-0.88996613,-0.59726286,1.4868002,0.0,0.0,0.0,0.0,0.0,1.5955421
479,2.1148987,1,-0.7960095,-0.72624326,1.4025812,0.0,0.0,0.0,0.0,0.0,1.5955421
480,2.1192932,1,-0.874618,-0.7319708,1.4790926,0.0,0.0,0.0,0.0,0.0,1.5955421
481,2.1236877,1,-0.9242453,-0.74688727,1.5283175,0.0,0.0,0.0,0.0,0.0,1.5955421
482,2.1280823,1,-0.8711741,-0.82157797,1.4816341,0.0,0.0,0.0,0.0,0.0,1.5955421
483,2.1324768,1,-1.0138748,-0.6841378,1.6120386,0.0,0.0,0.0,0.0,0.0,1.5955421
484,2.1368713,1,-0.7088899,-0.65062606,1.3080206,0.0,0.0,0.0,0.0,0.0,1.5955421
485,2.1412659,1,-0.8772998,-0.645059,1.4714642,0.0,0.0,0.0,0.0,0.0,1.5955421
486,2.1456604,1,-0.79813033,-0.84860325,1.4098301,0.0,0.0,0.0,0.0,0.0,1.5955421
487,2.150055,1,-0.79938745,-0.8880775,1.4149942,0.0,0.0,0.0,0.0,0.0,1.5955421
488,2.1544495,1,-0.80166376,-0.7881808,1.4094772,0.0,0.0,0.0,0.0,0.0,1.5955421
489,2.158844,1,-0.8407612,-0.8854639,1.454278,0.0,0.0,0.0,0.0,0.0,1.5955421
490,2.1632385,1,-0.7792706,-0.6884905,1.378253,0.0,0.0,0.0,0.0,0.0,1.5955421
491,2.167633,1,-0.84694546,-0.81528306,1.4543791,0.0,0.0,0.0,0.0,0.0,1.5955421
492,2.1720276,1,-0.6991809,-0.73370385,1.3025484,0.0,0.0,0.0,0.0,0.0,1.5955421
493,2.176422,1,-0.7427252,-0.7087855,1.3404169,0.0,0.0,0.0,0.0,0.0,1.5955421
494,2.1808167,1,-0.79040915,-0.811677,1.3957262,0.0,0.0,0.0,0.0,0.0,1.5955421
495,2.1852112,1,-0.8276744,-0.7234603,1.425847,0.0,0.0,0.0,0.0,0.0,1.5955421
496,2.1896057,1,-0.8738154,-0.8014758,1.4777002,0.0,0.0,0.0,0.0,0.0,1.5955421
497,2.1940002,1,-0.8114396,-0.8648841,1.4195967,0.0,0.0,0.0,0.0,0.0,1.5955421
