Serial,Time,Imid,ax,ay,az,vx,vy,vz,dx,dy,dz
498,2.1983948,1,-0.7589636,-0.851881,1.3655558,0.0,0.0,0.0,0.0,0.0,1.5955421
499,2.2027893,1,-0.82920665,-0.6959284,1.4213839,0.0,0.0,0.0,0.0,0.0,1.5955421
500,2.2071838,1,-0.8568371,-0.84519637,1.4609938,0.0,0.0,0.0,0.0,0.0,1.5955421
501,2.2115784,1,-0.8566049,-0.84355074,1.4610176,0.0,0.0,0.0,0.0,0.0,1.5955421
502,2.215973,1,-0.9420778,-0.9161837,1.5534325,0.0,0.0,0.0,0.0,0.0,1.5955421
503,2.2203674,1,-0.9179939,-0.70969737,1.5151243,0.0,0.0,0.0,0.0,0.0,1.5955421
504,2.224762,1,-0.9585924,-0.69705343,1.5542746,0.0,0.0,0.0,0.0,0.0,1.5955421
505,2.2291565,1,-0.9540279,-0.70621914,1.5506449,0.0,0.0,0.0,0.0,0.0,1.5955421
506,2.233551,1,-0.91739917,-0.614379,1.5072336,0.0,0.0,0.0,0.0,0.0,1.5955421
507,2.2379456,1,-0.86796665,-0.66550237,1.4618521,0.0,0.0,0.0,0.0,0.0,1.5955421
508,2.24234,1,-0.84371847,-0.826774,1.4522581,0.0,0.0,0.0,0.0,0.0,1.5955421
509,2.2467346,1,-0.8114795,-0.6875094,1.4104052,0.0,0.0,0.0,0.0,0.0,1.5955421
510,2.2511292,1,-0.89142144,-0.7569915,1.4947071,0.0,0.0,0.0,0.0,0.0,1.5955421
511,2.2555237,1,-0.8469388,-0.66939723,1.4443836,0.0,0.0,0.0,0.0,0.0,1.5955421
512,2.2599182,1,-0.8815715,-0.7951293,1.4887428,0.0,0.0,0.0,0.0,0.0,1.5955421
513,2.2643127,1,-0.8488815,-0.7031727,1.4510756,0.0,0.0,0.0,0.0,0.0,1.5955421
514,2.2687073,1,-0.7857088,-0.6830268,1.3883457,0.0,0.0,0.0,0.0,0.0,1.5955421
515,2.2731018,1,-0.77156746,-0.8686642,1.3873615,0.0,0.0,0.0,0.0,0.0,1.5955421
516,2.2774963,1,-0.73911923,-0.68009806,1.3423634,0.0,0.0,0.0,0.0,0.0,1.5955421
517,2.2818909,1,-0.775582,-0.7388811,1.3824348,0.0,0.0,0.0,0.0,0.0,1.5955421
518,2.2862854,1,-0.82003087,-0.7738729,1.4291058,0.0,0.0,0.0,0.0,0.0,1.5955421
519,2.29068,1,-0.71917087,-0.6658273,1.3220482,0.0,0.0,0.0,0.0,0.0,1.5955421
520,2.2950745,1,-0.70860493,-0.67954123,1.3128567,0.0,0.0,0.0,0.0,0.0,1.5955421
521,2.299469,1,-0.82704586,-0.5764624,1.4223919,0.0,0.0,0.0,0.0,0.0,1.5955421
522,2.3038635,1,-0.77419114,-0.7285677,1.3820257,0.0,0.0,0.0,0.0,0.0,1.5955421
523,2.308258,1,-0.7164909,-0.6559362,1.3201942,0.0,0.0,0.0,0.0,0.0,1.5955421
524,2.3126526,1,-0.8155962,-0.5465732,1.4136496,0.0,0.0,0.0,0.0,0.0,1.5955421
525,2.317047,1,-0.8674645,-0.59465957,1.4720249,0.0,0.0,0.0,0.0,0.0,1.5955421
526,2.3214417,1,-0.85446507,-0.75088465,1.4723692,0.0,0.0,0.0,0.0,0.0,1.5955421
527,2.3258362,1,-0.9011395,-0.7883129,1.5210705,0.0,0.0,0.0,0.0,0.0,1.5955421
528,2.3302307,1,-0.8708627,-0.69818854,1.485362,0.0,0.0,0.0,0.0,0.0,1.5955421
529,2.3346252,1,-0.8051768,-0.57879114,1.4124804,0.0,0.0,0.0,0.0,0.0,1.5955421
530,2.3390198,1,-0.88557756,-0.61693656,1.4948521,0.0,0.0,0.0,0.0,0.0,1.5955421
531,2.3434143,1,-1.067385,-0.85296726,1.6921291,0.0,0.0,0.0,0.0,0.0,1.5955421
532,2.3478088,1,-1.0951135,-0.702168,1.7101688,0.0,0.0,0.0,0.0,0.0,1.5955421
533,2.3522034,1,-0.9876852,-0.9917568,1.6200647,0.0,0.0,0.0,0.0,0.0,1.5955421
534,2.356598,1,-1.1000025,-0.7900928,1.7157383,0.0,0.0,0.0,0.0,0.0,1.5955421
535,2.3609924,1,-1.021211,-0.82860297,1.6387177,0.0,0.0,0.0,0.0,0.0,1.5955421
536,2.365387,1,-0.86724454,-0.76633203,1.4831734,0.0,0.0,0.0,0.0,0.0,1.5955421
537,2.3697815,1,-0.84015214,-0.7186116,1.4537716,0.0,0.0,0.0,0.0,0.0,1.5955421
538,2.374176,1,-0.85853463,-0.61883366,1.4655962,0.0,0.0,0.0,0.0,0.0,1.5955421
539,2.3785706,1,-0.8769697,-0.71081454,1.4908428,0.0,0.0,0.0,0.0,0.0,1.5955421
540,2.382965,1,-0.97979903,-0.789379,1.596859,0.0,0.0,0.0,0.0,0.0,1.5955421
541,2.3873596,1,-0.93635756,-0.8070239,1.5544157,0.0,0.0,0.0,0.0,0.0,1.5955421
542,2.3917542,1,-0.9597582,-0.7194472,1.5718603,0.0,0.0,0.0,0.0,0.0,1.5955421
543,2.3961487,1,-0.7883592,-0.72096527,1.4028187,0.0,0.0,0.0,0.0,0.0,1.5955421
544,2.4005432,1,-0.8117916,-0.7034075,1.4241343,0.0,0.0,0.0,0.0,0.0,1.5955421
545,2.4049377,1,-0.93516445,-0.62672114,1.5401859,0.0,0.0,0.0,0.0,0.0,1.5955421
546,2.4093323,1,-0.6822086,-0.7266959,1.2965717,0.0,0.0,0.0,0.0,0.0,1.5955421
547,2.4137268,1,-0.8613668,-0.9546498,1.4872713,0.0,0.0,0.0,0.0,0.0,1.5955421
548,2.4181213,1,-0.7952754,-0.96130383,1.4232635,0.0,0.0,0.0,0.0,0.0,1.5955421
549,2.4225159,1,-0.67561245,-0.6344584,1.2841692,0.0,0.0,0.0,0.0,0.0,1.5955421
550,2.4269104,1,-0.76784426,-0.88769877,1.3922071,0.0,0.0,0.0,0.0,0.0,1.5955421
551,2.431305,1,-0.80454874,-0.8473434,1.4245243,0.0,0.0,0.0,0.0,0.0,1.5955421
552,2.4356995,1,-0.75422895,-0.79785204,1.3704987,0.0,0.0,0.0,0.0,0.0,1.5955421
553,2.440094,1,-0.7676837,-0.7422737,1.3789492,0.0,0.0,0.0,0.0,0.0,1.5955421
554,2.4444885,1,-0.79031605,-0.5978068,1.3892078,0.0,0.0,0.0,0.0,0.0,1.5955421
555,2.448883,1,-0.78935057,-0.8045467,1.4012251,0.0,0.0,0.0,0.0,0.0,1.5955421
556,2.4532776,1,-0.86662376,-0.82135296,1.4777699,0.0,0.0,0.0,0.0,0.0,1.5955421
557,2.457672,1,-0.95415896,-0.80623865,1.5616198,0.0,0.0,0.0,0.0,0.0,1.5955421
558,2.4620667,1,-0.95412976,-0.8060738,1.5614834,0.0,0.0,0.0,0.0,0.0,1.5955421
559,2.4664612,1,-0.9571205,-0.75801617,1.5587521,0.0,0.0,0.0,0.0,0.0,1.5955421
560,2.4708557,1,-1.0571417,-0.82844734,1.6627331,0.0,0.0,0.0,0.0,0.0,1.5955421
561,2.4752502,1,-1.0147426,-0.77908826,1.6178074,0.0,0.0,0.0,0.0,0.0,1.5955421
562,2.4796448,1,-0.96607196,-0.74479496,1.5665674,0.0,0.0,0.0,0.0,0.0,1.5955421
563,2.4840393,1,-0.91484934,-0.732463,1.5137434,0.0,0.0,0.0,0.0,0.0,1.5955421
564,2.4884338,1,-0.85814416,-0.7572873,1.4589529,0.0,0.0,0.0,0.0,0.0,1.5955421
565,2.4928284,1,-0.8246803,-0.7134174,1.4223547,0.0,0.0,0.0,0.0,0.0,1.5955421
566,2.497223,1,-0.8905556,-0.649536,1.481555,0.0,0.0,0.0,0.0,0.0,1.5955421
567,2.5016174,1,-0.8213696,-0.6126958,1.4095917,0.0,0.0,0.0,0.0,0.0,1.5955421
568,2.506012,1,-0.8521025,-0.5891342,1.4376574,0.0,0.0,0.0,0.0,0.0,1.5955421
569,2.5104065,1,-0.7126795,-0.51777256,1.294941,0.0,0.0,0.0,0.0,0.0,1.5955421
570,2.514801,1,-0.84229034,-0.8128452,1.4451456,0.0,0.0,0.0,0.0,0.0,1.5955421
571,2.5191956,1,-0.846892,-0.6657436,1.4396477,0.0,0.0,0.0,0.0,0.0,1.5955421
572,2.52359,1,-0.8200624,-0.8122065,1.4243813,0.0,0.0,0.0,0.0,0.0,1.5955421
573,2.5279846,1,-0.7990001,-0.7156965,1.3976669,0.0,0.0,0.0,0.0,0.0,1.5955421
574,2.5323792,1,-0.8247471,-0.67478806,1.4210911,0.0,0.0,0.0,0.0,0.0,1.5955421
575,2.5367737,1,-0.7665794,-0.6016209,1.3564768,0.0,0.0,0.0,0.0,0.0,1.5955421
576,2.5411682,1,-0.8020239,-0.8306611,1.4064589,0.0,0.0,0.0,0.0,0.0,1.5955421
577,2.5455627,1,-0.87362885,-0.5541462,1.4575481,0.0,0.0,0.0,0.0,0.0,1.5955421
578,2.5499573,1,-0.8508818,-0.7206366,1.4475956,0.0,0.0,0.0,0.0,0.0,1.5955421
579,2.5543518,1,-0.8776553,-0.59831417,1.4652863,0.0,0.0,0.0,0.0,0.0,1.5955421
580,2.5587463,1,-0.97729945,-0.68002146,1.5699778,0.0,0.0,0.0,0.0,0.0,1.5955421
581,2.5631409,1,-0.8738323,-0.48689952,1.4557581,0.0,0.0,0.0,0.0,0.0,1.5955421
582,2.5675354,1,-0.86669314,-0.6984699,1.4652262,0.0,0.0,0.0,0.0,0.0,1.5955421
583,2.57193,1,-0.7423763,-0.71986246,1.3449802,0.0,0.0,0.0,0.0,0.0,1.5955421
584,2.5763245,1,-0.7983136,-0.6232697,1.3929939,0.0,0.0,0.0,0.0,0.0,1.5955421
585,2.580719,1,-0.8194751,-0.63814473,1.4185438,0.0,0.0,0.0,0.0,0.0,1.5955421
586,2.5851135,1,-0.8257059,-0.63985926,1.4242716,0.0,0.0,0.0,0.0,0.0,1.5955421
587,2.589508,1,-0.76363283,-0.47184965,1.3508329,0.0,0.0,0.0,0.0,0.0,1.5955421
588,2.5939026,1,-0.84071946,-0.67535627,1.4405994,0.0,0.0,0.0,0.0,0.0,1.5955421
589,2.598297,1,-0.8234633,-0.69376636,1.4247112,0.0,0.0,0.0,0.0,0.0,1.5955421
590,2.6026917,1,-0.88827026,-0.72461,1.4907103,0.0,0.0,0.0,0.0,0.0,1.5955421
591,2.6070862,1,-0.8816489,-0.98678005,1.5021353,0.0,0.0,0.0,0.0,0.0,1.5955421
592,2.6114807,1,-0.85922813,-0.8578147,1.4690561,0.0,0.0,0.0,0.0,0.0,1.5955421
593,2.6158752,1,-0.8690165,-0.82424915,1.4767027,0.0,0.0,0.0,0.0,0.0,1.5955421
594,2.6202698,1,-0.8407133,-0.87011886,1.4524632,0.0,0.0,0.0,0.0,0.0,1.5955421
595,2.6246643,1,-0.9159035,-0.7683743,1.5191164,0.0,0.0,0.0,0.0,0.0,1.5955421
596,2.6290588,1,-0.8978514,-0.7763624,1.501277,0.0,0.0,0.0,0.0,0.0,1.5955421
597,2.6334534,1,-0.928136,-0.8525965,1.5366831,0.0,0.0,0.0,0.0,0.0,1.5955421
598,2.637848,1,-0.7853322,-0.9753294,1.4039278,0.0,0.0,0.0,0.0,0.0,1.5955421
599,2.6422424,1,-0.8544154,-0.68617165,1.4514313,0.0,0.0,0.0,0.0,0.0,1.5955421
600,2.646637,1,-0.898406,-0.74530286,1.493989,0.0,0.0,0.0,0.0,0.0,1.5955421
601,2.6510315,1,-0.8602863,-0.92429423,1.4694157,0.0,0.0,0.0,0.0,0.0,1.5955421
602,2.655426,1,-0.84574926,-0.84186554,1.449233,0.0,0.0,0.0,0.0,0.0,1.5955421
603,2.6598206,1,-0.8421346,-0.8130065,1.4429188,0.0,0.0,0.0,0.0,0.0,1.5955421
604,2.664215,1,-0.7942125,-0.8708041,1.3996735,0.0,0.0,0.0,0.0,0.0,1.5955421
605,2.6686096,1,-0.7840664,-0.72266114,1.3784361,0.0,0.0,0.0,0.0,0.0,1.5955421
606,2.6730042,1,-0.78651977,-0.9424107,1.3972349,0.0,0.0,0.0,0.0,0.0,1.5955421
607,2.6773987,1,-0.85427266,-0.6812781,1.4446764,0.0,0.0,0.0,0.0,0.0,1.5955421
608,2.6817932,1,-0.78076106,-0.96866,1.3937759,0.0,0.0,0.0,0.0,0.0,1.5955421
609,2.6861877,1,-0.87243056,-0.77145284,1.4697189,0.0,0.0,0.0,0.0,0.0,1.5955421
610,2.6905823,1,-0.89465266,-0.90575576,1.5020981,0.0,0.0,0.0,0.0,0.0,1.5955421
611,2.6949768,1,-0.8128139,-0.61487234,1.3983564,0.0,0.0,0.0,0.0,0.0,1.5955421
612,2.6993713,1,-0.88814294,-0.6276159,1.4723701,0.0,0.0,0.0,0.0,0.0,1.5955421
613,2.7037659,1,-0.7934921,-0.78084755,1.3895226,0.0,0.0,0.0,0.0,0.0,1.5955421
614,2.7081604,1,-0.7283142,-0.71334565,1.3203659,0.0,0.0,0.0,0.0,0.0,1.5955421
615,2.712555,1,-0.72853297,-0.7139716,1.3205872,0.0,0.0,0.0,0.0,0.0,1.5955421
616,2.7169495,1,-0.96074116,-0.5757391,1.5395985,0.0,0.0,0.0,0.0,0.0,1.5955421
617,2.721344,1,-0.8872684,-0.7370987,1.4800825,0.0,0.0,0.0,0.0,0.0,1.5955421
618,2.7257385,1,-0.94135404,-0.7448333,1.5348454,0.0,0.0,0.0,0.0,0.0,1.5955421
619,2.730133,1,-0.8521733,-0.6144821,1.4381924,0.0,0.0,0.0,0.0,0.0,1.5955421
620,2.7345276,1,-0.8366542,-0.89672375,1.4451885,0.0,0.0,0.0,0.0,0.0,1.5955421
621,2.738922,1,-0.82192624,-0.7400725,1.4208441,0.0,0.0,0.0,0.0,0.0,1.5955421
622,2.7433167,1,-0.9966321,-0.81270194,1.6003723,0.0,0.0,0.0,0.0,0.0,1.5955421
623,2.7477112,1,-0.91878176,-0.69221634,1.5140724,0.0,0.0,0.0,0.0,0.0,1.5955421
624,2.7521057,1,-0.88722587,-0.86458886,1.4967957,0.0,0.0,0.0,0.0,0.0,1.5955421
625,2.7565002,1,-0.87091136,-0.7508483,1.4736052,0.0,0.0,0.0,0.0,0.0,1.5955421
626,2.7608948,1,-0.76524746,-0.8034738,1.3727741,0.0,0.0,0.0,0.0,0.0,1.5955421
627,2.7652893,1,-0.82626504,-0.6960538,1.4251928,0.0,0.0,0.0,0.0,0.0,1.5955421
628,2.7696838,1,-0.8606708,-0.6597813,1.4564476,0.0,0.0,0.0,0.0,0.0,1.5955421
629,2.7740784,1,-0.76046765,-0.58015287,1.3521032,0.0,0.0,0.0,0.0,0.0,1.5955421
630,2.778473,1,-0.8840054,-0.9375297,1.499445,0.0,0.0,0.0,0.0,0.0,1.5955421
631,2.7828674,1,-0.9405061,-0.8784534,1.5524054,0.0,0.0,0.0,0.0,0.0,1.5955421
632,2.787262,1,-0.90258896,-0.681809,1.5014315,0.0,0.0,0.0,0.0,0.0,1.5955421
633,2.7916565,1,-0.80755746,-0.6261715,1.4042397,0.0,0.0,0.0,0.0,0.0,1.5955421
634,2.796051,1,-0.7247307,-0.7298537,1.3293657,0.0,0.0,0.0,0.0,0.0,1.5955421
635,2.8004456,1,-0.8109845,-0.7008382,1.4126816,0.0,0.0,0.0,0.0,0.0,1.5955421
636,2.80484,1,-0.76305205,-0.75223213,1.3692303,0.0,0.0,0.0,0.0,0.0,1.5955421
637,2.8092346,1,-0.83956337,-0.5709017,1.4321527,0.0,0.0,0.0,0.0,0.0,1.5955421
638,2.8136292,1,-0.87073827,-0.6619194,1.4730873,0.0,0.0,0.0,0.0,0.0,1.5955421
639,2.8180237,1,-0.8295583,-0.71514153,1.4360294,0.0,0.0,0.0,0.0,0.0,1.5955421
640,2.8224182,1,-0.89697534,-0.681184,1.5010242,0.0,0.0,0.0,0.0,0.0,1.5955421
641,2.8268127,1,-0.913601,-0.84042096,1.5287523,0.0,0.0,0.0,0.0,0.0,1.5955421
642,2.8312073,1,-0.8402051,-0.6870308,1.4468222,0.0,0.0,0.0,0.0,0.0,1.5955421
643,2.8356018,1,-0.7867905,-0.7436632,1.3981276,0.0,0.0,0.0,0.0,0.0,1.5955421
644,2.8399963,1,-0.9425678,-0.7926782,1.5559082,0.0,0.0,0.0,0.0,0.0,1.5955421
645,2.8443909,1,-0.9010693,-0.6782661,1.5084877,0.0,0.0,0.0,0.0,0.0,1.5955421
646,2.8487854,1,-0.97953135,-0.64831144,1.5859451,0.0,0.0,0.0,0.0,0.0,1.5955421
647,2.85318,1,-0.94599605,-0.66258013,1.554698,0.0,0.0,0.0,0.0,0.0,1.5955421
648,2.8575745,1,-0.8577573,-0.79780734,1.4769878,0.0,0.0,0.0,0.0,0.0,1.5955421
649,2.861969,1,-0.8973443,-0.7907599,1.5168753,0.0,0.0,0.0,0.0,0.0,1.5955421
650,2.8663635,1,-0.862669,-0.80379194,1.485136,0.0,0.0,0.0,0.0,0.0,1.5955421
651,2.870758,1,-0.89386064,-0.5140672,1.5001822,0.0,0.0,0.0,0.0,0.0,1.5955421
652,2.8751526,1,-0.8675769,-0.7887339,1.4923248,0.0,0.0,0.0,0.0,0.0,1.5955421
653,2.879547,1,-0.94746137,-0.7730961,1.5680523,0.0,0.0,0.0,0.0,0.0,1.5955421
654,2.8839417,1,-0.9247895,-0.55603236,1.5311584,0.0,0.0,0.0,0.0,0.0,1.5955421
655,2.8883362,1,-0.9169631,-0.5410455,1.5215454,0.0,0.0,0.0,0.0,0.0,1.5955421
656,2.8927307,1,-0.909111,-0.6788449,1.5229378,0.0,0.0,0.0,0.0,0.0,1.5955421
657,2.8971252,1,-0.8557663,-0.547752,1.4626923,0.0,0.0,0.0,0.0,0.0,1.5955421
658,2.9015198,1,-0.8329985,-0.6581828,1.447238,0.0,0.0,0.0,0.0,0.0,1.5955421
659,2.9059143,1,-0.86493635,-0.6544444,1.4771566,0.0,0.0,0.0,0.0,0.0,1.5955421
660,2.9103088,1,-0.8076977,-0.74328387,1.4246216,0.0,0.0,0.0,0.0,0.0,1.5955421
661,2.9147034,1,-0.9273012,-0.8374057,1.5462246,0.0,0.0,0.0,0.0,0.0,1.5955421
662,2.919098,1,-0.73780334,-0.70768034,1.3493147,0.0,0.0,0.0,0.0,0.0,1.5955421
663,2.922699,1,-0.64812523,-0.7867769,1.265132,0.0,0.0,0.0,0.0,0.0,1.5955421
664,2.9263,1,-0.6480881,-0.78763515,1.2646132,0.0,0.0,0.0,0.0,0.0,1.5955421
665,2.9299316,1,-0.6483067,-0.7889757,1.2646027,0.0,0.0,0.0,0.0,0.0,1.5955421
666,2.9339294,1,-0.7777433,-0.85174453,1.395648,0.0,0.0,0.0,0.0,0.0,1.5955421
667,2.9384155,1,-0.7573959,-0.82321465,1.3724079,0.0,0.0,0.0,0.0,0.0,1.5955421
668,2.9429321,1,-0.8446871,-0.79306763,1.4549112,0.0,0.0,0.0,0.0,0.0,1.5955421
669,2.9474182,1,-0.71334404,-1.0128075,1.3364792,0.0,0.0,0.0,0.0,0.0,1.5955421
670,2.9519043,1,-0.84274375,-0.86012495,1.4526119,0.0,0.0,0.0,0.0,0.0,1.5955421
671,2.9563904,1,-0.863605,-0.98084354,1.4823713,0.0,0.0,0.0,0.0,0.0,1.5955421
672,2.9608765,1,-0.8635705,-0.9805268,1.4822493,0.0,0.0,0.0,0.0,0.0,1.5955421
673,2.9653625,1,-0.8357612,-0.91859055,1.4518604,0.0,0.0,0.0,0.0,0.0,1.5955421
674,2.9698486,1,-0.8354847,-0.91693544,1.4515982,0.0,0.0,0.0,0.0,0.0,1.5955421
675,2.9743347,1,-0.9354623,-0.8662685,1.547368,0.0,0.0,0.0,0.0,0.0,1.5955421
676,2.9788208,1,-0.8721405,-0.772202,1.4791269,0.0,0.0,0.0,0.0,0.0,1.5955421
677,2.983307,1,-0.873494,-0.8425404,1.4835978,0.0,0.0,0.0,0.0,0.0,1.5955421
678,2.987793,1,-0.8811462,-0.7314722,1.4827461,0.0,0.0,0.0,0.0,0.0,1.5955421
679,2.992279,1,-0.7832843,-0.73989093,1.3864555,0.0,0.0,0.0,0.0,0.0,1.5955421
680,2.9967651,1,-0.8580175,-0.8272172,1.4682341,0.0,0.0,0.0,0.0,0.0,1.5955421
681,3.0012512,1,-0.8977662,-0.74262977,1.5030031,0.0,0.0,0.0,0.0,0.0,1.5955421
682,3.0057373,1,-0.87681425,-0.84498334,1.4915371,0.0,0.0,0.0,0.0,0.0,1.5955421
683,3.0102234,1,-0.9490974,-0.7355054,1.554532,0.0,0.0,0.0,0.0,0.0,1.5955421
684,3.0147095,1,-0.89670014,-0.5465685,1.4865637,0.0,0.0,0.0,0.0,0.0,1.5955421
685,3.0191956,1,-0.7718451,-0.8231251,1.3818846,0.0,0.0,0.0,0.0,0.0,1.5955421
686,3.0236816,1,-0.8078855,-0.62730896,1.4024954,0.0,0.0,0.0,0.0,0.0,1.5955421
687,3.0281677,1,-0.8378109,-0.84146684,1.4465714,0.0,0.0,0.0,0.0,0.0,1.5955421
688,3.0326538,1,-0.838192,-0.5802648,1.427269,0.0,0.0,0.0,0.0,0.0,1.5955421
689,3.03714,1,-0.68119144,-0.7327584,1.2844887,0.0,0.0,0.0,0.0,0.0,1.5955421
690,3.041626,1,-0.78021055,-0.72424626,1.3815126,0.0,0.0,0.0,0.0,0.0,1.5955421
691,3.046112,1,-0.7643062,-0.58755773,1.3562183,0.0,0.0,0.0,0.0,0.0,1.5955421
692,3.0505981,1,-0.7920584,-0.69274366,1.3893385,0.0,0.0,0.0,0.0,0.0,1.5955421
693,3.0550842,1,-0.829226,-0.64829236,1.4210119,0.0,0.0,0.0,0.0,0.0,1.5955421
694,3.0596008,1,-0.86062896,-0.65065646,1.4496593,0.0,0.0,0.0,0.0,0.0,1.5955421
695,3.064087,1,-0.8374173,-0.81232965,1.4385748,0.0,0.0,0.0,0.0,0.0,1.5955421
696,3.068573,1,-0.886064,-0.6833511,1.47684,0.0,0.0,0.0,0.0,0.0,1.5955421
697,3.073059,1,-0.81883687,-0.8318045,1.4212408,0.0,0.0,0.0,0.0,0.0,1.5955421
698,3.0775452,1,-0.8777449,-0.67888355,1.46766,0.0,0.0,0.0,0.0,0.0,1.5955421
699,3.0820313,1,-0.7985378,-0.8098109,1.4006491,0.0,0.0,0.0,0.0,0.0,1.5955421
700,3.0865173,1,-0.89649034,-0.74756414,1.4932699,0.0,0.0,0.0,0.0,0.0,1.5955421
701,3.0910034,1,-0.8775338,-0.78276944,1.4780178,0.0,0.0,0.0,0.0,0.0,1.5955421
702,3.0954895,1,-0.8369913,-0.5498413,1.4225426,0.0,0.0,0.0,0.0,0.0,1.5955421
703,3.0999756,1,-0.9108565,-0.5539295,1.4968119,0.0,0.0,0.0,0.0,0.0,1.5955421
704,3.1044617,1,-0.8913499,-0.61805993,1.4821758,0.0,0.0,0.0,0.0,0.0,1.5955421
705,3.1089478,1,-0.9705025,-0.5015836,1.5528498,0.0,0.0,0.0,0.0,0.0,1.5955421
706,3.1134338,1,-0.740354,-0.55714965,1.329979,0.0,0.0,0.0,0.0,0.0,1.5955421
707,3.11792,1,-0.8028943,-0.6227055,1.3980074,0.0,0.0,0.0,0.0,0.0,1.5955421
708,3.122406,1,-0.8588631,-0.5870885,1.4512148,0.0,0.0,0.0,0.0,0.0,1.5955421
709,3.126892,1,-0.9305959,-0.68029726,1.527914,0.0,0.0,0.0,0.0,0.0,1.5955421
710,3.1313782,1,-0.87160474,-0.6587486,1.467226,0.0,0.0,0.0,0.0,0.0,1.5955421
711,3.1358643,1,-0.8198134,-0.64173293,1.4135666,0.0,0.0,0.0,0.0,0.0,1.5955421
712,3.1403503,1,-0.9212971,-0.786935,1.5230427,0.0,0.0,0.0,0.0,0.0,1.5955421
713,3.1448364,1,-0.81200755,-0.6970922,1.4080458,0.0,0.0,0.0,0.0,0.0,1.5955421
714,3.1493225,1,-0.9469538,-0.82446456,1.5492191,0.0,0.0,0.0,0.0,0.0,1.5955421
715,3.1538086,1,-0.85782087,-0.7633712,1.4562397,0.0,0.0,0.0,0.0,0.0,1.5955421
716,3.1582947,1,-0.88178515,-0.83213794,1.4852266,0.0,0.0,0.0,0.0,0.0,1.5955421
717,3.1627808,1,-0.79778135,-0.68568027,1.392849,0.0,0.0,0.0,0.0,0.0,1.5955421
718,3.1672668,1,-0.7455703,-0.89907646,1.3565865,0.0,0.0,0.0,0.0,0.0,1.5955421
719,3.171753,1,-0.8997208,-0.5718472,1.4864187,0.0,0.0,0.0,0.0,0.0,1.5955421
720,3.176239,1,-0.7579012,-0.7854877,1.3611822,0.0,0.0,0.0,0.0,0.0,1.5955421
721,3.1807556,1,-0.8685814,-0.7288703,1.4665956,0.0,0.0,0.0,0.0,0.0,1.5955421
722,3.1852417,1,-0.84052336,-0.75849223,1.4411049,0.0,0.0,0.0,0.0,0.0,1.5955421
723,3.1897278,1,-0.81056005,-0.86315286,1.4191723,0.0,0.0,0.0,0.0,0.0,1.5955421
724,3.1942139,1,-0.82178974,-0.69653475,1.4194975,0.0,0.0,0.0,0.0,0.0,1.5955421
725,3.1987,1,-0.8287932,-0.6646874,1.4229603,0.0,0.0,0.0,0.0,0.0,1.5955421
726,3.203186,1,-0.8025788,-0.71135163,1.398776,0.0,0.0,0.0,0.0,0.0,1.5955421
727,3.207672,1,-0.83755934,-0.8789357,1.4433594,0.0,0.0,0.0,0.0,0.0,1.5955421
728,3.2121582,1,-0.85650605,-0.8054648,1.458561,0.0,0.0,0.0,0.0,0.0,1.5955421
729,3.2166443,1,-0.85628134,-0.8052827,1.4581614,0.0,0.0,0.0,0.0,0.0,1.5955421
730,3.2211304,1,-0.97568464,-0.8286377,1.5818911,0.0,0.0,0.0,0.0,0.0,1.5955421
731,3.2256165,1,-0.9291581,-0.8034053,1.5334578,0.0,0.0,0.0,0.0,0.0,1.5955421
732,3.2301025,1,-0.8988591,-0.6779635,1.4944153,0.0,0.0,0.0,0.0,0.0,1.5955421
733,3.2345886,1,-0.9110868,-0.6824604,1.5060453,0.0,0.0,0.0,0.0,0.0,1.5955421
734,3.2390747,1,-0.92295253,-0.9448422,1.5351286,0.0,0.0,0.0,0.0,0.0,1.5955421
735,3.2435608,1,-0.8916957,-0.6577797,1.4861546,0.0,0.0,0.0,0.0,0.0,1.5955421
736,3.2480469,1,-0.9280802,-0.7019104,1.5249357,0.0,0.0,0.0,0.0,0.0,1.5955421
737,3.252533,1,-0.93640685,-0.7683717,1.5377426,0.0,0.0,0.0,0.0,0.0,1.5955421
738,3.257019,1,-0.8481143,-0.74509674,1.4498329,0.0,0.0,0.0,0.0,0.0,1.5955421
739,3.2614136,1,-0.99690664,-0.7439649,1.597928,0.0,0.0,0.0,0.0,0.0,1.5955421
740,3.265808,1,-0.90022117,-0.68379754,1.5010176,0.0,0.0,0.0,0.0,0.0,1.5955421
741,3.2702026,1,-0.8590995,-0.7204757,1.4653473,0.0,0.0,0.0,0.0,0.0,1.5955421
742,3.2745972,1,-0.77865845,-0.7402407,1.3898802,0.0,0.0,0.0,0.0,0.0,1.5955421
743,3.2789917,1,-0.8571967,-0.8757924,1.4761171,0.0,0.0,0.0,0.0,0.0,1.5955421
744,3.2833862,1,-0.7706742,-0.9782027,1.396327,0.0,0.0,0.0,0.0,0.0,1.5955421
745,3.2877808,1,-0.814484,-0.8197945,1.4303942,0.0,0.0,0.0,0.0,0.0,1.5955421
746,3.2921753,1,-0.87642604,-0.7823485,1.4900379,0.0,0.0,0.0,0.0,0.0,1.5955421
747,3.2965698,1,-0.70604,-0.7795329,1.3221188,0.0,0.0,0.0,0.0,0.0,1.5955421
748,3.3009644,1,-0.7811612,-0.63452137,1.3866644,0.0,0.0,0.0,0.0,0.0,1.5955421
