Time,Rot1,Rot2,Rot3,Rot4,Rot5,Rot6,Rot7,Rot8,Rot9,FRot1,FRot2,FRot3,FRot4,FRot5,FRot6,FRot7,FRot8,FRot9,AccX,AccY,AccZ,GravX,GravY,GravZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Imid
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7960205,0.031723022,0.45324707,0.0,0.0,0.0,0.0,0.0,0.0,0
0.004425049,-0.045815617,0.20990053,0.97664875,-0.0065626185,-0.9777175,0.20982236,0.9989283,0.003203768,0.046172224,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.979019,-0.05744934,0.37348938,9.7960205,0.031417847,0.4527893,0.0,0.0,0.0,-30.921936,-23.078918,3.5095215,0
0.00881958,-0.04579884,0.20987889,0.9766542,-0.0065738633,-0.97772217,0.20980012,0.99892896,0.0031882103,0.04615825,0.9978211,0.0585459,-0.030420031,-0.058520388,0.9982847,0.0017290763,0.030469084,5.488323E-5,0.99953574,9.658203,0.02394104,0.3830719,9.7960205,0.03126526,0.45265198,-0.0021362305,0.004257202,0.0053253174,-30.921936,-23.078918,3.5095215,0
0.013244629,-0.045795605,0.20987469,0.9766551,-0.006588863,-0.977723,0.20979522,0.9989291,0.0031726507,0.046158254,0.9914656,0.115744,-0.059994765,-0.115543716,0.9932791,0.0068085957,0.0603796,1.8152961E-4,0.9981755,9.715668,-0.02394104,0.43572998,9.7960205,0.03111267,0.45265198,0.014907837,-0.0138549805,0.0010681152,-30.921936,-23.078918,3.5095215,0
0.017669678,-0.045338094,0.26289052,0.96375984,-0.009068727,-0.9648204,0.2627532,0.99893045,0.0031726551,0.0461272,0.9812255,0.17142777,-0.08836872,-0.17076379,0.98519665,0.0150764175,0.08964508,2.968126E-4,0.9959737,9.878464,0.03829956,0.41178894,9.7960205,0.03111267,0.4523468,0.012786865,-0.014923096,0.0010681152,-30.3833,-22.54181,4.7195435,0
0.022064209,-0.045338094,0.26289052,0.96375984,-0.009068727,-0.9648204,0.2627532,0.99893045,0.0031726551,0.0461272,0.9676531,0.2243906,-0.11531005,-0.22286247,0.9744992,0.026146108,0.1182365,3.9792067E-4,0.9929854,9.792282,0.028717041,0.43095398,9.7960205,0.03111267,0.4523468,0.010650635,-0.01171875,0.0053253174,-30.3833,-22.54181,4.7195435,0
0.026489258,-0.045310616,0.2628557,0.9637706,-0.0089951195,-0.96482974,0.2627217,0.9989325,0.0032348507,0.046081454,0.9509241,0.27564412,-0.1405832,-0.2727394,0.96125966,0.039913032,0.14613876,3.8831664E-4,0.989264,9.883255,0.19152832,0.34475708,9.796173,0.031723022,0.4519043,-0.013839722,-0.0063934326,0.01171875,-30.3833,-22.54181,4.7195435,0
0.030883789,-0.045370597,0.25248438,0.9665367,-0.008515439,-0.96759564,0.2523613,0.998934,0.0032192958,0.0460504,0.9313034,0.3251734,-0.16412248,-0.32032746,0.9456543,0.055931136,0.17339045,4.8407854E-4,0.984853,9.720444,-0.02394104,0.3830719,9.796173,0.031570435,0.45159912,0.008514404,-0.010665894,-0.0032043457,-30.204773,-24.154663,4.891968,0
0.035308838,-0.045421507,0.2525444,0.96651864,-0.008563774,-0.96757996,0.25241926,0.9989311,0.003188217,0.04611167,0.9090541,0.37302876,-0.18566163,-0.36561018,0.9278196,0.07402696,0.19987468,5.852703E-4,0.97982126,9.830582,-0.05265808,0.59854126,9.7960205,0.03126526,0.4521942,0.01171875,0.011703491,0.004257202,-30.204773,-24.154663,4.891968,0
0.039733887,-0.045377687,0.25249273,0.96653414,-0.008549834,-0.9675936,0.25236806,0.9989334,0.0031881747,0.046065934,0.8844903,0.41897932,-0.2052639,-0.40828896,0.9079956,0.09404351,0.225781,6.2642066E-4,0.9741779,9.98381,0.04788208,0.34954834,9.796173,0.03126526,0.4517517,-0.0010681152,-0.010665894,0.007446289,-30.204773,-24.154663,4.891968,0
0.044128418,-0.04529864,0.26003557,0.9645359,-0.008884624,-0.9655937,0.25990352,0.998934,0.0032037362,0.0460504,0.8578759,0.46303576,-0.22281583,-0.44836175,0.8863393,0.1156475,0.25103936,6.9089304E-4,0.9679766,9.806641,0.04788208,0.3878479,9.796173,0.031417847,0.45159912,0.0021209717,-0.015991211,-0.004272461,-29.48761,-22.003174,4.547119,0
0.048553467,-0.045261007,0.25998813,0.9645504,-0.008904331,-0.9656065,0.25985497,0.9989355,0.0031726216,0.046019353,0.82962453,0.5049597,-0.23819925,-0.48557633,0.86314267,0.13856556,0.27556995,7.065391E-4,0.96128076,9.897629,-0.04788208,0.3878479,9.796173,0.03111267,0.45129395,-0.006378174,-0.0021362305,0.007446289,-29.48761,-22.003174,4.547119,0
0.052947998,-0.045225266,0.25994313,0.9645643,-0.008923061,-0.96561885,0.25980896,0.99893695,0.0031430628,0.045989856,0.7999024,0.54493356,-0.2514032,-0.52013296,0.83847886,0.16252647,0.29936242,7.5779273E-4,0.9541392,9.749176,-0.02394104,0.36390686,9.796173,0.030822754,0.45100403,0.0010681152,0.015960693,0.0021209717,-29.48761,-22.003174,4.547119,0
0.057373047,-0.045020696,0.27647814,0.9599651,-0.009685075,-0.96101516,0.27632633,0.99893916,0.0031430698,0.04594328,0.76892096,0.58296824,-0.2625046,-0.5520397,0.8124945,0.18736291,0.32251015,8.4568193E-4,0.9465656,9.749176,0.03829956,0.34954834,9.796173,0.030822754,0.45054626,0.007446289,0.013824463,-0.007461548,-29.666138,-23.617554,5.4107666,0
0.061798096,-0.04503544,0.27649537,0.95995945,-0.009690179,-0.96101004,0.27634338,0.9989383,0.0031430672,0.045958802,0.7371487,0.6187576,-0.27157107,-0.58100593,0.78558147,0.21282361,0.34502742,9.017511E-4,0.93859214,9.76355,0.0335083,0.49319458,9.796173,0.030822754,0.45069885,0.0021209717,0.0095825195,-0.0010681152,-29.666138,-23.617554,5.4107666,0
0.066192627,-0.045011245,0.2764671,0.95996875,-0.0096672475,-0.96101826,0.27631608,0.99893975,0.0031570755,0.0459293,0.7046206,0.6526216,-0.27855858,-0.60738343,0.75768334,0.23874953,0.3668723,9.640284E-4,0.93027085,9.701294,0.06703186,0.3543396,9.796173,0.030960083,0.45040894,0.004257202,0.017028809,0.0,-29.666138,-23.617554,5.4107666,0
0.071166992,-0.04543707,0.22581154,0.9731108,-0.007309301,-0.9741659,0.2257151,0.99894047,0.003143074,0.045913775,0.67151886,0.6845939,-0.28353766,-0.631232,0.7289239,0.26498315,0.38808322,0.0010368549,0.92162377,9.753967,-0.02394104,0.42137146,9.796173,0.030822754,0.45025635,0.0063934326,0.018081665,-0.0021362305,-31.100464,-23.617554,4.0283203,0
0.076141357,-0.04541514,0.22578393,0.97311825,-0.0073347855,-0.97417253,0.22568622,0.99894136,0.003111957,0.045898255,0.6373486,0.71542937,-0.28626508,-0.6532672,0.6986843,0.29168877,0.40869159,0.001100154,0.9126719,9.859314,-0.05744934,0.40222168,9.796173,0.030517578,0.45010376,0.004257202,0.011703491,-0.0010681152,-31.100464,-23.617554,4.0283203,0
0.08114624,-0.045555003,0.22596,0.9730708,-0.0074077006,-0.97413164,0.22585955,0.9989343,0.003080816,0.04605042,0.60292923,0.7443924,-0.28697783,-0.672844,0.66774154,0.31843713,0.42866918,0.0010962463,0.90346086,9.787491,0.04788208,0.48840332,9.796173,0.030212402,0.45159912,-0.012771606,0.015960693,-0.0063934326,-31.100464,-23.617554,4.0283203,0
0.086120605,-0.045569986,0.22597887,0.97306573,-0.0074120965,-0.97412735,0.2258783,0.9989337,0.003080814,0.04606595,0.60292923,0.7443924,-0.28697783,-0.672844,0.66774154,0.31843713,0.42866918,0.0010962463,0.90346086,9.787491,0.04788208,0.48840332,9.796173,0.030212402,0.4517517,-0.012771606,0.015960693,-0.0063934326,-31.100464,-23.617554,4.0283203,0
0.091094971,-0.045337703,0.25475848,0.96594125,-0.00879232,-0.9669999,0.25462502,0.9989331,0.0030512488,0.04608148,0.5340755,0.7966388,-0.28307238,-0.70485586,0.60445434,0.37123182,0.46684203,0.0012593849,0.88433987,9.806641,0.12449646,0.30166626,9.796173,0.029922485,0.4519043,0.015975952,0.003189087,-0.007461548,-29.48761,-23.796082,4.891968,0
0.096069336,-0.045289643,0.25470245,0.96595836,-0.008730271,-0.9670145,0.2545716,0.9989357,0.0030963798,0.046019364,0.5340755,0.7966388,-0.28307238,-0.70485586,0.60445434,0.37123182,0.46684203,0.0012593849,0.88433987,9.806641,0.12449646,0.30166626,9.796173,0.03036499,0.45129395,0.015975952,0.003189087,-0.007461548,-29.48761,-23.796082,4.891968,0
0.101043701,-0.044806745,0.304404,0.95148855,-0.011071766,-0.95253795,0.30421832,0.9989343,0.0030963756,0.04605042,0.46687922,0.8411457,-0.27294287,-0.72753006,0.54080665,0.42217085,0.5027165,0.0014713695,0.8644501,9.859314,0.01914978,0.5219269,9.796173,0.03036499,0.45159912,0.017044067,0.018081665,0.0,-30.921936,-22.003174,5.583191,0
0.106018066,-0.044787508,0.3043792,0.95149744,-0.011080673,-0.95254594,0.30419302,0.99893504,0.003080818,0.04603489,0.43471107,0.86036676,-0.26607385,-0.7353809,0.5096731,0.44659624,0.5198473,0.001525297,0.8542578,9.854523,0.0143585205,0.42137146,9.796173,0.030212402,0.45144653,0.010650635,0.0053253174,0.0095825195,-30.921936,-22.003174,5.583191,0
