Serial,Time,Imid,ax,ay,az,vx,vy,vz,dx,dy,dz,0.08430257,0.06273687,0.097578876
0,0.0,0,-0.16046369,0.0036365986,-0.093663216,0.0,0.0,0.0,0.0,0.0,0.0
1,0.004425049,0,-0.06782883,0.08252573,0.02648735,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00881958,0,-0.049618237,0.008250952,0.025465965,0.0,0.0,0.0,0.0,0.0,0.0
3,0.013244629,0,0.0017221626,0.06748295,0.09174347,0.0,0.0,0.0,0.0,0.0,0.0
4,0.017669678,0,-0.026921624,-8.201599E-5,0.045918465,0.0,0.0,0.0,0.0,0.0,0.0
5,0.022064209,0,-0.0052677933,0.014695883,0.07116127,0.0,0.0,0.0,0.0,0.0,0.0
6,0.026489258,0,-0.09465545,-0.16508842,-0.0642643,0.0,0.0,0.0,0.0,0.0,0.0
7,0.030883789,0,-0.04998865,0.054457664,0.035553932,0.0,0.0,0.0,0.0,0.0,0.0
8,0.035308838,0,0.16187724,0.13605094,0.26820755,0.0,0.0,0.0,0.0,0.0,0.0
9,0.039733887,0,-0.09157344,-0.025846004,-0.025712013,0.0,0.0,0.0,0.0,0.0,0.0
10,0.044128418,0,-0.048137836,-0.014686108,0.02000618,0.0,0.0,0.0,0.0,0.0,0.0
11,0.048553467,0,-0.049748383,0.07715821,0.041632652,0.0,0.0,0.0,0.0,0.0,0.0
12,0.052947998,0,-0.06936654,0.048653364,0.014609337,0.0,0.0,0.0,0.0,0.0,0.0
13,0.057373047,0,-0.083686225,-0.015307188,-0.016316414,0.0,0.0,0.0,0.0,0.0,0.0
14,0.061798096,0,0.05937413,0.025774479,0.13673496,0.0,0.0,0.0,0.0,0.0,0.0
15,0.06619263,0,-0.07760393,-0.041452885,-0.01713276,0.0,0.0,0.0,0.0,0.0,0.0
16,0.07116699,0,-0.01131391,0.063237906,0.07540417,0.0,0.0,0.0,0.0,0.0,0.0
17,0.07614136,0,-0.03304871,0.08978462,0.060585976,0.0,0.0,0.0,0.0,0.0,0.0
