Serial,Time,Imid,ax,ay,az,vx,vy,vz,dx,dy,dz,mx,my,mz,nsax,nsay,nsaz0.11490439,0.25285307,0.067296684
0,0.0,0,0.010252345,0.011943044,0.0014015144,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.943375,-0.044265747,0.37687683
1,0.00830078,0,0.0094897365,0.009744178,0.0013628661,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.943375,-0.044265747,0.37687683
2,0.01660156,0,0.008730896,0.0075624124,0.0013242656,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.944565,-0.07058716,0.2907257
3,0.02490234,0,0.007976098,0.005399143,0.0012860007,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.960129,-0.08015442,0.29193115
4,0.03320312,0,0.0072258213,0.003256285,0.0012484954,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.962524,-0.07777405,0.43190002
5,0.041503903,0,0.006480791,0.0011362078,0.0012122476,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.962524,-0.07777405,0.43190002
6,0.049804684,0,0.005741815,-9.5883716E-4,0.0011777268,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.943375,-0.07058716,0.46180725
7,0.058105465,0,0.0050097294,-0.0030268852,0.0011453625,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.943375,-0.07058716,0.46180725
8,0.06640625,0,0.004285334,-0.0050663245,0.0011155873,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.9756775,-0.0657959,0.33499146
9,0.07470703,0,0.0035694,-0.0070758397,0.0010888379,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.964905,-0.053833008,0.36849976
10,0.08300781,0,0.0028627592,-0.009054102,0.0010655196,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.964905,-0.053833008,0.36849976
11,0.091308594,0,0.0021662365,-0.010999879,0.001046006,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.988831,-0.058624268,0.35653687
12,0.099609375,0,0.0014806148,-0.0129121505,0.0010306243,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.948166,-0.052642822,0.4785614
13,0.107910156,0,8.066167E-4,-0.014790161,0.0010196188,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.948166,-0.052642822,0.4785614
14,0.11621094,0,1.4481491E-4,-0.016633496,0.0010131556,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.951752,-0.027511597,0.55752563
15,0.12451172,0,-5.0437613E-4,-0.01844204,0.0010113097,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.943375,-0.062210083,0.3912201
16,0.1328125,0,-0.0011406322,-0.020215927,0.001014049,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.943375,-0.062210083,0.3912201
17,0.14111328,0,-0.0017638154,-0.021955708,0.0010212596,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.957733,-0.07537842,0.098098755
18,0.14941406,0,-0.0023739785,-0.023662312,0.0010327522,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.929016,-0.08135986,0.2368927
19,0.15771484,0,-0.002971224,-0.025336945,0.00104834,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.929016,-0.08135986,0.2368927
20,0.16601563,0,-0.0035558539,-0.02698142,0.0010678439,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,10.069,0.105285645,-0.36131287
21,0.1743164,0,-0.004128481,-0.02859814,0.0010910367,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,10.092926,-0.31825256,-0.9499512
22,0.18261719,0,-0.004690057,-0.030190164,0.0011175772,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,10.092926,-0.31825256,-0.9499512
23,0.19091797,0,-0.0052417954,-0.031761363,0.0011470701,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.899109,-0.021530151,-0.6125641
24,0.19921875,0,-0.0057851453,-0.03331663,0.0011790365,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.829712,0.047851563,-0.5898285
25,0.20751953,0,-0.006321754,-0.03486219,0.0012128842,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,9.907486,-0.06819153,-0.7262268
