Time,Rot1,Rot2,Rot3,Rot4,Rot5,Rot6,Rot7,Rot8,Rot9,FRot1,FRot2,FRot3,FRot4,FRot5,FRot6,FRot7,FRot8,FRot9,Imid
204.653937156,-0.7468007,0.66497856,-0.009609146,-0.66329324,-0.7437036,0.08334933,0.04827915,0.06861901,0.996474,-0.74329484,0.66888565,-0.010232586,-0.6672358,-0.7401892,0.08316419,0.048053283,0.06864306,0.9964833,0
204.658331687,-0.7646463,0.6444082,-0.007343601,-0.6426426,-0.7615995,0.083525956,0.048231937,0.06858713,0.99647856,-0.74336797,0.66880476,-0.010209639,-0.66715574,-0.74026614,0.083122164,0.04803465,0.06860177,0.9964871,0
204.662726219,-0.7646456,0.64440936,-0.0073353406,-0.6426447,-0.7616012,0.083494544,0.04821806,0.06855775,0.9964812,-0.74336797,0.66880476,-0.010209639,-0.66715574,-0.74026614,0.083122164,0.04803465,0.06860177,0.9964871,0
204.66712075,-0.76464903,0.6444049,-0.0073706848,-0.64264417,-0.7616051,0.08346468,0.048171494,0.0685579,0.9964835,-0.74426234,0.66781074,-0.010116152,-0.66616213,-0.74116665,0.083065845,0.047974512,0.06856178,0.99649274,0
204.671484764,-0.7359149,0.67698663,-0.01088268,-0.67535293,-0.73280394,0.083048515,0.048247863,0.06846628,0.9964861,-0.74464434,0.6673872,-0.009960413,-0.665731,-0.7415572,0.08303722,0.04803176,0.06846415,0.99649674,0
204.675879295,-0.7359169,0.67698395,-0.010904228,-0.6753526,-0.7328062,0.083028615,0.048218362,0.06846637,0.99648744,-0.74444944,0.6676045,-0.009963911,-0.6659488,-0.7413642,0.08301409,0.048033696,0.068435244,0.9964986,0
204.680273826,-0.7359202,0.67697996,-0.010937351,-0.6753513,-0.73280853,0.08301908,0.048187267,0.06848197,0.9964879,-0.74444944,0.6676045,-0.009963911,-0.6659488,-0.7413642,0.08301409,0.048033696,0.068435244,0.9964986,0
204.684668357,-0.7362192,0.67665553,-0.010889094,-0.6750243,-0.7331081,0.08303439,0.04820279,0.068481915,0.99648714,-0.7441081,0.6679841,-0.010021128,-0.6663304,-0.74102044,0.083021805,0.048031386,0.06845458,0.9964974,0
204.689062889,-0.73622066,0.67665374,-0.010902258,-0.67502594,-0.73311263,0.08298026,0.04815632,0.06845109,0.9964915,-0.74395084,0.66815865,-0.010057595,-0.6665093,-0.7408655,0.08296815,0.047984567,0.06842771,0.9965015,0
204.69345742,-0.73622555,0.67664766,-0.010947198,-0.6750261,-0.7331198,0.082916364,0.04807956,0.0684348,0.9964964,-0.7437972,0.6683293,-0.010087457,-0.66668123,-0.7407106,0.08296917,0.047978837,0.068437345,0.9965011,0
204.697821433,-0.7406449,0.6718168,-0.010355124,-0.67016757,-0.7375462,0.08307201,0.048171796,0.06846654,0.99648976,-0.7437972,0.6683293,-0.010087457,-0.66668123,-0.7407106,0.08296917,0.047978837,0.068437345,0.9965011,0
204.702215965,-0.740641,0.67182183,-0.01031458,-0.670172,-0.73754746,0.0830261,0.048171252,0.06840508,0.99649405,-0.7436606,0.66848105,-0.010095868,-0.6668332,-0.7405745,0.08296253,0.047982138,0.068428226,0.99650156,0
204.706610496,-0.74064004,0.6718231,-0.010304224,-0.6701731,-0.73754776,0.08301466,0.0481713,0.06838959,0.99649507,-0.74360347,0.6685448,-0.010085259,-0.66689706,-0.7405195,0.08294037,0.047981024,0.06840057,0.9965035,0
204.711005027,-0.74096626,0.67146343,-0.01028684,-0.6698155,-0.73787653,0.082978085,0.048126332,0.06837425,0.9964983,-0.74351996,0.6686377,-0.010082167,-0.6669884,-0.74043494,0.082960874,0.048005585,0.06840775,0.9965018,0
204.715399558,-0.74096525,0.6714646,-0.010277571,-0.6698176,-0.7378782,0.082944795,0.04811091,0.06834332,0.9965011,-0.74351996,0.6686377,-0.010082167,-0.6669884,-0.74043494,0.082960874,0.048005585,0.06840775,0.9965018,0
204.71979409,-0.7409641,0.67146623,-0.010266169,-0.669818,-0.737877,0.08295519,0.048126437,0.068343274,0.99650043,-0.7434184,0.66875005,-0.010120347,-0.6671042,-0.7403337,0.082934044,0.047969714,0.068406016,0.9965036,0
204.724158103,-0.7810704,0.6244219,-0.0051208255,-0.6225892,-0.77809405,0.08338022,0.04807996,0.068314,0.99650466,-0.7433991,0.6687708,-0.010165498,-0.66713125,-0.7403169,0.08286607,0.04789272,0.06838428,0.9965088,0
204.728766258,-0.7810709,0.6244215,-0.0051246537,-0.62258637,-0.7780907,0.08343454,0.048110865,0.068358816,0.99650013,-0.74417496,0.66790897,-0.0100624,-0.6662629,-0.74109167,0.08292672,0.047930345,0.06841619,0.99650484,0
204.733374412,-0.7810717,0.6244203,-0.0051328475,-0.6225888,-0.7780954,0.08337058,0.048064433,0.068314046,0.9965053,-0.74417496,0.66790897,-0.0100624,-0.6662629,-0.74109167,0.08292672,0.047930345,0.06841619,0.99650484,0
204.737982566,-0.74592227,0.6659645,-0.009558989,-0.66429317,-0.74286026,0.082904935,0.048110742,0.0681906,0.9965116,-0.7456798,0.6662322,-0.009814147,-0.6645799,-0.74261,0.08284904,0.047908615,0.06830114,0.9965138,0
204.742560203,-0.74592805,0.6659572,-0.009611458,-0.6642878,-0.74286115,0.08294074,0.048095014,0.06825259,0.9965081,-0.7457002,0.6662082,-0.009895109,-0.66455996,-0.74262416,0.08288189,0.047868248,0.06838094,0.9965102,0
