Time,Rot1,Rot2,Rot3,Rot4,Rot5,Rot6,Rot7,Rot8,Rot9,FRot1,FRot2,FRot3,FRot4,FRot5,FRot6,FRot7,FRot8,FRot9,AccX,AccY,AccZ,Imid
5771.515766819,-0.02121613,-0.99961776,0.017725969,0.9997623,-0.021123512,0.0053961,-0.005019603,0.01783624,0.99982834,0.006827916,-0.99980295,0.018639619,0.99996966,0.0068966327,0.0036248341,-0.0037526703,0.018614303,0.9998197,-0.30645752,0.026321411,9.742004,0
5771.52016135,-0.021236004,-0.99961764,0.017712858,0.99976224,-0.021144286,0.005349498,-0.004972926,0.017822245,0.9998289,0.0062400103,-0.99980915,0.018514695,0.99997294,0.0063112057,0.0037893967,-0.0039055233,0.018490547,0.9998214,-0.2394104,0.02154541,9.751572,0
5771.524586399,0.05114126,-0.9985263,0.018159,0.9986805,0.051217232,0.003743412,-0.0046679494,0.017943598,0.9998281,0.0056926575,-0.999812,0.018533684,0.9999765,0.005762229,0.0037025656,-0.0038086649,0.018512173,0.99982136,-0.12927246,-0.011962891,9.943115,0
5771.529011448,0.051488098,-0.9985038,0.018417232,0.99866426,0.051558595,0.0033733197,-0.0043178387,0.018218944,0.9998247,0.0065935417,-0.9998027,0.018735323,0.99997216,0.0066576526,0.0033616074,-0.0034856775,0.018712638,0.9998188,-0.12449646,0.19392395,9.9526825,0
5771.533436497,0.05163033,-0.99849445,0.018523132,0.99865824,0.051695563,0.0030599062,-0.004012863,0.018340295,0.9998238,0.007489829,-0.9997919,0.018975444,0.99996704,0.007548172,0.0030049344,-0.003147539,0.01895231,0.99981546,-0.04309082,0.03590393,9.943115,0
5771.537861546,-0.05116283,-0.998523,0.018286718,0.9986829,-0.05108309,0.004801603,-0.003860368,0.018508293,0.99982125,0.00832594,-0.9997822,0.019138735,0.9999612,0.008379575,0.0027238824,-0.0028836636,0.019115312,0.99981314,-0.028717041,0.12689209,9.828186,0
5771.542256077,-0.0511393,-0.9985238,0.018303158,0.9986841,-0.05105978,0.004786428,-0.0038448072,0.01852385,0.99982107,0.00714837,-0.9997878,0.019319419,0.9999706,0.007200343,0.0026219785,-0.0027605284,0.01930011,0.9998099,0.0,0.22744751,9.809036,0
5771.546681126,-0.051191866,-0.9985218,0.018266425,0.99868107,-0.051110554,0.004891452,-0.003950614,0.018492734,0.99982125,0.0060262154,-0.9997952,0.019318376,0.999978,0.006078579,0.0026530053,-0.0027698902,0.019301962,0.99980986,-0.05265808,0.29447937,9.995789,0
5771.551106174,0.0012768888,-0.99983037,0.018376794,0.99999076,0.0013523503,0.0040945085,-0.004118665,0.018371394,0.99982274,0.0048745256,-0.99980336,0.019221036,0.99998397,0.0049292846,0.0028025657,-0.0028967604,0.019207064,0.99981135,-0.07661438,0.25138855,9.828186,0
5771.555531223,9.391402E-4,-0.9998349,0.018146928,0.9999904,0.0010170504,0.004284537,-0.0043022856,0.01814273,0.99982625,0.0048478623,-0.9998062,0.019078016,0.99998355,0.004905461,0.0029734627,-0.0030664732,0.019063286,0.99981356,-0.05744934,0.10293579,9.9048,0
5771.559956272,6.90945E-4,-0.9998382,0.017978009,0.9999897,7.717257E-4,0.0044867564,-0.0044999043,0.017974721,0.99982834,0.004756171,-0.9998111,0.01884376,0.9999833,0.0048171654,0.0031927896,-0.0032829603,0.01882826,0.9998174,-0.028717041,0.26574707,9.8138275,0
5771.564381321,-0.012906561,-0.9997587,0.017775524,0.9999061,-0.012822473,0.00483637,-0.0046072765,0.017836275,0.9998303,0.0046535376,-0.99981517,0.018652402,0.999983,0.0047181384,0.0034208917,-0.003508264,0.018636165,0.9998202,-0.11012268,0.06463623,9.651016,0
5771.568775852,-0.013038677,-0.9997586,0.017683271,0.9999038,-0.012953107,0.0049448907,-0.004714644,0.017746046,0.9998313,0.0042790184,-0.9998189,0.018543746,0.9999844,0.0043450906,0.0035242094,-0.0036041453,0.018528378,0.99982184,-0.22026062,0.11730957,9.9526825,0
5771.573200901,-0.0130622545,-0.9997586,0.017666807,0.9999032,-0.012975686,0.0050057746,-0.0047753276,0.017730486,0.9998313,0.0038381703,-0.9998222,0.01846319,0.9999858,0.0039054125,0.0036072694,-0.0036787344,0.018449085,0.99982303,-0.20588684,0.10772705,9.923965,0
5771.57762595,0.024446774,-0.99954116,0.017885726,0.99969006,0.024526967,0.0042779227,-0.004714642,0.0177756,0.9998309,0.0034960404,-0.9998232,0.018473888,0.99998707,0.0035634607,0.0036178348,-0.0036830264,0.018461002,0.9998228,-0.08139038,0.11251831,9.837769,0
5771.582050999,0.02442335,-0.999542,0.017870076,0.99969065,0.024503479,0.0042787245,-0.0047146436,0.017760048,0.9998312,0.003911267,-0.9998203,0.018550182,0.9999857,0.0039779916,0.0035614194,-0.003634572,0.018535988,0.9998216,-0.02394104,0.14125061,9.876068,0
5771.586476048,0.024582146,-0.9995362,0.01797618,0.9996871,0.024661338,0.0041970224,-0.0046383925,0.01786738,0.9998296,0.004283328,-0.999819,0.018535916,0.9999844,0.0043490245,0.0035054174,-0.003585396,0.018520612,0.999822,-0.11491394,0.12210083,9.732422,0
5771.590901096,0.031356025,-0.9993464,0.017987685,0.9994976,0.031433567,0.004044501,-0.004607275,0.01785183,0.99983,0.004671434,-0.9998151,0.018651957,0.99998295,0.004736016,0.0034198305,-0.003507534,0.018635662,0.9998202,0.03829956,0.13166809,9.914383,0
5771.595295628,0.031334125,-0.9993473,0.017972536,0.9994983,0.031411894,0.004060935,-0.004622836,0.017836275,0.9998303,0.0051846025,-0.99981254,0.018655373,0.99998057,0.005248282,0.0033661232,-0.0034634008,0.018637558,0.9998203,-0.10533142,0.15083313,9.995789,0
5771.599720676,0.03135744,-0.99934626,0.017988665,0.9994974,0.031435546,0.0040755738,-0.004638394,0.017851826,0.9998299,0.005707872,-0.99981016,0.018628083,0.99997765,0.0057716346,0.0033709353,-0.00347781,0.018608427,0.9998208,-0.05744934,0.22744751,9.885651,0
5771.604145725,0.0589942,-0.998094,0.018109135,0.99824756,0.059067868,0.00355995,-0.0046228333,0.017867384,0.9998297,0.00623441,-0.9998073,0.018615257,0.9999742,0.006299752,0.0034535443,-0.0035701501,0.018593246,0.99982077,-0.02394104,0.20350647,9.871292,0
5771.608570774,0.058919344,-0.9980994,0.018055456,0.9982514,0.058994997,0.0036860257,-0.0047442024,0.017806709,0.9998302,0.007297729,-0.9998016,0.018535031,0.9999667,0.007364212,0.0035211616,-0.003656959,0.018508716,0.999822,-0.12927246,0.17477417,9.679749,0
5771.612995823,0.058798496,-0.99810815,0.017968794,0.99825805,0.058875475,0.0037852514,-0.004836011,0.017714925,0.9998313,0.0083387345,-0.9997949,0.018456765,0.9999581,0.008406976,0.0036228755,-0.0037772984,0.018425783,0.9998231,-0.08139038,0.12689209,9.9479065,0
5771.617390354,1.5673008E-5,-0.99984336,0.017699653,0.99998844,1.0099073E-4,0.0048194206,-0.0048204535,0.017699374,0.9998318,0.009325249,-0.9997875,0.0183815,0.999949,0.00939479,0.0037004745,-0.0038723787,0.018346056,0.99982417,-0.028717041,0.14125061,9.751572,0
5771.621815403,-7.471858E-6,-0.99984366,0.017683987,0.99998826,7.8324556E-5,0.0048509473,-0.0048515736,0.017683815,0.99983186,0.009119103,-0.9997893,0.018387869,0.99995077,0.009189315,0.0037375372,-0.003905722,0.018352881,0.9998239,-0.10533142,0.13166809,9.765945,0
5771.626240452,3.882021E-5,-0.99984306,0.017715324,0.99998814,1.2503646E-4,0.0048656794,-0.004867131,0.017714925,0.99983126,0.008908989,-0.9997919,0.018348347,0.9999523,0.008980629,0.0038257665,-0.0039897505,0.018313391,0.9998243,-0.08618164,0.25138855,9.880859,0
5771.630665501,0.031880353,-0.99933285,0.017817128,0.99947965,0.03196224,0.0043301107,-0.0048966976,0.017669812,0.99983186,0.008762904,-0.999793,0.018361747,0.99995375,0.00883415,0.0038026024,-0.0039640255,0.018327575,0.99982417,-0.13406372,0.08378601,9.885651,0
5771.635090549,0.03199088,-0.99932796,0.017891347,0.9994765,0.032071713,0.0042494982,-0.0048204493,0.017746037,0.9998309,0.009235786,-0.99978906,0.018345265,0.9999495,0.0093066,0.003778426,-0.003948361,0.018309444,0.9998246,-0.06703186,0.20350647,9.933533,0
5771.639515598,0.03203515,-0.9993261,0.017921079,0.9994752,0.0321161,0.004247755,-0.004820447,0.017775591,0.99983037,0.009670425,-0.999784,0.018396428,0.9999457,0.009740301,0.0037125794,-0.0038909642,0.018359527,0.99982387,-0.07661438,0.24659729,9.804245,0
5771.64391013,0.016197694,-0.9997099,0.01782299,0.9998568,0.016281975,0.004593826,-0.0048826872,0.017746033,0.9998306,0.010117912,-0.9997803,0.018357009,0.9999412,0.010187723,0.003713477,-0.0038996772,0.018318359,0.9998246,-0.19152832,0.07421875,9.809036,0
5771.648335178,0.01621788,-0.99970937,0.017837081,0.9998566,0.016302222,0.0045932373,-0.0048826863,0.017760033,0.99983037,0.010252343,-0.9997792,0.018342009,0.9999397,0.01032276,0.0037485608,-0.0039370735,0.01830247,0.99982476,-0.0622406,0.21786499,9.962265,0
5771.652760227,0.016218934,-0.9997093,0.01783782,0.9998563,0.016304081,0.0046383273,-0.0049278084,0.017760027,0.9998301,0.0103917485,-0.9997787,0.018292187,0.9999383,0.010461856,0.003741112,-0.003931654,0.01825218,0.99982566,-0.15800476,0.20350647,9.86171,0
5771.657185276,0.016177045,-0.99971056,0.017808577,0.9998568,0.016262615,0.0046706684,-0.00495893,0.01773047,0.9998305,0.0105295265,-0.9997781,0.018243998,0.99993664,0.010600356,0.0037900263,-0.0039825784,0.018202934,0.9998264,-0.12927246,0.06463623,9.66539,0
5771.661610325,0.016132185,-0.99971193,0.017777264,0.99985766,0.016217615,0.0046719746,-0.0049589328,0.01769936,0.999831,0.010663309,-0.99977726,0.018213972,0.9999349,0.010735397,0.0038646446,-0.004059318,0.018171575,0.99982667,-0.04788208,0.11730957,9.9526825,0
5771.666004856,0.0161108,-0.9997124,0.017762335,0.9998578,0.016196964,0.0047177174,-0.005004057,0.017683804,0.9998312,0.010801062,-0.99977547,0.018230401,0.9999331,0.010874598,0.0039394614,-0.0041368245,0.01818663,0.999826,-0.15322876,0.10772705,9.818619,0
5771.670429905,0.015586998,-0.9997206,0.017775416,0.9998661,0.015673311,0.004726778,-0.005004056,0.017699359,0.9998309,0.010880669,-0.99977535,0.018190494,0.9999321,0.010954578,0.003968421,-0.0041667987,0.01814608,0.99982667,-0.05265808,0.24180603,9.70369,0
5771.674854954,0.015586998,-0.9997206,0.017775416,0.9998661,0.015673311,0.004726778,-0.005004056,0.017699359,0.9998309,0.010955613,-0.99977446,0.018191617,0.9999314,0.011029186,0.0039489386,-0.004148687,0.018147105,0.9998267,-0.06703186,0.16519165,9.804245,0
5771.679280003,0.015565145,-0.99972117,0.017760003,0.9998663,0.015651664,0.0047429656,-0.0050196163,0.0176838,0.999831,0.011052463,-0.9997728,0.018227033,0.9999302,0.011126551,0.003968297,-0.0041702,0.018181903,0.999826,-0.07661438,0.11730957,9.971848,0
5771.683705051,0.016912512,-0.9996983,0.017812772,0.9998445,0.016998779,0.0047026766,-0.005004053,0.017730467,0.9998303,0.011162823,-0.9997719,0.01820747,0.999929,0.01123668,0.003959165,-0.0041628536,0.018161982,0.99982643,-0.009567261,0.3088379,9.785095,0
5771.6881301,0.016937803,-0.9996975,0.01782947,0.99984366,0.01702522,0.0047626225,-0.0050647333,0.017746016,0.9998297,0.011277942,-0.99977064,0.018208167,0.9999277,0.011351928,0.00396511,-0.0041708983,0.018162131,0.9998264,-0.22505188,0.20350647,9.938324,0
5771.692524632,0.016983692,-0.9996962,0.017859768,0.9998427,0.017071798,0.004792406,-0.0050958493,0.017775567,0.999829,0.011399818,-0.999769,0.018222332,0.99992627,0.011474088,0.0039763777,-0.004184544,0.018175658,0.9998261,-0.13406372,0.24659729,9.74678,0
5771.69694968,0.047510203,-0.9987089,0.017982258,0.9988578,0.047593728,0.00424549,-0.005095851,0.017760012,0.9998293,0.011491951,-0.99976844,0.018190322,0.9999252,0.011566221,0.003983063,-0.004192535,0.018143188,0.9998266,-0.06703186,0.20828247,9.799454,0
