Time,Rot1,Rot2,Rot3,Rot4,Rot5,Rot6,Rot7,Rot8,Rot9,FRot1,FRot2,FRot3,FRot4,FRot5,FRot6,FRot7,FRot8,FRot9,AccX,AccY,AccZ,Imid
8000.277553284,0.6446964,0.7633793,0.040232606,-0.7624228,0.64592487,-0.038634874,-0.055480298,-0.0057664905,0.9984431,0.64936465,0.7594212,0.040062197,-0.75853586,0.6505693,-0.037187107,-0.054303914,-0.0062406207,0.9985049,-0.049682617,-0.0032958984,-0.1593628,0
8000.281978333,0.6466208,0.76172644,0.04067281,-0.76077116,0.64787114,-0.03860298,-0.055755652,-0.0059812106,0.99842656,0.64922,0.7595322,0.040302366,-0.75864327,0.65043855,-0.03728386,-0.054532506,-0.0063696927,0.9984917,-0.09965515,0.0036010742,-0.101745605,0
8000.286372864,0.6464079,0.7618896,0.0410007,-0.7609308,0.6476774,-0.03870604,-0.05604496,-0.0061788093,0.9984091,0.6491434,0.7595798,0.04063855,-0.7586897,0.65038085,-0.03734598,-0.054797787,-0.0065891533,0.9984758,-0.082458496,0.10128784,0.10908508,0
8000.290797913,0.64619327,0.7620538,0.041330807,-0.76108503,0.64748305,-0.038927328,-0.056425717,-0.006301681,0.998387,0.64905185,0.7596398,0.040976904,-0.75874794,0.6503085,-0.03742348,-0.055075992,-0.0068013635,0.99845904,-0.002105713,0.1455841,0.21936035,0
8000.295192444,0.67085725,0.74033695,0.04303037,-0.73939914,0.67220485,-0.03780602,-0.056914426,-0.006454181,0.9983582,0.6489631,0.7596932,0.04138831,-0.75879234,0.6502441,-0.03763826,-0.055506036,-0.0069792927,0.99843395,-0.07392883,0.046539307,0.09037781,0
8000.299617493,0.67059493,0.74055046,0.043446805,-0.73959833,0.6719687,-0.038111866,-0.057418644,-0.0065755565,0.9983285,0.649385,0.7593088,0.041824628,-0.7583972,0.6506915,-0.03787174,-0.05597127,-0.0071263392,0.99840695,-0.121658325,0.004638672,-2.89917E-4,0
8000.304012024,0.6704103,0.74070024,0.043739546,-0.73973465,0.67180294,-0.03838452,-0.057815783,-0.0066222777,0.99830526,0.649768,0.75895715,0.0422561,-0.75803125,0.6511004,-0.038169295,-0.05648182,-0.007230256,0.99837744,-0.13691711,-0.023635864,0.12928772,0
8000.308437073,0.65706134,0.7526,0.043172088,-0.7515899,0.6584462,-0.039515242,-0.05816566,-0.00648377,0.9982859,0.65016156,0.75860447,0.042534303,-0.7576665,0.65151095,-0.038403865,-0.05684491,-0.0072581004,0.99835664,-0.09039307,-0.082458496,-0.17222595,0
8000.312862122,0.65706396,0.75259787,0.043167878,-0.75157446,0.65845,-0.03974141,-0.05833319,-0.006331228,0.99827707,0.6502679,0.75850916,0.04260847,-0.7575516,0.6516239,-0.03875345,-0.057159547,-0.0070779906,0.99834,-0.12704468,-0.031280518,-0.03816223,0
8000.317256653,0.65705633,0.75260377,0.04317984,-0.75157154,0.65844405,-0.03989499,-0.058456633,-0.006239482,0.99827045,0.6503798,0.75841475,0.04258208,-0.7574434,0.6517358,-0.038986884,-0.05732049,-0.0068972344,0.998332,-0.18330383,0.006134033,0.029037476,0
8000.321681702,0.62061304,0.7830305,0.041264027,-0.78193164,0.621952,-0.04193625,-0.058501605,-0.006239466,0.9982678,0.6504918,0.75832033,0.042552117,-0.7573418,0.65184677,-0.039104395,-0.05739112,-0.006789409,0.9983287,-0.11582947,0.010910034,0.06254578,0
8000.326076233,0.62059635,0.7830425,0.04128733,-0.78193915,0.6219372,-0.042014915,-0.058577593,-0.0062098755,0.99826354,0.6498407,0.7588832,0.04246589,-0.75790006,0.6511922,-0.03919511,-0.05739797,-0.0067143245,0.9983288,-0.19169617,0.07765198,-0.071517944,0
8000.330501282,0.6205746,0.7830581,0.0413177,-0.781954,0.6219173,-0.0420306,-0.0586086,-0.006225423,0.9982616,0.64927065,0.75937146,0.042456683,-0.75839096,0.6506221,-0.03916592,-0.057364743,-0.0067694797,0.99833035,-0.08604431,-0.056259155,0.033813477,0
8000.334895813,0.6630682,0.74728894,0.04358517,-0.74625736,0.6644703,-0.039734878,-0.0586545,-0.0061788256,0.9982592,0.6487283,0.75983673,0.042423196,-0.7588584,0.6500784,-0.0391419,-0.057319853,-0.0068007344,0.99833274,-0.11911011,0.10128784,0.15368652,0
8000.339320862,0.66302687,0.7473221,0.043648895,-0.7462906,0.6644329,-0.03974089,-0.058700997,-0.0062254863,0.99825615,0.6490229,0.7595797,0.04251913,-0.7586007,0.65037817,-0.039156217,-0.057395782,-0.0068417587,0.9983281,0.015411377,0.116104126,0.057922363,0
8000.343715394,0.6629338,0.7473962,0.0437919,-0.74636245,0.6643487,-0.039797273,-0.058837425,-0.006301676,0.9982477,0.6492962,0.7593393,0.042641364,-0.75836056,0.65065813,-0.039157208,-0.05747856,-0.006912899,0.99832284,-0.08380127,-0.017196655,-0.057006836,0
8000.348140442,0.6560138,0.753493,0.04352182,-0.75243884,0.6574258,-0.040336598,-0.059005715,-0.0062861424,0.99823785,0.6495777,0.7590908,0.04277914,-0.75810915,0.65094763,-0.039214008,-0.057613973,-0.006958711,0.99831474,-0.015106201,0.025741577,0.058059692,0
8000.352534974,0.65597,0.75352734,0.043587454,-0.75246745,0.6573866,-0.04044027,-0.05912666,-0.006270538,0.99823076,0.64971346,0.75896794,0.042896133,-0.7579787,0.6510909,-0.03935598,-0.05779921,-0.0069442466,0.99830407,-0.023498535,0.03517151,-0.023345947,0
