Time,Rot1,Rot2,Rot3,Rot4,Rot5,Rot6,Rot7,Rot8,Rot9,FRot1,FRot2,FRot3,FRot4,FRot5,FRot6,FRot7,FRot8,FRot9,Imid
1181.162172014,-0.05231653,-0.99862856,-0.0019774768,0.99853367,-0.052338947,0.013830599,-0.013915132,-0.0012510081,0.9999025,-0.024623692,-0.99969625,-0.0010161614,0.99960154,-0.024635363,0.013776797,-0.013797645,-6.7652087E-4,0.9999046,0
1181.166566546,-0.052325744,-0.9986282,-0.001934555,0.9985362,-0.052347276,0.013603837,-0.013686445,-0.0012198923,0.9999055,-0.024623692,-0.99969625,-0.0010161614,0.99960154,-0.024635363,0.013776797,-0.013797645,-6.7652087E-4,0.9999046,0
1181.170961077,-0.050150763,-0.99873984,-0.0018962465,0.99864596,-0.050172146,0.013745528,-0.013823345,-0.0012043302,0.99990374,-0.025725763,-0.9996686,-9.7215193E-4,0.9995733,-0.02573675,0.013821207,-0.013841646,-6.1617594E-4,0.99990404,0
1181.175355608,-0.0501505,-0.9987399,-0.001897558,0.9986413,-0.050172303,0.014081913,-0.014159372,-0.0011887648,0.999899,-0.026181486,-0.9996567,-0.0010240782,0.99955595,-0.026193403,0.014209984,-0.014231929,-6.5158494E-4,0.9998985,0
1181.179750139,-0.050118852,-0.99874115,-0.002051499,0.9986383,-0.050143257,0.014395086,-0.014479834,-0.0013272403,0.99989426,-0.026602102,-0.9996454,-0.0011806395,0.9995404,-0.026616447,0.014511095,-0.0145373745,-7.940713E-4,0.999894,0
1181.184144671,-0.014711067,-0.9998904,-0.0016476794,0.9997853,-0.014733521,0.014564693,-0.014587374,-0.0014330636,0.99989253,-0.026602102,-0.9996454,-0.0011806395,0.9995404,-0.026616447,0.014511095,-0.0145373745,-7.940713E-4,0.999894,0
1181.188539202,-0.014695742,-0.99989045,-0.0017232418,0.999786,-0.014719253,0.014532485,-0.01455626,-0.0015093075,0.99989295,-0.02613548,-0.9996574,-0.0013968269,0.99955124,-0.026153114,0.014608444,-0.014639971,-0.0010144013,0.9998923,0
1181.192933733,-0.0146959275,-0.9998905,-0.0017223285,0.9997869,-0.014719333,0.014471618,-0.014495386,-0.0015092877,0.9998938,-0.025874315,-0.9996642,-0.0014091685,0.99956,-0.025892017,0.014471705,-0.014503332,-0.001034103,0.99989426,0
1181.197328264,-0.03515223,-0.99938023,-0.0018608917,0.9992788,-0.035175294,0.014301899,-0.014358493,-0.0013568059,0.999896,-0.025714029,-0.99966854,-0.0012766694,0.9995661,-0.02572971,0.014344177,-0.0143722715,-9.072687E-4,0.9998963,0
1181.201722796,-0.035173822,-0.99937963,-0.001779579,0.9992803,-0.035195526,0.01415063,-0.014204484,-0.0012805664,0.9998983,-0.025714029,-0.99966854,-0.0012766694,0.9995661,-0.02572971,0.014344177,-0.0143722715,-9.072687E-4,0.9998963,0
1181.206117327,-0.035214704,-0.99937844,-0.0016256148,0.9992797,-0.03523415,0.014095301,-0.014143816,-0.0011280822,0.9998993,-0.026062032,-0.9996598,-0.0010879228,0.9995598,-0.02607483,0.014151142,-0.014174694,-7.186364E-4,0.99989927,0
1181.210511858,-0.07564303,-0.9971326,-0.0021949497,0.9970347,-0.075666465,0.014017928,-0.014143816,-0.0011280822,0.9998993,-0.026314775,-0.99965304,-0.0011257967,0.9995536,-0.02632806,0.014121467,-0.014146208,-7.5369095E-4,0.9998996,0
1181.214906389,-0.07564432,-0.9971325,-0.0021891997,0.9970356,-0.07566758,0.013941916,-0.014067588,-0.0011280833,0.9999004,-0.027376698,-0.9996246,-0.0011204662,0.99952453,-0.027389832,0.0141626885,-0.014188061,-7.3220575E-4,0.9998991,0
1181.219300921,-0.07561391,-0.9971345,-0.0023241446,0.99703825,-0.07563904,0.013916112,-0.01405203,-0.0012650094,0.9999005,-0.028383635,-0.9995963,-0.0012453891,0.99949664,-0.028398424,0.014142444,-0.014172103,-8.433482E-4,0.9998992,0
1181.223695452,-0.068519376,-0.9976473,-0.0022250907,0.99755085,-0.06854383,0.013932292,-0.01405203,-0.0012650094,0.9999005,-0.029343264,-0.9995685,-0.0013268609,0.9994693,-0.029359085,0.014113526,-0.014146392,-9.120197E-4,0.9998995,0
1181.228089983,-0.06852,-0.9976473,-0.0022220076,0.9975514,-0.06854434,0.013887282,-0.014006915,-0.0012650102,0.99990106,-0.03009572,-0.99954605,-0.0014229689,0.99944633,-0.030112868,0.014153194,-0.014189618,-9.962304E-4,0.99989885,0
1181.232484514,-0.06851389,-0.99764764,-0.0022519059,0.9975521,-0.068538636,0.013869642,-0.013991358,-0.00129613,0.9999013,-0.0309064,-0.99952126,-0.0014093409,0.99942034,-0.030923352,0.014237528,-0.014274294,-9.684933E-4,0.99989766,0
1181.236879046,-0.023259219,-0.99972814,-0.0016524799,0.9996316,-0.023280043,0.013956683,-0.013991357,-0.0013272495,0.99990124,-0.0309064,-0.99952126,-0.0014093409,0.99942034,-0.030923352,0.014237528,-0.014274294,-9.684933E-4,0.99989766,0
1181.241273577,-0.023247136,-0.9997283,-0.001697065,0.999632,-0.02326856,0.013940099,-0.013975799,-0.0013723731,0.99990135,-0.030617718,-0.99953026,-0.0013584513,0.99942994,-0.030633932,0.014190387,-0.014225337,-9.2319964E-4,0.9998984,0
1181.245668108,-0.023238735,-0.99972844,-0.0017280619,0.99963224,-0.023260593,0.013939388,-0.013975799,-0.0014034926,0.99990135,-0.030447913,-0.99953544,-0.0013718999,0.9994363,-0.030464258,0.014108318,-0.014143558,-9.415576E-4,0.99989957,0
1181.250062639,-0.068428636,-0.99765325,-0.0023692134,0.9975588,-0.06845493,0.013800887,-0.013930684,-0.0014190533,0.99990195,-0.030289812,-0.9995403,-0.0012979571,0.99944204,-0.030305069,0.014042143,-0.014075024,-8.718991E-4,0.9999006,0
1181.254457171,-0.06842517,-0.9976534,-0.0023842023,0.9975587,-0.068451695,0.013815457,-0.01394624,-0.0014330567,0.99990165,-0.030289812,-0.9995403,-0.0012979571,0.99944204,-0.030305069,0.014042143,-0.014075024,-8.718991E-4,0.9999006,0
1181.258851702,-0.0684216,-0.99765366,-0.0023996776,0.997559,-0.06844834,0.0138144,-0.01394624,-0.0014486165,0.99990165,-0.03171632,-0.999496,-0.0013354291,0.99939865,-0.03173191,0.013982023,-0.014017353,-8.9116767E-4,0.99990135,0
1181.263246233,-0.014783674,-0.99988925,-0.0017166052,0.99979234,-0.014806274,0.013998602,-0.014022467,-0.0015092979,0.9999005,-0.032464363,-0.99947196,-0.0013915718,0.99937326,-0.032480754,0.014077386,-0.014115152,-9.3368633E-4,0.9999,0
1181.267640764,-0.014787328,-0.99988925,-0.0017030899,0.999792,-0.0148097845,0.014028357,-0.014052025,-0.0014952936,0.99990016,-0.032129314,-0.9994827,-0.00142782,0.9993832,-0.03214631,0.014135097,-0.014173685,-9.7278826E-4,0.9998991,0
1181.272035296,-0.014775171,-0.9998894,-0.0017480421,0.9997921,-0.0147982575,0.01402771,-0.014052024,-0.0015404167,0.99990004,-0.032129314,-0.9994827,-0.00142782,0.9993832,-0.03214631,0.014135097,-0.014173685,-9.7278826E-4,0.9998991,0
1181.276429827,-0.071348906,-0.99744815,-0.0025854588,0.99735236,-0.071378134,0.013918554,-0.01406758,-0.0015855397,0.99989986,-0.031415273,-0.9995055,-0.0013572271,0.99940664,-0.031431295,0.014090331,-0.014126023,-9.1377005E-4,0.9998998,0
1181.280824358,-0.0713458,-0.99744827,-0.0026009372,0.9973524,-0.071375236,0.013917451,-0.014067579,-0.0016010994,0.99989974,-0.03217854,-0.9994812,-0.0013664854,0.99938315,-0.032194562,0.0140293855,-0.0140661,-9.141974E-4,0.99990064,0
1181.285218889,-0.07135124,-0.9974479,-0.0025737425,0.9973515,-0.07138034,0.013950581,-0.014098693,-0.0015715351,0.9998993,-0.03295797,-0.9994558,-0.0013850267,0.9993584,-0.032974135,0.0139814885,-0.01401955,-9.233366E-4,0.9999013,0
1181.289613421,-0.029523188,-0.99956214,-0.0019712714,0.99946487,-0.029547986,0.014031033,-0.014083137,-0.0015559758,0.9998996,-0.03295797,-0.9994558,-0.0013850267,0.9993584,-0.032974135,0.0139814885,-0.01401955,-9.233366E-4,0.9999013,0
1181.294007952,-0.029529225,-0.99956197,-0.0019411662,0.9994643,-0.029553648,0.014063042,-0.014114251,-0.0015248557,0.99989927,-0.03281749,-0.9994604,-0.0013495847,0.99936277,-0.032833185,0.013998997,-0.014035756,-8.893127E-4,0.99990106,0
1181.298402483,-0.029541273,-0.9995617,-0.0018810871,0.99946374,-0.02956487,0.014078808,-0.014128254,-0.0014641726,0.9998992,-0.032784447,-0.9994616,-0.0013310746,0.9993649,-0.03279983,0.013926764,-0.013962925,-8.73648E-4,0.9999021,0
1181.302797014,-0.06847794,-0.9976498,-0.0024274911,0.99755293,-0.06850532,0.013980817,-0.014114252,-0.0014641728,0.9998993,-0.032733165,-0.9994632,-0.0013571383,0.9993659,-0.032748953,0.013974442,-0.014011386,-8.9885E-4,0.9999014,0
1181.307191546,-0.06848069,-0.99764955,-0.0024140296,0.9975523,-0.06850792,0.014011364,-0.014143811,-0.0014486125,0.99989897,-0.032733165,-0.9994632,-0.0013571383,0.9993659,-0.032748953,0.013974442,-0.014011386,-8.9885E-4,0.9999014,0
1181.311586077,-0.068487346,-0.99764913,-0.0023815355,0.9975524,-0.06851405,0.013968365,-0.014098696,-0.0014190499,0.9998996,-0.034186166,-0.9994145,-0.0013862986,0.99931675,-0.03420225,0.014004435,-0.0140436515,-9.0659346E-4,0.99990094,0
1181.315980608,-0.015349548,-0.99988085,-0.0016196553,0.999783,-0.015370822,0.014059919,-0.0140831405,-0.0014034905,0.99989986,-0.0348448,-0.99939185,-0.0013698505,0.99929374,-0.03486061,0.014028762,-0.014067983,-8.800536E-4,0.9999007,0
1181.320375139,-0.015349685,-0.99988085,-0.0016189645,0.99978364,-0.015370885,0.01401481,-0.014038026,-0.0014034914,0.9999005,-0.0344415,-0.9994058,-0.0013401824,0.9993071,-0.034456972,0.014071071,-0.014108889,-8.5462496E-4,0.9999001,0
