Time,Rot1,Rot2,Rot3,Rot4,Rot5,Rot6,Rot7,Rot8,Rot9,FRot1,FRot2,FRot3,FRot4,FRot5,FRot6,FRot7,FRot8,FRot9,AccX,AccY,AccZ,Imid
12696.635477699,0.7627883,-0.07924161,0.6417747,0.6466434,0.09733688,-0.7565566,-0.0025175812,0.9920919,0.1254885,0.7530406,-0.08121726,0.6529423,0.65796745,0.097393714,-0.74672174,-0.0029457775,0.9919265,0.12677974,0.06777954,0.060913086,0.0861969,0
12696.639902748,0.7359859,-0.08300577,0.6718889,0.67699146,0.09417239,-0.72994107,-0.002684065,0.9920895,0.12550376,0.7532268,-0.081120074,0.6527395,0.6577537,0.09750667,-0.74689525,-0.0030582608,0.9919234,0.12680167,-0.03591919,0.07527161,0.03337097,0
12696.644327797,0.73602414,-0.08296068,0.6718527,0.67694944,0.094359614,-0.7299561,-0.0028381068,0.9920755,0.12561113,0.752835,-0.08106237,0.6531986,0.6582015,0.09753589,-0.7464968,-0.0031975077,0.99192524,0.12678382,-0.04878235,-0.049087524,0.14724731,0
12696.648722328,0.7361119,-0.08285688,0.67176926,0.6768532,0.094514884,-0.7300251,-0.0030045784,0.9920694,0.12565549,0.75245816,-0.08102594,0.6536371,0.65863144,0.09761073,-0.74610764,-0.0033479098,0.9919208,0.12681423,-0.0758667,-0.025146484,-0.0016479492,0
12696.653147377,0.7674036,-0.07816124,0.63638246,0.64115655,0.09846068,-0.76106757,-0.0031726642,0.9920667,0.12567267,0.7521285,-0.0809971,0.65402013,0.65900743,0.097659096,-0.7457694,-0.0034658553,0.99191844,0.12682986,-0.08380127,-0.039352417,0.026931763,0
12696.657572426,0.76748824,-0.07805853,0.6362929,0.64105433,0.09862372,-0.76113254,-0.0033406836,0.9920586,0.12573232,0.75248986,-0.08083166,0.6536247,0.658594,0.097771056,-0.7461198,-0.003595479,0.9919209,0.12680697,-0.1300354,0.042053223,0.19873047,0
12696.661997474,0.76762295,-0.07789517,0.6361504,0.64089227,0.09868142,-0.7612614,-0.0034776344,0.9920656,0.12567253,0.7528173,-0.08068752,0.6532654,0.6582192,0.09786032,-0.7464388,-0.0037004626,0.9919238,0.12678102,-0.056869507,0.018096924,-0.035308838,0
12696.666422523,0.7696565,-0.07741481,0.63374734,0.6384481,0.09884676,-0.7632909,-0.0035538478,0.99208677,0.12550342,0.75312394,-0.08051103,0.65293366,0.65786767,0.097919084,-0.746741,-0.0038137762,0.9919324,0.1267108,-0.084854126,-0.006134033,-0.08154297,0
12696.670847572,0.7697029,-0.077355474,0.63369834,0.6383922,0.09883795,-0.763339,-0.003584987,0.9920923,0.12545899,0.7535063,-0.08030835,0.6525174,0.6574295,0.09785221,-0.74713546,-0.003849049,0.9919554,0.12652932,-0.08934021,-0.020492554,-0.11941528,0
12696.675272621,0.7698218,-0.0772034,0.63357246,0.6382485,0.0987856,-0.763466,-0.0036456762,0.99210936,0.12532225,0.7538198,-0.08022387,0.6521655,0.65706974,0.09788356,-0.7474478,-0.003873122,0.99195915,0.12649925,-0.055221558,0.036819458,-0.13722229,0
12696.67969767,0.7883248,-0.07422456,0.61076564,0.61524844,0.10098353,-0.7818386,-0.0036456413,0.99211544,0.12527438,0.7541009,-0.08008949,0.65185696,0.656747,0.097857594,-0.7477348,-0.003903458,0.99197257,0.12639304,-0.012130737,-0.006439209,-0.098464966,0
12696.684122718,0.7883838,-0.07415101,0.6106986,0.61517274,0.10098418,-0.78189826,-0.0036923408,0.9921209,0.12522995,0.75478715,-0.079929665,0.65108186,0.655958,0.09792653,-0.748418,-0.003937388,0.99197865,0.12634419,-0.12658691,-0.030380249,-0.13632202,0
12696.688547767,0.7884623,-0.07405288,0.610609,0.6150716,0.1009824,-0.78197783,-0.003753052,0.9921283,0.12516864,0.75545555,-0.0797647,0.65032643,0.6551881,0.09794109,-0.7490902,-0.0039427225,0.9919905,0.12625103,-0.15472412,0.07017517,-0.15486145,0
