Time,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,GravX,GravY,GravZ,MagX,MagY,MagZ,Rot1,Rot2,Rot3,Rot4,Rot5,Rot6,Rot7,Rot8,Rot9
17652.314658631,0.009597778,0.007446289,0.0021362305,-0.06942749,0.10533142,9.806641,-0.09277344,0.07989502,9.80574,-8.627319,28.93982,-10.5529785,0.9576282,0.2879292,0.0067142653,-0.28785208,0.9576171,-0.010525862,-0.009460399,0.008147146,0.9999221
17652.314811219,-0.014892578,0.0010681152,0.007461548,-0.06942749,0.10533142,9.806641,-0.09262085,0.08004761,9.80574,-8.627319,28.93982,-10.5529785,0.9576302,0.28792277,0.0066949553,-0.28784567,0.95761883,-0.010536238,-0.009444838,0.008162706,0.9999221
17652.31908368,-0.014892578,0.0010681152,0.007461548,-0.06942749,0.1484375,9.902405,-0.09262085,0.08004761,9.80574,-8.627319,28.93982,-10.5529785,0.9576302,0.28792277,0.0066949553,-0.28784567,0.95761883,-0.010536238,-0.009444838,0.008162706,0.9999221
17652.323478211,0.012786865,-0.004272461,-0.0021209717,-0.01675415,0.0143585205,9.931137,-0.09262085,0.080200195,9.80574,-8.627319,28.93982,-10.5529785,0.9576307,0.28792128,0.006690492,-0.2878441,0.95761913,-0.010551128,-0.009444837,0.008178265,0.999922
17652.32790326,-0.01914978,0.008514404,-0.0021209717,-0.04069519,0.04788208,9.8736725,-0.092315674,0.08004761,9.80574,-8.627319,28.93982,-10.5529785,0.9576335,0.28791294,0.006665263,-0.28783616,0.95762193,-0.010527215,-0.009413722,0.008162708,0.9999224
17652.327994813,-0.006378174,-0.0021362305,0.0032043457,-0.04069519,0.04788208,9.8736725,-0.09202576,0.07989502,9.80574,-9.344482,30.015564,-11.244202,0.95408446,0.299467,0.006513983,-0.2993908,0.95407194,-0.010583317,-0.009384162,0.008147151,0.99992275
17652.332297791,-0.006378174,-0.0021362305,0.0032043457,-0.10772705,0.10055542,9.883255,-0.09202576,0.07989502,9.80574,-9.344482,30.015564,-11.244202,0.95408446,0.299467,0.006513983,-0.2993908,0.95407194,-0.010583317,-0.009384162,0.008147151,0.99992275
17652.33672284,-0.011703491,-0.004272461,-0.003189087,-0.08857727,0.08139038,9.849731,-0.092163086,0.07989502,9.80574,-9.344482,30.015564,-11.244202,0.9540829,0.2994715,0.006527293,-0.29939517,0.9540705,-0.010587539,-0.009398164,0.00814715,0.9999227
17652.341117371,0.008529663,-0.010650635,0.0032043457,-0.07899475,-0.06703186,9.701294,-0.092163086,0.08004761,9.80574,-9.344482,30.015564,-11.244202,0.95408344,0.2994699,0.006522651,-0.29939342,0.9540708,-0.010602372,-0.009398162,0.008162709,0.9999225
17652.341178406,0.01171875,0.004257202,0.0032043457,-0.07899475,-0.06703186,9.701294,-0.09202576,0.079452515,9.80574,-10.778809,29.2984,-9.861755,0.9378306,0.34704158,0.005989476,-0.3469664,0.9378148,-0.0108550275,-0.009384165,0.0081020305,0.99992317
17652.34554242,0.01171875,0.004257202,0.0032043457,-0.11251831,0.0622406,9.648621,-0.09202576,0.079452515,9.80574,-10.778809,29.2984,-9.861755,0.9378306,0.34704158,0.005989476,-0.3469664,0.9378148,-0.0108550275,-0.009384165,0.0081020305,0.99992317
17652.349936951,0.0,0.010650635,0.004272461,-0.15083313,0.08139038,10.00296,-0.092163086,0.07929993,9.80574,-10.778809,29.2984,-9.861755,0.9378285,0.347047,0.0060079466,-0.34697175,0.93781286,-0.01084533,-0.009398169,0.008086471,0.99992317
17652.354362,0.0032043457,0.0010681152,0.0021362305,-0.05984497,-0.004776001,9.974243,-0.092315674,0.07929993,9.80574,-10.778809,29.2984,-9.861755,0.9378269,0.3470513,0.00602249,-0.34697586,0.9378113,-0.0108507555,-0.009413728,0.00808647,0.999923
17652.358756531,-0.014892578,0.012771606,0.0063934326,-0.05505371,0.13885498,9.830582,-0.092163086,0.07899475,9.80574,-8.985901,30.732727,-9.170532,0.95924824,0.28248456,0.006740182,-0.2824086,0.95923805,-0.010381921,-0.009398171,0.008055353,0.99992335
17652.36318158,0.0138549805,0.004257202,0.009597778,-0.10772705,0.0909729,9.979019,-0.09202576,0.07929993,9.80574,-8.985901,30.732727,-9.170532,0.95925003,0.28247845,0.0067180223,-0.28240246,0.9592395,-0.010407774,-0.009384166,0.008086472,0.9999233
17652.367576111,0.0,0.0021209717,0.0063934326,-0.026321411,0.20588684,9.7444,-0.092163086,0.07929993,9.80574,-8.985901,30.732727,-9.170532,0.95924896,0.28248212,0.0067314166,-0.282406,0.9592385,-0.010411753,-0.009398169,0.008086471,0.99992317
17652.367545594,0.0021362305,0.008514404,0.0,-0.026321411,0.20588684,9.7444,-0.09187317,0.07974243,9.80574,-9.881592,30.552673,-8.998108,0.9509005,0.3094307,0.006392937,-0.3093549,0.9508872,-0.01063127,-0.009368604,0.0081315935,0.99992305
17652.37200116,0.0021362305,0.008514404,0.0,-0.13645935,0.06703186,9.979019,-0.09187317,0.07974243,9.80574,-9.881592,30.552673,-8.998108,0.9509005,0.3094307,0.006392937,-0.3093549,0.9508872,-0.01063127,-0.009368604,0.0081315935,0.99992305
17652.376395691,0.0,-0.0032043457,0.0063934326,-0.13166809,0.11491394,9.76355,-0.09202576,0.07974243,9.80574,-9.881592,30.552673,-8.998108,0.9508992,0.3094346,0.0064076902,-0.30935866,0.9508861,-0.010636111,-0.009384164,0.0081315935,0.999923
17652.38082074,-0.004257202,-0.0063934326,0.0010681152,-0.03111267,0.10533142,9.98381,-0.092163086,0.07989502,9.80574,-9.881592,30.552673,-8.998108,0.95089835,0.30943683,0.006416166,-0.30936062,0.9508852,-0.01065525,-0.009398164,0.00814715,0.9999227
17652.380729188,0.009597778,0.0053253174,0.0063934326,-0.03111267,0.10533142,9.98381,-0.09202576,0.07989502,9.80574,-10.0616455,31.44989,-10.899353,0.95177567,0.3067275,0.006433157,-0.30665138,0.9517625,-0.010632641,-0.009384162,0.008147151,0.99992275
17652.385215272,0.009597778,0.0053253174,0.0063934326,-0.08857727,0.10055542,9.753967,-0.09202576,0.07989502,9.80574,-10.0616455,31.44989,-10.899353,0.95177567,0.3067275,0.006433157,-0.30665138,0.9517625,-0.010632641,-0.009384162,0.008147151,0.99992275
17652.38964032,-0.0010528564,0.0010681152,-0.0021209717,-0.04548645,0.10533142,9.911987,-0.09202576,0.08004761,9.80574,-10.0616455,31.44989,-10.899353,0.95177615,0.306726,0.006428401,-0.3066498,0.9517629,-0.010647439,-0.009384161,0.008162711,0.9999227
17652.394065369,0.008529663,0.0021209717,0.0021362305,-0.11730957,0.01914978,9.753967,-0.09172058,0.080200195,9.80574,-10.0616455,31.44989,-10.899353,0.9517798,0.30671528,0.0063941283,-0.30663928,0.951766,-0.010652634,-0.009353042,0.008178271,0.99992275
17652.393912781,-0.0074310303,0.004257202,0.007461548,-0.11730957,0.01914978,9.753967,-0.09187317,0.07989502,9.80574,-9.344482,30.015564,-9.170532,0.9542141,0.29905418,0.0065037142,-0.29897815,0.9542015,-0.010575848,-0.009368604,0.008147153,0.999923
17652.3984599,-0.0074310303,0.004257202,0.007461548,-0.07421875,0.0909729,9.840164,-0.09187317,0.07989502,9.80574,-9.344482,30.015564,-9.170532,0.9542141,0.29905418,0.0065037142,-0.29897815,0.9542015,-0.010575848,-0.009368604,0.008147153,0.999923
17652.402884949,0.0,-0.0138549805,-0.011703491,-0.14125061,0.10055542,9.8688965,-0.09172058,0.07989502,9.80574,-9.344482,30.015564,-9.170532,0.95421535,0.29905006,0.0064889113,-0.2989742,0.9542026,-0.010571168,-0.009353044,0.008147154,0.99992305
17652.407279481,0.009597778,0.0010681152,0.007461548,-0.10293579,-0.02394104,10.00296,-0.09202576,0.08004761,9.80574,-9.344482,30.015564,-9.170532,0.9542131,0.29905698,0.006513877,-0.29898068,0.95420045,-0.0105953645,-0.009384161,0.008162711,0.9999227
17652.407096375,-0.011703491,0.0095825195,0.0063934326,-0.10293579,-0.02394104,10.00296,-0.09202576,0.0796051,9.80574,-10.240173,30.911255,-9.342957,0.9486751,0.316189,0.0063363183,-0.3161132,0.9486615,-0.010668124,-0.009384164,0.008117589,0.999923
17652.411704529,-0.011703491,0.0095825195,0.0063934326,-0.15083313,0.009567261,9.797058,-0.09202576,0.0796051,9.80574,-10.240173,30.911255,-9.342957,0.9486751,0.316189,0.0063363183,-0.3161132,0.9486615,-0.010668124,-0.009384164,0.008117589,0.999923
17652.416099061,0.0053253174,-0.0010681152,0.007461548,-0.15083313,0.07182312,9.844955,-0.092163086,0.07929993,9.80574,-10.240173,30.911255,-9.342957,0.94867283,0.3161952,0.0063593737,-0.31611946,0.9486597,-0.010643071,-0.009398169,0.008086471,0.99992317
17652.420524109,0.008529663,0.004257202,-0.004257202,-0.06942749,0.04788208,9.864105,-0.09246826,0.07929993,9.80574,-10.240173,30.911255,-9.342957,0.9486699,0.31620312,0.0063888067,-0.31612706,0.948657,-0.010652958,-0.009429286,0.008086468,0.9999229
17652.420279969,-0.004257202,0.010650635,-0.011703491,-0.06942749,0.04788208,9.864105,-0.092315674,0.07914734,9.80574,-10.0616455,30.015564,-9.170532,0.9475424,0.3195671,0.0063411966,-0.3194914,0.9475294,-0.010655849,-0.0094137285,0.008070911,0.99992317
17652.424918641,-0.004257202,0.010650635,-0.011703491,-0.12689209,0.04309082,9.959869,-0.092315674,0.07914734,9.80574,-10.0616455,30.015564,-9.170532,0.9475424,0.3195671,0.0063411966,-0.3194914,0.9475294,-0.010655849,-0.0094137285,0.008070911,0.99992317
17652.42934369,-0.0010528564,0.004257202,-0.003189087,-0.14125061,0.16758728,9.916779,-0.09246826,0.07914734,9.80574,-10.0616455,30.015564,-9.170532,0.94754094,0.31957114,0.006355895,-0.31949523,0.9475279,-0.010660845,-0.009429287,0.008070909,0.999923
17652.433738221,0.0021362305,-0.0063934326,0.004272461,-0.026321411,0.1197052,9.964661,-0.09262085,0.079452515,9.80574,-10.0616455,30.015564,-9.170532,0.9475405,0.31957245,0.00636068,-0.31949618,0.9475272,-0.010695309,-0.009444843,0.008102026,0.9999226
17652.433463563,0.0,-0.0032043457,-0.008514404,-0.026321411,0.1197052,9.964661,-0.09246826,0.0796051,9.80574,-9.52301,29.118347,-10.03418,0.9497862,0.31283408,0.0064168423,-0.31275776,0.94977313,-0.010659772,-0.009429283,0.008117585,0.9999226
17652.43816327,0.0,-0.0032043457,-0.008514404,-0.01675415,0.009567261,10.050858,-0.09246826,0.0796051,9.80574,-9.52301,29.118347,-10.03418,0.9497862,0.31283408,0.0064168423,-0.31275776,0.94977313,-0.010659772,-0.009429283,0.008117585,0.9999226
17652.442557801,-0.003189087,0.008514404,-0.0010528564,0.02154541,0.05744934,9.830582,-0.092163086,0.07929993,9.80574,-9.52301,29.118347,-10.03418,0.9497882,0.31282794,0.0063970876,-0.3127522,0.9497754,-0.010620445,-0.009398169,0.008086471,0.99992317
17652.44698285,0.008529663,0.0063934326,-0.010650635,-0.24659729,0.10533142,9.950287,-0.09172058,0.07914734,9.80574,-9.52301,29.118347,-10.03418,0.94979244,0.31281626,0.006359228,-0.31274107,0.9497794,-0.010591481,-0.00935305,0.008070915,0.99992365
17652.446647156,-0.009567261,0.003189087,-0.006378174,-0.24659729,0.10533142,9.950287,-0.092315674,0.07929993,9.80574,-10.240173,29.83551,-10.725403,0.94512904,0.32663718,0.0062563275,-0.32656142,0.94511515,-0.010717631,-0.009413728,0.00808647,0.999923
17652.451377381,-0.009567261,0.003189087,-0.006378174,-0.09336853,0.0143585205,9.969452,-0.092315674,0.07929993,9.80574,-10.240173,29.83551,-10.725403,0.94512904,0.32663718,0.0062563275,-0.32656142,0.94511515,-0.010717631,-0.009413728,0.00808647,0.999923
17652.45580243,0.0021362305,-0.0021362305,0.0,-0.13166809,0.11491394,10.00296,-0.092315674,0.07899475,9.80574,-10.240173,29.83551,-10.725403,0.94512796,0.32664043,0.0062664566,-0.32656488,0.9451145,-0.010688243,-0.00941373,0.008055352,0.9999233
17652.460196961,0.020248413,-0.008529663,-0.004257202,-0.15560913,0.11491394,9.993393,-0.092315674,0.07914734,9.80574,-10.240173,29.83551,-10.725403,0.9451285,0.32663882,0.0062613925,-0.32656318,0.94511485,-0.010702938,-0.0094137285,0.008070911,0.99992317
17652.45983075,0.017044067,-0.008529663,-0.003189087,-0.15560913,0.11491394,9.993393,-0.09262085,0.07929993,9.80574,-11.13739,30.015564,-9.861755,0.936876,0.34961,0.0060220035,-0.34953427,0.93686044,-0.010878029,-0.009444844,0.008086467,0.9999227
17652.46462201,0.017044067,-0.008529663,-0.003189087,-0.026321411,0.009567261,9.8688965,-0.09262085,0.07929993,9.80574,-11.13739,30.015564,-9.861755,0.936876,0.34961,0.0060220035,-0.34953427,0.93686044,-0.010878029,-0.009444844,0.008086467,0.9999227
