Time,Rot1,Rot2,Rot3,Rot4,Rot5,Rot6,Rot7,Rot8,Rot9,FRot1,FRot2,FRot3,FRot4,FRot5,FRot6,FRot7,FRot8,FRot9,AccX,AccY,AccZ,Imid
5507.884141501,0.6320402,0.77491826,0.005176266,-0.7748818,0.6320609,-0.0075523984,-0.009124207,7.6242525E-4,0.99995804,0.6142662,0.789083,0.004998864,-0.789045,0.61428595,-0.0077955285,-0.009222051,8.4420125E-4,0.99995714,-0.10533142,0.07421875,9.727631,0
5507.888566549,0.6023644,0.7982059,0.004945543,-0.7981689,0.60238427,-0.0077181207,-0.009139767,7.0174236E-4,0.999958,0.6146079,0.7888177,0.0048792637,-0.7887797,0.61462647,-0.00780348,-0.009154447,9.474161E-4,0.9999576,0.0,0.05505371,9.751572,0
5507.892961081,0.60232174,0.7982376,0.005030656,-0.7981998,0.6023424,-0.0078058783,-0.009261122,6.8618194E-4,0.9999569,0.61435634,0.78901285,0.0049928296,-0.78897476,0.61437607,-0.0078016757,-0.009223097,8.53793E-4,0.9999571,-0.05265808,0.10293579,9.689331,0
5507.897386129,0.60223454,0.79830223,0.0052042995,-0.7982635,0.6022567,-0.007885269,-0.009429152,5.943789E-4,0.99995536,0.61407834,0.78922856,0.005099153,-0.78918964,0.61409897,-0.00788042,-0.009350837,8.149971E-4,0.9999559,-0.12449646,-0.01675415,9.832977,0
5507.901811178,0.621086,0.78372324,0.005483112,-0.7836846,0.62111,-0.007802922,-0.009520946,5.4925546E-4,0.9999546,0.61384195,0.78941137,0.005273987,-0.78937155,0.61386424,-0.007958239,-0.009519836,7.219654E-4,0.99995446,-0.06703186,0.05984497,9.751572,0
5507.906236227,0.6210848,0.7837241,0.00548563,-0.7836857,0.62110883,-0.0077810725,-0.009505388,5.3369586E-4,0.9999547,0.6139972,0.7892898,0.0053863917,-0.7892496,0.6140205,-0.007987402,-0.00961173,6.530351E-4,0.99995357,-0.05265808,-0.026321411,9.84256,0
5507.910661276,0.62110615,0.7837076,0.005441015,-0.78367,0.62112975,-0.007699324,-0.009413594,5.181367E-4,0.9999556,0.6141224,0.78919214,0.00543255,-0.78915274,0.6141461,-0.007904592,-0.009574621,5.672754E-4,0.999954,-0.10533142,0.08857727,9.895233,0
5507.915086325,0.59664184,0.80249053,0.0052352333,-0.8024522,0.5966646,-0.00785738,-0.009429153,4.870173E-4,0.9999554,0.6142242,0.789113,0.0054140887,-0.78907466,0.61424786,-0.007796446,-0.00947787,5.166453E-4,0.99995494,-0.12927246,-0.06942749,9.837769,0
5507.919511374,0.59664637,0.8024873,0.0052259937,-0.8024491,0.596669,-0.007844867,-0.009413594,4.8701736E-4,0.9999556,0.6138897,0.7893738,0.0053356434,-0.7893357,0.6139126,-0.0077727474,-0.009411221,5.5999524E-4,0.99995553,-0.07182312,0.02154541,9.823395,0
5507.923936422,0.59667486,0.80246633,0.005167041,-0.8024279,0.596697,-0.007869334,-0.009398036,5.4925604E-4,0.99995565,0.6135674,0.789625,0.0052397554,-0.789587,0.61358947,-0.0077659655,-0.009347259,6.277007E-4,0.99995613,-0.04788208,0.14604187,9.938324,0
5507.928361471,0.63704747,0.7708042,0.0056076865,-0.7707669,0.6370719,-0.0075981086,-0.009429153,5.181366E-4,0.9999554,0.6132115,0.7899015,0.0052356673,-0.7898636,0.6132335,-0.0077646114,-0.009343964,6.2588626E-4,0.9999562,-0.16279602,-0.06942749,9.727631,0
5507.93278652,0.63703674,0.7708129,0.0056315684,-0.7707758,0.6370614,-0.007578361,-0.009429153,4.870173E-4,0.9999554,0.61368614,0.7895325,0.0052780868,-0.78949475,0.61370856,-0.007734283,-0.009345674,5.794004E-4,0.99995613,-0.11491394,-0.07899475,9.756363,0
5507.937211569,0.636971,0.77086616,0.0057772165,-0.7708296,0.6369971,-0.0075164833,-0.009474272,3.3453252E-4,0.99995506,0.6141444,0.7891755,0.0053638956,-0.78913736,0.6141676,-0.00777544,-0.009430517,5.423922E-4,0.9999554,-0.10055542,0.026321411,9.832977,0
5507.941636618,0.5869283,0.8096214,0.005320975,-0.80958307,0.5869524,-0.007882981,-0.009505389,3.1897277E-4,0.99995476,0.61461365,0.78880894,0.0055238255,-0.7887714,0.6146383,-0.0077086,-0.009475768,3.8077502E-4,0.99995506,-0.15800476,-0.05505371,9.914383,0
5507.946061667,0.58693725,0.80961514,0.005302796,-0.8095771,0.5869611,-0.007857731,-0.009474272,3.189729E-4,0.99995506,0.6140564,0.78924257,0.005559708,-0.78920466,0.61408144,-0.0077420482,-0.009524467,3.6630654E-4,0.9999546,-0.04309082,0.01675415,9.900009,0
5507.950456198,0.58692956,0.8096205,0.005318438,-0.8095826,0.5869535,-0.0078290915,-0.0094602695,2.8940957E-4,0.9999551,0.6135037,0.7896724,0.005544623,-0.7896347,0.6135286,-0.0077244653,-0.009501582,3.6076142E-4,0.9999548,-0.0622406,-0.07899475,9.708481,0
5507.954881247,0.63784593,0.77014256,0.005736953,-0.77010536,0.63787156,-0.0075705326,-0.00948983,4.1077472E-4,0.9999548,0.61297107,0.79008603,0.0055202367,-0.7900484,0.6129958,-0.0077171233,-0.009481073,3.6911928E-4,0.999955,-0.21546936,0.04548645,9.785095,0
5507.959306295,0.63785625,0.7701342,0.0057151457,-0.77009714,0.63788164,-0.0075684013,-0.009474272,4.2633445E-4,0.999955,0.61349905,0.78967667,0.0054385667,-0.78963876,0.613523,-0.007753377,-0.009459347,4.6218623E-4,0.9999551,-0.0622406,0.07899475,9.837769,0
