Time,Rot1,Rot2,Rot3,Rot4,Rot5,Rot6,Rot7,Rot8,Rot9,FRot1,FRot2,FRot3,FRot4,FRot5,FRot6,FRot7,FRot8,FRot9,AccX,AccY,AccZ,Imid
7620.330414975,0.70446575,0.70823735,0.046127893,-0.70665026,0.705974,-0.04739518,-0.066132136,7.919923E-4,0.99781066,0.6902677,0.72213393,0.04531063,-0.72048414,0.6917525,-0.04879625,-0.066581175,0.0010368857,0.9977805,0.035614014,-0.034088135,0.27772522,0
7620.334809507,0.70448583,0.70821947,0.04609628,-0.7066345,0.70599186,-0.047361095,-0.06608565,7.919946E-4,0.99781364,0.6905439,0.72188085,0.045134384,-0.72022796,0.6920163,-0.0488376,-0.06648866,0.0012174586,0.99778646,0.13093567,0.0137786865,0.30166626,0
7620.339204038,0.7059222,0.7067665,0.04642017,-0.7051823,0.7074465,-0.047299482,-0.06626949,6.5507053E-4,0.9978016,0.690844,0.72158825,0.045221034,-0.7199336,0.6923214,-0.048852816,-0.06655911,0.0011935297,0.99778175,0.017807007,0.02468872,0.23478699,0
7620.343598569,0.7057161,0.7069505,0.046751812,-0.7053628,0.7072628,-0.047354583,-0.06654317,4.4189917E-4,0.9977834,0.6911282,0.721298,0.045508876,-0.7196413,0.69262415,-0.048868842,-0.06676954,0.0010245675,0.99776787,0.010925293,0.036361694,0.13438416,0
7620.3479931,0.705573,0.7070781,0.046981826,-0.7054857,0.7071354,-0.04742809,-0.06675787,3.189764E-4,0.9977691,0.6914199,0.72099525,0.045873284,-0.7193363,0.6929396,-0.048888486,-0.06703578,8.041544E-4,0.9977503,-0.034866333,0.03756714,-0.033081055,0
7620.352387632,0.7055282,0.7071179,0.04705375,-0.7055276,0.70709544,-0.047397755,-0.0667873,2.427328E-4,0.99776715,0.6916718,0.720738,0.046117485,-0.7190771,0.6932072,-0.04890691,-0.06721804,6.65505E-4,0.99773806,-0.058517456,-0.18193054,-0.109695435,0
7620.356782163,0.705573,0.7070781,0.046981826,-0.7054857,0.7071354,-0.04742809,-0.06675787,3.189764E-4,0.9977691,0.6919923,0.7204266,0.04617448,-0.71876574,0.6935308,-0.04889498,-0.06724867,6.463116E-4,0.997736,-0.020492554,-0.09649658,-0.052230835,0
7620.361176694,0.7055862,0.7070664,0.04696068,-0.705474,0.70714706,-0.04742734,-0.06674238,3.345366E-4,0.99777013,0.69228065,0.7201553,0.046084717,-0.71849227,0.6938125,-0.04891961,-0.067203864,7.5458735E-4,0.99773896,0.008087158,0.0038909912,0.17282104,0
7620.365571225,0.67590195,0.73561764,0.044980887,-0.7339702,0.67739695,-0.049204417,-0.06666555,2.4273137E-4,0.9977753,0.6925596,0.71989065,0.04602755,-0.7182262,0.69408697,-0.048931964,-0.06717279,8.3011267E-4,0.997741,0.055221558,0.04789734,0.14874268,0
7620.369965757,0.67592263,0.7356006,0.044948786,-0.7339525,0.67741543,-0.04921292,-0.066650055,2.7385107E-4,0.9977763,0.6922252,0.7202112,0.046043307,-0.7185541,0.6937545,-0.048833963,-0.06711352,7.194975E-4,0.9977451,0.04069519,0.081100464,0.27323914,0
7620.374360288,0.67584187,0.73566705,0.045073964,-0.73402137,0.67734325,-0.04917975,-0.06671047,1.5248464E-4,0.99777234,0.6919101,0.72050965,0.046111528,-0.7188543,0.69344467,-0.048815623,-0.06714792,6.2855234E-4,0.99774283,-0.07841492,0.08708191,0.100860596,0
7620.378754819,0.6738004,0.7375463,0.044928722,-0.7358986,0.67529666,-0.04927262,-0.06668104,1.3692526E-4,0.9977743,0.6915895,0.7208088,0.04624527,-0.71915853,0.69313383,-0.048749506,-0.06719323,4.5696882E-4,0.99773985,0.112838745,-0.061187744,3.0517578E-4,0
7620.38314935,0.67381424,0.7375348,0.04490863,-0.7358887,0.6753091,-0.049249,-0.06665006,1.3692555E-4,0.99777645,0.69123006,0.7211518,0.04627161,-0.71950215,0.692777,-0.04875206,-0.067213535,4.0636503E-4,0.99773854,0.04548645,0.010620117,0.067337036,0
7620.387543882,0.67382866,0.73752296,0.044887744,-0.7358756,0.6753222,-0.049268134,-0.06665006,1.6648902E-4,0.99777645,0.69086444,0.7214991,0.0463186,-0.7198498,0.6924153,-0.04875768,-0.06725033,3.425135E-4,0.9977361,-0.011962891,0.0677948,0.115219116,0
7620.391938413,0.7001916,0.7124284,0.04666386,-0.7108357,0.7017448,-0.04761101,-0.06666555,1.6648883E-4,0.9977753,0.690512,0.72183615,0.046321187,-0.72018665,0.69206387,-0.0487724,-0.067262895,3.1802716E-4,0.9977352,-0.0357666,7.4768066E-4,3.0517578E-4,0
7620.396332944,0.70018494,0.7124342,0.046674337,-0.71084076,0.70173883,-0.047622424,-0.06668104,1.6648865E-4,0.9977743,0.6907058,0.721652,0.04630228,-0.71999985,0.6922559,-0.04880436,-0.06727279,3.7181715E-4,0.99773455,-0.026031494,0.0103302,0.0050964355,0
7620.400727475,0.7001721,0.7124455,0.046694584,-0.71085346,0.7017274,-0.04760248,-0.06668104,1.3692526E-4,0.9977743,0.69087136,0.72149247,0.046317976,-0.7198343,0.69242215,-0.048888754,-0.06734446,4.3457156E-4,0.99772966,-0.006881714,-0.089920044,-0.10983276,0
7620.405122007,0.70468664,0.707956,0.0470625,-0.7063725,0.70625645,-0.04732524,-0.06674239,1.0580693E-4,0.9977703,0.69107836,0.72129864,0.046250414,-0.7196385,0.6926241,-0.048911083,-0.06731365,5.178091E-4,0.99773175,-0.14993286,-0.05609131,0.048324585,0
7620.409516538,0.7046867,0.707956,0.047062453,-0.70637095,0.70625645,-0.04734717,-0.06675788,1.2136665E-4,0.9977692,0.6913279,0.7210593,0.046251386,-0.7194002,0.6928732,-0.04888851,-0.06729786,5.247351E-4,0.9977328,-0.054016113,0.010772705,-0.047439575,0
7620.413911069,0.704722,0.7079245,0.04700911,-0.7063403,0.7062881,-0.047333438,-0.06671047,1.5248464E-4,0.99777234,0.69159067,0.72080606,0.046271667,-0.7191492,0.6931367,-0.048847467,-0.06728214,5.062221E-4,0.9977339,0.026931763,-0.10443115,0.029037476,0
7620.4183056,0.70470804,0.707937,0.047030255,-0.70635426,0.7062756,-0.04731234,-0.06671047,1.2136532E-4,0.99777234,0.69159067,0.72080606,0.046271667,-0.7191492,0.6931367,-0.048847467,-0.06728214,5.062221E-4,0.9977339,0.026931763,-0.10412598,0.029037476,0
7620.422700132,0.6765209,0.73503506,0.04519855,-0.73339564,0.67802906,-0.04906506,-0.06671047,4.5123004E-5,0.99777234,0.6920945,0.72031534,0.04637869,-0.7186586,0.6936466,-0.048828367,-0.067342244,4.63401E-4,0.99772984,0.022140503,-0.0076141357,-0.038009644,0
7620.427094663,0.67649406,0.7350572,0.04524141,-0.7334176,0.6780052,-0.049068946,-0.06674239,1.4003859E-5,0.9977703,0.6918386,0.7205582,0.04642534,-0.71890444,0.69339436,-0.048792925,-0.0673492,3.8144505E-4,0.9977294,-0.07331848,-0.0887146,0.14888,0
7620.431489194,0.64497393,0.76298785,0.04310695,-0.76128316,0.64641285,-0.05097459,-0.06675788,6.0683324E-5,0.9977692,0.6915392,0.72084874,0.04637403,-0.71919626,0.6930923,-0.048782744,-0.06730646,3.831527E-4,0.9977323,0.084854126,0.040100098,0.110580444,0
7620.435883725,0.645052,0.7629283,0.04299044,-0.7612224,0.64648294,-0.050990887,-0.06669499,1.664885E-4,0.9977734,0.6915392,0.72084874,0.04637403,-0.71919626,0.6930923,-0.048782744,-0.06730646,3.831527E-4,0.9977323,0.084243774,0.0390625,0.110443115,0
7620.440278257,0.6450574,0.76292425,0.042982396,-0.76122046,0.6464878,-0.05095913,-0.06666555,1.524851E-4,0.9977753,0.6897867,0.7225384,0.046179898,-0.7208795,0.6913307,-0.048935708,-0.0672835,4.650584E-4,0.9977338,0.045639038,-0.032608032,0.20620728,0
7620.444672788,0.68108255,0.73079675,0.045416314,-0.729164,0.6825951,-0.048823547,-0.06668104,1.3692526E-4,0.9977743,0.68890977,0.723379,0.046110272,-0.7217183,0.690451,-0.048990436,-0.06727554,4.713617E-4,0.9977343,-0.016448975,-0.037246704,-0.1625061,0
7620.449067319,0.68108374,0.7307958,0.045414556,-0.7291617,0.68259615,-0.04884427,-0.06669499,1.524848E-4,0.9977734,0.6886974,0.72358114,0.04611162,-0.72191566,0.6902392,-0.04906754,-0.067332394,5.039819E-4,0.9977305,-0.025894165,0.03440857,0.081710815,0
7620.45346185,0.68109626,0.73078537,0.04539558,-0.7291513,0.68260735,-0.048842926,-0.06668104,1.6648865E-4,0.9977743,0.6885213,0.7237481,0.04612031,-0.7220864,0.69006413,-0.049017284,-0.06730214,4.465987E-4,0.9977325,0.0027008057,0.0103302,0.124801636,0
7620.457856382,0.693516,0.7189579,0.04620553,-0.71735007,0.69505346,-0.04805598,-0.06666555,1.8204853E-4,0.9977753,0.68838817,0.72387695,0.046085775,-0.722212,0.68992895,-0.049069136,-0.06731593,4.949101E-4,0.99773157,0.055221558,0.058059692,0.23014832,0
