Time,Rot1,Rot2,Rot3,Rot4,Rot5,Rot6,Rot7,Rot8,Rot9,FRot1,FRot2,FRot3,FRot4,FRot5,FRot6,FRot7,FRot8,FRot9,Imid
1357.246045894,0.18347089,-0.9830228,0.0021902241,0.97949237,0.18299979,0.08429701,-0.083266675,-0.013320739,0.99643826,0.1797807,-0.9837049,0.001853303,0.9801913,0.17929706,0.08412743,-0.08308887,-0.013307899,0.9964532,0
1357.250226802,0.18348207,-0.9830209,0.0020602765,0.9794952,0.18300058,0.084259905,-0.08320627,-0.01344215,0.9964416,0.1797807,-0.9837049,0.001853303,0.9801913,0.17929706,0.08412743,-0.08308887,-0.013307899,0.9964532,0
1357.25440771,0.16119249,-0.9869231,1.9107173E-4,0.9834093,0.1606349,0.08427774,-0.083206326,-0.013397035,0.9964422,0.1799162,-0.9836805,0.0017084666,0.9801735,0.17942078,0.08407168,-0.0830062,-0.013451262,0.99645823,0
1357.258588619,0.16119367,-0.9869228,1.807967E-4,0.9834064,0.16063479,0.084310725,-0.083237216,-0.0134125585,0.9964395,0.1795682,-0.983744,0.0017177043,0.9802407,0.17907543,0.084024474,-0.08296618,-0.01340436,0.9964622,0
1357.262769527,0.16120179,-0.9869215,1.107589E-4,0.9834026,0.16063648,0.084351905,-0.08326649,-0.013488755,0.996436,0.17918406,-0.9838141,0.0016541891,0.98030573,0.17868645,0.08409401,-0.08302846,-0.013446695,0.99645644,0
1357.266950435,0.17703967,-0.98420274,0.0014166359,0.98067254,0.17652611,0.08438024,-0.08329733,-0.013549392,0.99643266,0.17918406,-0.9838141,0.0016541891,0.98030573,0.17868645,0.08409401,-0.08302846,-0.013446695,0.99645644,0
1357.271131343,0.17703834,-0.9842029,0.0014346555,0.98067147,0.17652611,0.0843927,-0.083312795,-0.013533818,0.9964316,0.17906941,-0.98383516,0.0016093198,0.9803228,0.17856777,0.084147416,-0.08307455,-0.0134905735,0.996452,0
1357.275312251,0.17704056,-0.98420256,0.0014041094,0.9806709,0.17652568,0.08439817,-0.08331276,-0.013564929,0.99643105,0.1790547,-0.9838377,0.0016410565,0.9803288,0.17855637,0.08410153,-0.083035275,-0.013449998,0.9964558,0
1357.27949316,0.18064588,-0.98354673,0.0017380461,0.98000944,0.18014541,0.08443489,-0.08335875,-0.013549511,0.9964275,0.17894994,-0.9838568,0.001645688,0.98034704,0.17845224,0.084110156,-0.08304603,-0.013438161,0.9964551,0
1357.283674068,0.18064678,-0.9835465,0.0017284061,0.9800067,0.18014506,0.08446807,-0.08338964,-0.013565035,0.9964248,0.17894994,-0.9838568,0.001645688,0.98034704,0.17845224,0.084110156,-0.08304603,-0.013438161,0.9964551,0
1357.287854976,0.18064977,-0.983546,0.0016966617,0.98000735,0.1801455,0.08445817,-0.08337415,-0.01359461,0.99642557,0.17903829,-0.9838409,0.0015848931,0.9803298,0.1785349,0.084135376,-0.08305878,-0.013509736,0.99645305,0
1357.292035884,0.2111965,-0.97743416,0.0043141325,0.9738839,0.21080163,0.08433694,-0.08334322,-0.013610201,0.9964279,0.17912471,-0.9838251,0.0015923763,0.98031497,0.17862178,0.084123656,-0.08304739,-0.013507595,0.996454,0
1357.296216792,0.2112002,-0.9774334,0.004287222,0.97388184,0.2108028,0.08435857,-0.08335865,-0.013641299,0.9964263,0.17976831,-0.9837076,0.001673189,0.98020035,0.1792704,0.084079534,-0.08300963,-0.013474775,0.99645764,0
1357.300397701,0.21120152,-0.97743326,0.004277711,0.9738856,0.21080394,0.084313616,-0.083312675,-0.013641159,0.9964301,0.17976831,-0.9837076,0.001673189,0.98020035,0.1792704,0.084079534,-0.08300963,-0.013474775,0.99645764,0
1357.304548091,0.21120238,-0.9774331,0.0042711906,0.973888,0.21080466,0.08428341,-0.08328177,-0.013641194,0.99643266,0.18103746,-0.98347455,0.0018149232,0.9799555,0.18054508,0.08420618,-0.0831423,-0.013465929,0.99644667,0
1357.308728999,0.2111999,-0.97743356,0.0042895363,0.9738872,0.21080355,0.08429524,-0.08329724,-0.01362562,0.9964316,0.18165526,-0.98336047,0.00188684,0.97983426,0.18116559,0.08428397,-0.08322336,-0.013461837,0.99644,0
1357.312909908,0.21119869,-0.9774337,0.0042981007,0.97389007,0.21080352,0.084261775,-0.083266355,-0.0136100985,0.9964344,0.18223913,-0.9832523,0.0019521937,0.97972167,0.18175219,0.08433041,-0.08327289,-0.013455695,0.9964359,0
1357.317090816,0.14856902,-0.9889013,-0.0011096665,0.9853914,0.14794703,0.08435279,-0.08325243,-0.013625671,0.99643534,0.18223913,-0.9832523,0.0019521937,0.97972167,0.18175219,0.08433041,-0.08327289,-0.013455695,0.9964359,0
1357.321271724,0.148568,-0.98890156,-0.0010966319,0.9853928,0.14794734,0.08433522,-0.08323699,-0.013610131,0.99643683,0.18091401,-0.98349726,0.0018082764,0.9799662,0.18041958,0.08435038,-0.08328462,-0.013488116,0.9964345,0
1357.325452632,0.14856856,-0.9889015,-0.001103546,0.98539674,0.14794795,0.08428939,-0.083190635,-0.013610184,0.9964407,0.18022604,-0.9836236,0.0017888779,0.98009706,0.1797332,0.08429518,-0.083236255,-0.013438914,0.9964392,0
1357.32963354,0.15874562,-0.98731947,-2.3698637E-4,0.9838109,0.15816125,0.08426731,-0.08316127,-0.013610217,0.9964431,0.17961627,-0.98373526,0.0017239461,0.98021245,0.17912072,0.084257364,-0.08319574,-0.013444161,0.99644256,0
1357.333814449,0.15873858,-0.98732066,-1.6452218E-4,0.9838135,0.15816069,0.084238745,-0.08314463,-0.013533796,0.9964456,0.17961627,-0.98373526,0.0017239461,0.98021245,0.17912072,0.084257364,-0.08319574,-0.013444161,0.99644256,0
1357.337995357,0.1587364,-0.9873211,-1.4210648E-4,0.98381,0.15815978,0.08428183,-0.08319074,-0.013518398,0.9964419,0.17873503,-0.9838958,0.0016766265,0.98037106,0.17823836,0.08428284,-0.08322437,-0.01342058,0.9964405,0
1357.342176265,0.17160502,-0.98516536,9.768973E-4,0.9816471,0.17107575,0.0842738,-0.083190754,-0.013502841,0.99644214,0.17828843,-0.98397684,0.0016520014,0.980455,0.17779174,0.08425001,-0.08319378,-0.013401091,0.9964432,0
1357.346357173,0.17160214,-0.98516583,0.0010212625,0.98164755,0.17107667,0.08426611,-0.083190806,-0.013457725,0.99644274,0.17815922,-0.9840003,0.0016478552,0.9804782,0.17766261,0.08425324,-0.08319797,-0.013394805,0.99644303,0
1357.350538081,0.17160067,-0.9851661,0.0010441159,0.98165184,0.1710778,0.08421537,-0.08314475,-0.013426455,0.9964471,0.17815922,-0.9840003,0.0016478552,0.9804782,0.17766261,0.08425324,-0.08319797,-0.013394805,0.99644303,0
1357.35471899,0.16641784,-0.9860552,5.970205E-4,0.9825372,0.16587514,0.08429824,-0.08322173,-0.013442134,0.9964404,0.17791219,-0.98404497,0.0016425466,0.98052466,0.17741632,0.08423068,-0.08317819,-0.013375108,0.9964449,0
1357.358899898,0.16641746,-0.98605525,6.021859E-4,0.9825346,0.16587478,0.084328696,-0.08325263,-0.013442098,0.9964378,0.17767833,-0.9840873,0.0016130935,0.98057103,0.17718147,0.084184915,-0.08313112,-0.013376083,0.9964488,0
