Time,Rot1,Rot2,Rot3,Rot4,Rot5,Rot6,Rot7,Rot8,Rot9,FRot1,FRot2,FRot3,FRot4,FRot5,FRot6,FRot7,FRot8,FRot9,AccX,AccY,AccZ,Imid
6153.88878835,0.57803357,0.81507146,0.039186835,-0.81355816,0.5793519,-0.04974324,-0.06324727,-0.0031275095,0.997993,0.5657577,0.82365286,0.038914178,-0.82205343,0.56708694,-0.05138676,-0.06439257,-0.0029170818,0.9979204,-0.71824646,0.08378601,9.344559,0
6153.893213399,0.57890934,0.8145026,0.038072236,-0.813071,0.58015233,-0.04835982,-0.061476897,-0.00295948,0.9981041,0.56607276,0.8234869,0.037827175,-0.82195395,0.56732917,-0.050291892,-0.062875174,-0.002623325,0.9980179,-0.5506592,0.08857727,9.751572,0
6153.897638448,0.5795349,0.8140945,0.03727488,-0.8127449,0.58072424,-0.046958607,-0.059875168,-0.0030808148,0.99820113,0.5664156,0.823303,0.03668239,-0.8218581,0.5675967,-0.04881865,-0.06101334,-0.0024960747,0.99813384,-0.40222168,0.11730957,10.37886,0
6153.902063497,0.5464554,0.8367555,0.035025727,-0.8354166,0.54756653,-0.047433645,-0.058869276,-0.0033407076,0.9982601,0.5667667,0.8230897,0.036039814,-0.8217209,0.56790507,-0.047523517,-0.059583314,-0.0026799247,0.9982197,-0.24899292,-0.026321411,10.589554,0
6153.906488546,0.54638326,0.83679855,0.035121437,-0.8354854,0.54749864,-0.04700411,-0.058561914,-0.0036611895,0.99827707,0.5664244,0.82333857,0.03573452,-0.8220224,0.56754273,-0.046631236,-0.058674168,-0.0029615047,0.9982728,-0.15800476,-0.09815979,10.7332,0
6153.910913595,0.5461306,0.83694935,0.03545706,-0.8356173,0.5472674,-0.04735126,-0.059035096,-0.0037685619,0.99824876,0.5660199,0.82361007,0.035887383,-0.8223089,0.56714714,-0.046392262,-0.058562562,-0.0032515707,0.99827844,-0.11491394,-0.07899475,10.407593,0
6153.915338643,0.5963928,0.8017488,0.038913857,-0.80044377,0.597649,-0.045882896,-0.060043395,-0.0037841233,0.99818856,0.5655636,0.823903,0.036352906,-0.8225724,0.5667208,-0.046926837,-0.059265114,-0.003362781,0.9982366,-0.4740448,-0.13166809,10.326187,0
6153.919763692,0.59588045,0.8020976,0.039572917,-0.80073065,0.5971815,-0.046954658,-0.061294425,-0.0037078825,0.9981128,0.5661228,0.82349205,0.0369576,-0.82211375,0.56731796,-0.047741443,-0.060281407,-0.0033558325,0.9981758,-0.6799469,-0.04069519,9.804245,0
6153.924188741,0.59545726,0.80238485,0.04011681,-0.80095464,0.59679663,-0.048016705,-0.06246944,-0.0035398519,0.9980406,0.5666722,0.8230855,0.037589107,-0.82164925,0.5679081,-0.04871317,-0.06144226,-0.0032806592,0.9981052,-0.8140259,-0.05984497,9.464264,0
6153.92861379,0.57447433,0.81758815,0.039099425,-0.81608474,0.57579356,-0.049674325,-0.06312634,-0.003371821,0.9979999,0.56720376,0.82269377,0.038141966,-0.8211947,0.56847626,-0.049739625,-0.06260328,-0.0031094763,0.99803364,-0.7805023,-0.007171631,9.392441,0
6153.933038839,0.57443243,0.81761503,0.039153308,-0.81609654,0.57575583,-0.049915195,-0.063354164,-0.0032799712,0.99798566,0.5673104,0.82261056,0.038350496,-0.82107776,0.56859744,-0.050282102,-0.063168585,-0.0029631786,0.9979984,-0.9289398,-0.05984497,9.267944,0
6153.937463888,0.5745699,0.81752694,0.038976658,-0.81602466,0.57588106,-0.049647443,-0.06303404,-0.003279992,0.99800605,0.56744933,0.8225156,0.03833204,-0.8209735,0.56873536,-0.050424185,-0.06327547,-0.0028564224,0.99799204,-0.8571167,-0.002380371,9.315826,0
6153.941888936,0.58871853,0.80737364,0.039475057,-0.8059289,0.5900311,-0.04839154,-0.06236157,-0.0033250996,0.998048,0.5676398,0.82239324,0.03813681,-0.8208728,0.56891215,-0.050069217,-0.06287308,-0.0028841887,0.9980174,-0.6943054,0.06942749,9.646225,0
6153.946313985,0.5890496,0.8071533,0.039039414,-0.80575264,0.5903321,-0.047650907,-0.061507814,-0.0033873643,0.9981008,0.5681295,0.82206947,0.03782408,-0.8205905,0.5693793,-0.049380414,-0.06213038,-0.0029836122,0.99806356,-0.59854126,-0.04548645,9.847351,0
6153.950739034,0.58924013,0.8070264,0.038788617,-0.80566907,0.59050447,-0.04692529,-0.060774796,-0.0036005243,0.99814504,0.5686026,0.8217596,0.037446484,-0.82032245,0.56982625,-0.048673242,-0.06133569,-0.0030424614,0.9981125,-0.5506592,-0.12689209,10.014938,0
6153.955164083,0.5717041,0.8196038,0.037468378,-0.81824404,0.57291925,-0.047328237,-0.060256768,-0.003600531,0.9981764,0.56906736,0.8214491,0.037198775,-0.8200569,0.5702727,-0.04791386,-0.06057224,-0.0032388982,0.9981586,-0.4453125,-0.05984497,10.187317,0
6153.959589132,0.57173586,0.8195838,0.037426554,-0.81822765,0.57294816,-0.047264643,-0.0601808,-0.0036005473,0.9981809,0.5691751,0.821385,0.036963813,-0.8200131,0.57036495,-0.04756352,-0.060150824,-0.0032388414,0.998184,-0.43095398,-0.04069519,10.230423,0
6153.963983663,0.5717494,0.8195751,0.0374087,-0.81820923,0.5729612,-0.0474246,-0.06030175,-0.0034931602,0.9981741,0.5692233,0.8213532,0.03692963,-0.8199807,0.57041097,-0.047571737,-0.060138263,-0.0032026405,0.9981849,-0.3256073,0.05984497,10.149017,0
6153.968408712,0.57155013,0.81970197,0.03767152,-0.81830996,0.5727798,-0.047875755,-0.060821336,-0.0034635905,0.99814266,0.56923646,0.82134,0.03701868,-0.8199532,0.5704303,-0.04781282,-0.06038716,-0.0031367843,0.9981701,-0.5458679,-0.06463623,10.038879,0
6153.972833761,0.57134616,0.8198318,0.03794066,-0.81841266,0.5725942,-0.048339605,-0.061354943,-0.0034324662,0.9981101,0.569253,0.8213166,0.03728377,-0.8199033,0.57046425,-0.048261575,-0.060907092,-0.0030960354,0.99813867,-0.6081238,-0.01675415,9.938324,0
6153.977258809,0.57111156,0.81998086,0.038249984,-0.81853735,0.57238054,-0.048756596,-0.061873015,-0.003463582,0.998078,0.56927353,0.82128763,0.037605975,-0.81984574,0.5705059,-0.0487428,-0.061486293,-0.003083115,0.99810314,-0.6224823,-0.06942749,9.651016,0
6153.981683858,0.5763663,0.8162709,0.038777925,-0.8148223,0.57765865,-0.048733555,-0.062180184,-0.003508741,0.9980587,0.56924933,0.82129097,0.037898764,-0.81982654,0.5705011,-0.04912322,-0.061965745,-0.003107048,0.99807346,-0.6368561,-0.10772705,9.612717,0
6153.986108907,0.57634944,0.8162818,0.038799234,-0.81482977,0.5776434,-0.04879262,-0.06224064,-0.0034931689,0.9980551,0.5694046,0.821174,0.038101155,-0.8196949,0.57066935,-0.049364228,-0.062279776,-0.0031231046,0.99805385,-0.7565613,-0.05027771,9.651016,0
6153.990533956,0.5764164,0.81623846,0.038714584,-0.8147939,0.5777044,-0.048664924,-0.062087778,-0.0034931474,0.9980645,0.5694046,0.821174,0.038101155,-0.8196949,0.57066935,-0.049364228,-0.062279776,-0.0031231046,0.99805385,-0.7565613,-0.05027771,9.651016,0
6153.994959005,0.5266613,0.8493336,0.03550257,-0.84783167,0.5278453,-0.050605867,-0.061721124,-0.0034480554,0.9980875,0.5696488,0.82100767,0.038033854,-0.8195426,0.5709082,-0.049129587,-0.062049612,-0.0031837544,0.998068,-0.6416321,0.002380371,9.588776,0
6153.999384054,0.5268416,0.84923095,0.0352822,-0.8477494,0.52801055,-0.05025797,-0.06130999,-0.0034324757,0.99811286,0.56887156,0.8215608,0.037722826,-0.82011354,0.5701123,-0.0488447,-0.061635133,-0.0031506405,0.9980938,-0.6512146,-0.08857727,9.928741,0
6154.003809102,0.5270329,0.84912187,0.035048287,-0.8476603,0.5281861,-0.04991662,-0.06089731,-0.0034013367,0.9981383,0.5680596,0.82213604,0.037425406,-0.8207061,0.56928253,-0.048568137,-0.061235245,-0.0031256652,0.99811846,-0.51234436,-0.03111267,9.909592,0
6154.008234151,0.592691,0.8044932,0.03883396,-0.8031395,0.59395176,-0.046778966,-0.060698863,-0.0034636164,0.9981501,0.567299,0.8226739,0.03714007,-0.821261,0.568505,-0.048294637,-0.06084506,-0.0031041917,0.99814236,-0.58895874,-0.16519165,9.981415,0
6154.0126592,0.5927018,0.804486,0.03881909,-0.8031349,0.5939615,-0.04673402,-0.060653906,-0.0034776295,0.9981528,0.5678153,0.8223207,0.037075043,-0.8209174,0.56901586,-0.048121117,-0.060667273,-0.0031116467,0.9981532,-0.47883606,-0.09815979,9.923965,0
6154.017084249,0.5926299,0.8045341,0.038917962,-0.80317646,0.59389615,-0.046850212,-0.060805827,-0.003493157,0.99814355,0.56831896,0.82197076,0.0371153,-0.8205702,0.569521,-0.048066597,-0.06064728,-0.0031385457,0.9981543,-0.5171356,-0.03590393,10.029297,0
6154.021509298,0.58259964,0.81184447,0.03855037,-0.81046313,0.58386266,-0.047474615,-0.061050132,-0.0035849605,0.9981283,0.5688074,0.82162625,0.037262067,-0.82021856,0.5700178,-0.048179023,-0.06082519,-0.0031584552,0.99814343,-0.59854126,-0.13645935,9.895233,0
6154.025934347,0.58244133,0.8119477,0.038768988,-0.81055385,0.5837187,-0.0476936,-0.061354894,-0.0036456308,0.9981093,0.569022,0.82146734,0.037489336,-0.82004887,0.5702465,-0.048360486,-0.061104722,-0.0032249056,0.99812615,-0.5793915,-0.11251831,9.8138275,0
6154.030359395,0.5823816,0.81198657,0.03885146,-0.810584,0.5836648,-0.047841962,-0.061523262,-0.0036300903,0.99809897,0.56930274,0.8212635,0.037691325,-0.81983244,0.57053983,-0.048570737,-0.061393775,-0.0032491137,0.9981083,-0.6033325,0.05027771,9.84256,0
6154.034784444,0.5158938,0.85593873,0.034964245,-0.8544317,0.51706463,-0.050898924,-0.06164513,-0.003616116,0.9980916,0.569563,0.8210767,0.037829783,-0.81963867,0.5708085,-0.04868383,-0.061566718,-0.0032782485,0.9980976,-0.6703644,-0.20350647,9.742004,0
6154.039209493,0.51592284,0.85592264,0.03492876,-0.8544173,0.5170913,-0.05086658,-0.06159922,-0.00360051,0.9980944,0.56853604,0.82179064,0.03777463,-0.8203431,0.5697805,-0.048860602,-0.06167643,-0.0032091439,0.99809104,-0.727829,-0.011962891,9.765945,0
6154.043634542,0.51592696,0.8559204,0.034923706,-0.8544138,0.51709515,-0.05088773,-0.061614726,-0.0035849474,0.99809355,0.5674726,0.822531,0.037652183,-0.82108617,0.5687113,-0.048836693,-0.06158291,-0.0032022034,0.9980968,-0.65600586,0.011962891,9.928741,0
