Time,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,GravX,GravY,GravZ,MagX,MagY,MagZ,Rot1,Rot2,Rot3,Rot4,Rot5,Rot6,Rot7,Rot8,Rot9
113646.665856472,0.0,0.0,0.0,0.10772705,0.0622406,9.804245,0.0,0.0,0.0,0.0,0.0,0.0,0.5772392,0.8165396,-0.007615065,-0.8165566,0.57726395,0.0013621037,0.005508114,0.005431872,0.99997014
113646.665093532,-0.006378174,0.007446289,-0.003189087,0.10772705,0.0622406,9.804245,0.028869629,0.039642334,9.806488,-30.699158,17.788696,-24.816895,0.5043652,0.8634761,-0.004975384,-0.86348546,0.5043736,5.031321E-4,0.0029438948,0.0040424094,0.99998754
113646.67028152,-0.006378174,0.007446289,-0.003189087,0.16998291,-0.004776001,9.895233,0.028869629,0.039642334,9.806488,-30.699158,17.788696,-24.816895,0.5043652,0.8634761,-0.004975384,-0.86348546,0.5043736,5.031321E-4,0.0029438948,0.0040424094,0.99998754
113646.674676052,-0.0084991455,0.023406982,0.0053253174,-0.06463623,0.05265808,9.885651,0.028427124,0.03904724,9.806488,-30.699158,17.788696,-24.816895,0.50431997,0.8635029,-0.004900202,-0.8635119,0.504328,4.950338E-4,0.0028987725,0.0039817276,0.99998784
113646.679101101,-0.0084991455,0.01914978,0.0021362305,-0.06942749,-0.01914978,9.880859,0.028121948,0.03904724,9.806488,-30.699158,17.788696,-24.816895,0.50431055,0.8635086,-0.004884504,-0.8635176,0.5043185,4.682159E-4,0.0028676533,0.003981728,0.9999879
113646.678307644,-0.0084991455,-0.008529663,-0.003189087,-0.06942749,-0.01914978,9.880859,0.027679443,0.038894653,9.806488,-29.084778,19.044495,-24.299622,0.5506391,0.8347293,-0.0048649316,-0.83473873,0.55064625,1.7212145E-4,0.002822531,0.0039661694,0.99998814
113646.683495632,-0.0084991455,-0.008529663,-0.003189087,-0.002380371,0.11012268,9.86171,0.027679443,0.038894653,9.806488,-29.084778,19.044495,-24.299622,0.5506391,0.8347293,-0.0048649316,-0.83473873,0.55064625,1.7212145E-4,0.002822531,0.0039661694,0.99998814
113646.687890163,0.0,-0.008529663,-0.003189087,-0.11251831,0.08139038,9.718063,0.027526855,0.03919983,9.806488,-29.084778,19.044495,-24.299622,0.5506491,0.83472246,-0.004882341,-0.834732,0.55065626,1.4193822E-4,0.0028069708,0.0039972886,0.9999881
113646.692315212,-0.02128601,-0.0138549805,0.0063934326,0.011962891,0.02394104,9.909592,0.027679443,0.03829956,9.806488,-29.084778,19.044495,-24.299622,0.5506096,0.8347489,-0.0048142704,-0.83475804,0.5506168,2.0570634E-4,0.0028225316,0.0039054875,0.99998844
113646.691521755,-0.006378174,-0.01171875,0.0053253174,0.011962891,0.02394104,9.909592,0.027526855,0.03829956,9.806488,-29.80194,19.044495,-25.682068,0.5414065,0.84074724,-0.004803296,-0.8407563,0.5414137,2.4549756E-4,0.002806972,0.0039054875,0.99998844
113646.696709743,-0.006378174,-0.01171875,0.0053253174,0.04069519,0.0622406,9.689331,0.027526855,0.03829956,9.806488,-29.80194,19.044495,-25.682068,0.5414065,0.84074724,-0.004803296,-0.8407563,0.5414137,2.4549756E-4,0.002806972,0.0039054875,0.99998844
113646.701134792,0.0010681152,-0.0010681152,-0.0010681152,-0.07421875,0.07182312,9.809036,0.027679443,0.03845215,9.806488,-29.80194,19.044495,-25.682068,0.5414196,0.84073865,-0.004824806,-0.8407478,0.5414269,2.5007967E-4,0.0028225314,0.003921047,0.9999884
113646.705529323,0.010665894,0.006378174,-0.012786865,0.01675415,0.03829956,9.837769,0.02722168,0.038604736,9.806488,-29.80194,19.044495,-25.682068,0.5414122,0.8407435,-0.0048126127,-0.8407527,0.54141927,2.0245323E-4,0.0027758526,0.003936607,0.99998844
113646.704735866,0.012786865,0.0010528564,-0.010650635,0.01675415,0.03829956,9.837769,0.02722168,0.038604736,9.806488,-30.877686,18.685913,-23.953247,0.52045786,0.85387385,-0.0048061353,-0.85388285,0.5204652,3.2138987E-4,0.0027758526,0.003936607,0.99998844
